	sch	sch_date	wmo	wmo_date	delta_days	station	min_date	max_date	records	latitude	longitude	station_name
214	NA	NA	NA	NA	NA	0-20000-0-65338	1981-06-09	2007-04-03	12	12.0	7.170000076293945	2.07
215	C2  	1978-12-29	C2  	1978-12-29	0	0-20300-0-72257	1946-07-14	1991-11-13	3218	31.1299991607666	-97.72000122070312	FT HOOD AAF/KILLEEN
216	NA	NA	NA	NA	NA	0-20000-0-06672	1982-04-01	1982-04-10	2	2.0	46.880001068115234	8.58
217	NA	NA	NA	NA	NA	0-20000-0-67223	1982-04-21	1995-07-13	13	13.0	-13.130000114440918	39.03
218	NA	NA	NA	NA	NA	0-20500-0-43105	1945-07-01	1945-07-31	20	20.0	33.16999816894531	115.67
219	NA	NA	NA	NA	NA	0-20000-0-43355	1981-10-21	1981-10-21	1	1.0	9.579999923706055	76.52
220	NA	NA	NA	NA	NA	0-20300-0-26702	1920-04-16	1921-01-31	16	16.0	54.75	20.28
221	NA	NA	NA	NA	NA	0-20000-0-43260	1989-11-12	1989-11-12	1	1.0	13.25	75.75
222	NA	NA	NA	NA	NA	0-20000-0-98427	1981-06-24	1981-06-24	1	1.0	14.029999732971191	121.58
223	NA	NA	NA	NA	NA	0-20300-0-23103	1942-06-09	1945-07-12	2573	2573.0	33.599998474121094	-114.75
224	NA	NA	NA	NA	NA	0-20000-0-17330	1983-12-30	1987-11-03	4	4.0	36.369998931884766	33.93
225	NA	NA	NA	NA	NA	0-20000-0-12280	1982-05-25	1982-05-25	1	1.0	53.779998779296875	21.58
226	NA	NA	NA	NA	NA	0-20000-0-94877	1942-09-08	1942-11-15	63	63.0	-35.79999923706055	145.6
227	HTA 	2006-09-30	132	2014-06-04	2804	0-20000-0-58203	1957-10-01	2021-12-31	45408	32.91999816894531	115.83000183105469	FUYANG
228	NA	NA	NA	NA	NA	0-20000-0-10381	1922-09-08	1928-01-16	56	56.0	52.52000045776367	13.13
229	NA	NA	NA	NA	NA	0-20000-0-48985	1981-10-18	1981-10-18	1	1.0	10.619999885559082	104.22
230	-922	1979-08-20	111	2014-08-08	12771	0-20000-0-98747	1979-08-20	2022-01-08	3663	8.430000305175781	124.61000061035156	LUMBIA AIRPORT
231	NA	NA	NA	NA	NA	0-20000-0-02151	1981-07-27	1981-07-27	1	1.0	66.30000305175781	20.42
232	XXX 	2003-07-30	NA	1900-01-01	-1	0-20000-0-54823	1956-08-20	2003-07-31	35805	36.70000076293945	117.06999969482422	JINAN
233	V8A 	1990-01-10	1	1990-01-11	0	0-20000-0-41594	1963-03-12	2017-08-10	24747	32.04999923706055	72.66000366210938	SARGODHA (41594-0)
234	NA	NA	NA	NA	NA	0-20500-0-23105	1943-11-20	1944-02-04	42	42.0	33.75	-115.33
235	NA	NA	NA	NA	NA	0-20000-0-72546	1939-04-01	1975-12-15	27239	27239.0	41.53300094604492	-93.65
236	NA	NA	NA	NA	NA	0-20000-0-14654	1926-01-13	1969-08-23	2990	2990.0	43.869998931884766	18.35
237	C2  	1992-05-11	9	1992-05-12	0	0-20000-0-96935	1954-07-01	2022-01-08	47384	-7.21999979019165	112.72000122070312	JUANDA SURABAYA
238	NA	NA	NA	NA	NA	0-20000-0-72308	1919-02-01	1989-02-25	40442	40442.0	36.93000030517578	-76.3
239	NA	NA	NA	NA	NA	0-20000-0-11679	1925-04-15	1925-08-22	3	3.0	49.970001220703125	16.4
240	NA	NA	NA	NA	NA	0-20000-0-78792	1942-09-16	1945-09-26	934	934.0	9.130000114440918	-79.23
241	H2G 	1978-12-30	99	1985-02-05	2229	0-20000-0-47058	1950-10-25	2020-10-05	31522	39.02000045776367	125.81999969482422	PYONGYANG
242	NA 	1967-05-30	99	1981-11-23	5291	0-20000-0-07037	1966-03-02	1994-10-14	258	49.380001068115234	1.0499999523162842	ROUEN-BOOS
243	Zn8 	2004-10-12	0	2004-10-20	8	0-20000-0-41112	1976-04-04	2022-01-08	33357	18.299999237060547	42.79999923706055	ABHA
244	NA	NA	NA	NA	NA	0-20500-0-80429	1944-06-01	1945-08-16	966	966.0	-1.649999976158142	149.97
245	VC_ 	1994-06-03	61	1994-06-04	0	0-20000-0-63741	1948-04-02	2021-10-27	36412	-1.2799999713897705	36.83000183105469	DAGORETTI CORNER
246	NA	NA	NA	NA	NA	0-20000-0-16324	1926-02-16	1945-04-30	406	406.0	40.470001220703125	17.23
247	NA	NA	NA	NA	NA	0-20000-0-72539	1919-06-10	1926-10-21	2815	2815.0	42.766998291015625	-84.6
248	NA	NA	NA	NA	NA	0-20000-0-16706	1981-11-20	1985-10-21	8	8.0	38.33000183105469	26.13
249	99	1975-07-11	99	1975-07-11	0	0-20000-0-72281	1943-04-01	1993-12-06	8396	32.81999969482422	-115.66999816894531	EL CENTRO NAF, CA.
250	NA	NA	NA	NA	NA	0-20500-0-80430	1944-10-01	1944-11-30	51	51.0	-1.6799999475479126	149.97
251	V9L 	2000-12-21	NA	1900-01-01	-1	0-20000-0-74641	1952-07-15	2002-06-15	1649	36.29999923706055	-99.7699966430664	GAGE, OK, GAGE ARPT
252	81	1992-11-12	81	1992-11-12	0	0-20000-0-91541	1992-11-12	1993-02-22	179	-10.699999809265137	165.8000030517578	SANTA CRUZ (91541-0)
253	NA	NA	NA	NA	NA	0-20500-0-34031	1928-10-13	1934-06-21	7	7.0	49.349998474121094	6.17
254	W_P 	2009-12-15	W_P 	2009-12-15	0	0-20000-0-41646	2009-12-15	2021-09-30	14	30.799999237060547	73.43000030517578	OKARA
255	NA	NA	NA	NA	NA	0-20000-0-48095	1981-11-18	1983-01-20	2	2.0	16.729999542236328	95.65
256	NA	NA	NA	NA	NA	0-20500-0-80433	1944-04-01	1944-04-29	29	29.0	-7.75	147.62
257	VNg 	2009-12-04	80	2010-02-26	84	0-20000-0-84416	2002-03-19	2011-11-07	1503	-5.183000087738037	-80.5999984741211	PIURA GRUP7
258	NA	NA	NA	NA	NA	0-20000-0-10385	1956-01-03	1971-05-20	4559	4559.0	52.38100051879883	13.531
259	NA	NA	NA	NA	NA	0-20000-0-83698	1923-02-13	1928-11-17	61	61.0	-21.75	-41.33
260	NA	NA	NA	NA	NA	0-20000-0-83646	1981-11-07	1981-11-07	1	1.0	-20.850000381469727	-41.1
261	NA	NA	NA	NA	NA	0-20500-0-23113	1943-01-15	1945-05-26	1335	1335.0	32.52000045776367	-111.32
262	NA	NA	NA	NA	NA	0-20000-0-72772	1953-06-11	1957-11-30	4937	4937.0	46.599998474121094	-112.0
263	NA	NA	NA	NA	NA	0-20300-0-03509	1954-06-28	1954-08-29	124	124.0	77.2300033569336	-62.33
264	-922	1979-05-30	99	1980-02-03	249	0-20000-0-26898	1979-05-30	1993-08-12	12	53.33000183105469	34.22999954223633	BRJANSK
265	XXX 	1987-12-30	99	1987-12-31	0	0-20000-0-56172	1960-06-02	1993-02-03	8475	31.899999618530273	102.23300170898438	BARKAM
266	NA	NA	NA	NA	NA	0-20000-0-11816	1925-04-15	1928-03-13	9	9.0	48.20000076293945	17.2
267	NA	NA	NA	NA	NA	0-20000-0-58752	1956-08-21	1959-12-31	1569	1569.0	28.020000457763672	120.67
268	NA	NA	NA	NA	NA	0-20000-0-06315	2002-10-01	2002-10-01	1	1.0	51.45000076293945	4.0
269	NA 	1974-06-07	NA 	1974-06-07	0	0-20000-0-67403	1974-06-03	1980-03-24	3	-9.800000190734863	29.100000381469727	KAWAMBWA
270	141	2015-04-25	141	2015-04-25	0	0-20000-0-84132	2015-04-25	2017-07-14	407	-0.9200000166893005	-75.41999816894531	NUEVO ROCAFUERTE (84132-0)
271	NA	NA	NA	NA	NA	0-20500-0-80502	1943-08-18	1945-02-09	846	846.0	-9.199999809265137	152.95
272	NA	NA	NA	NA	NA	0-20000-0-07785	1927-10-04	1927-10-04	1	1.0	43.02000045776367	9.35
273	NA 	1964-09-17	99	1982-10-16	6603	0-20000-0-30603	1962-08-10	1987-02-09	117	53.900001525878906	102.0	ZIMA
274	NA	NA	NA	NA	NA	0-20000-0-41293	2015-06-22	2015-06-22	1	1.0	22.459999084472656	58.85
275	NA	NA	NA	NA	NA	0-20500-0-32808	1944-01-01	1967-07-27	5635	5635.0	23.68000030517578	86.98
276	C1  	1956-10-30	43	2000-08-28	16007	0-20000-0-62337	1950-10-27	2020-11-01	14043	31.06999969482422	33.83000183105469	EL ARISH
277	NA	NA	NA	NA	NA	0-20500-0-23115	1943-01-03	1945-01-17	378	378.0	34.04999923706055	-117.6
278	NA	NA	NA	NA	NA	0-20000-0-72658	1926-11-08	1947-05-20	17954	17954.0	44.882999420166016	-93.217
279	NA	NA	NA	NA	NA	0-20400-0-5778	1908-07-30	1908-08-27	16	16.0	5.179999828338623	31.77
280	NA 	1975-08-31	61	2000-08-07	9107	0-20000-0-37531	1973-03-06	2001-02-10	21	42.04999923706055	44.150001525878906	GORI
281	V8A 	1980-01-31	37	2001-12-04	7977	0-20000-0-40848	1967-07-05	2021-12-27	11885	29.530000686645508	52.58000183105469	SHIRAZ
282	NA	NA	NA	NA	NA	0-20400-0-5977	1951-07-02	1951-07-02	1	1.0	17.719999313354492	32.77
283	NA	NA	NA	NA	NA	0-20400-0-4755	1946-02-09	1949-12-30	298	298.0	64.4000015258789	186.77
284	30	1979-05-01	30	1979-05-01	0	0-20000-0-42060	1979-05-01	1979-08-31	108	32.22999954223633	75.62999725341797	KATHUA
285	NA	NA	NA	NA	NA	0-20000-0-48561	1985-10-16	1990-08-23	3	3.0	8.850000381469727	98.27
286	NA	NA	NA	NA	NA	0-20000-0-10544	1926-08-03	1931-09-14	70	70.0	50.5	9.95
287	NA	NA	NA	NA	NA	0-20400-0-4711	1935-01-06	1945-04-08	17	17.0	66.16999816894531	190.17
288	NA	NA	NA	NA	NA	0-20000-0-81878	1942-03-06	1946-08-27	1303	1303.0	-6.769999980926514	-35.2
289	NA	NA	NA	NA	NA	0-20000-0-16570	1926-05-07	1926-05-08	2	2.0	38.95000076293945	8.43
290	NA 	1957-08-31	NA 	1957-08-31	0	0-20000-0-72640	1939-03-25	1981-07-25	21619	42.95000076293945	-87.9000015258789	MILWAUKEE/GEN. MITCHELL, WI.
291	99	1978-12-30	99	1978-12-30	0	0-20000-0-61421	1940-01-01	2009-10-12	34030	20.517000198364258	-13.067000389099121	ATAR
292	NA	NA	NA	NA	NA	0-20000-0-01271	1940-12-03	1942-03-21	71	71.0	63.470001220703125	10.93
293	NA	NA	NA	NA	NA	0-20000-0-68257	1989-11-26	1989-11-26	1	1.0	-25.329999923706055	27.17
294	NA	NA	NA	NA	NA	0-20000-0-68647	1999-06-04	1999-06-04	1	1.0	-31.899999618530273	26.87
295	XXX 	1977-11-14	30	1979-05-01	533	0-20000-0-42071	1957-06-21	2021-06-21	3701	31.6299991607666	74.87000274658203	AMRITSAR
296	NA	NA	NA	NA	NA	0-20300-0-89671	1956-02-26	1977-03-26	6396	6396.0	-72.31999969482422	170.32
297	NA	NA	NA	NA	NA	0-20000-0-01452	1940-12-10	1942-03-18	85	85.0	58.20000076293945	8.08
298	NA	NA	NA	NA	NA	0-20000-0-78467	1956-09-19	1962-08-04	4063	4063.0	19.049999237060547	-69.38
299	XXX 	2002-09-28	NA	1900-01-01	-1	0-20000-0-56247	1958-12-11	2002-09-29	22455	30.079999923706055	98.91999816894531	BATANG
300	NA	NA	NA	NA	NA	0-20400-0-6019	1951-11-01	1958-12-31	5039	5039.0	16.624000549316406	-61.516
301	VC_ 	1997-09-30	61	1997-10-01	1	0-20001-0-71957	1960-07-28	2022-01-08	45308	68.30000305175781	-133.47999572753906	INUVIK UA, NWT
302	NA	NA	NA	NA	NA	0-20000-0-29649	1999-07-05	1999-07-05	1	1.0	55.0	86.8
303	RZ3 	1990-04-13	20	1991-12-07	603	0-20300-0-21358	1958-12-12	1993-12-31	21285	76.1500015258789	152.8300018310547	OSTROV ZOHOVA
304	XXX 	1995-02-07	NA	1900-01-01	-1	0-20000-0-72435	1988-12-05	1995-02-07	4438	37.06999969482422	-88.7699966430664	PADUCAH, KY.
305	NA 	1978-12-30	NA 	1978-12-30	0	0-20000-0-71393	1923-05-05	1996-07-18	18035	51.029998779296875	-114.02999877929688	CALGARY INT'L CS, ALTA
306	154	2021-12-07	154	2021-12-07	0	0-20000-0-44230	2021-12-07	2021-12-09	10	49.61000061035156	101.9800033569336	TARIALAN
307	NA	NA	NA	NA	NA	0-20000-0-01098	1925-08-20	1927-10-24	23	23.0	70.37000274658203	31.13
308	NA	NA	NA	NA	NA	0-20000-0-40104	1979-08-03	1979-08-03	1	1.0	33.4900016784668	35.46
309	XXX 	2011-08-23	90	2011-10-19	57	0-20000-0-33966	1999-07-31	2014-02-04	534	45.04999923706055	34.599998474121094	Bilohirsk
310	NA	NA	NA	NA	NA	0-20000-0-48358	2010-01-14	2010-01-14	1	1.0	17.43000030517578	104.78
311	NA 	1978-12-22	NA 	1978-12-22	0	0-20000-0-91527	1978-12-22	1980-08-17	4	-10.420000076293945	161.9199981689453	KIRA KIRA
312	NA	NA	NA	NA	NA	0-20000-0-16288	1927-10-14	1947-04-19	624	624.0	41.08000183105469	14.25
313	-922	1978-12-29	40	1979-06-02	155	0-20000-0-63756	1960-10-08	1993-04-16	2418	-2.4700000286102295	32.91999816894531	MWANZA
314	NA 	1946-12-31	NA 	1946-12-31	0	0-20000-0-71538	1926-09-24	1989-11-23	18284	42.2760009765625	-82.95600128173828	WINDSOR A, ONT
315	NA	NA	NA	NA	NA	0-20300-0-74544	1943-12-05	1952-09-26	1391	1391.0	38.900001525878906	-98.9
316	NA	NA	NA	NA	NA	0-20000-0-10067	1999-08-31	1999-08-31	1	1.0	54.5	11.23
317	NA	NA	NA	NA	NA	0-20000-0-72505	1988-12-14	1989-02-25	26	26.0	40.79999923706055	-73.3
318	NA	NA	NA	NA	NA	0-20000-0-10506	2010-03-10	2010-03-10	1	1.0	50.400001525878906	6.53
319	NA	NA	NA	NA	NA	0-20000-0-94202	1980-03-30	1980-03-30	1	1.0	-18.68000030517578	121.77
320	NA	NA	NA	NA	NA	0-20000-0-16224	1925-12-30	1928-11-17	19	19.0	42.099998474121094	12.18
321	H9G 	2007-04-30	131	2012-09-30	1980	0-20000-0-59280	1996-01-10	2021-12-31	19142	23.670000076293945	113.05000305175781	QINGYUAN (59280-0)
322	NA	NA	NA	NA	NA	0-20000-0-15320	1982-10-02	1982-10-02	1	1.0	45.380001068115234	23.46
323	NA	NA	NA	NA	NA	0-20000-0-32053	2010-03-14	2010-03-14	1	1.0	51.91999816894531	143.13
324	NA	NA	NA	NA	NA	0-20000-0-28615	1999-08-03	1999-11-30	2	2.0	55.18000030517578	53.8
325	XXX 	2000-02-27	NA	1900-01-01	-1	0-20000-0-56312	1956-08-20	2000-04-03	9504	29.68000030517578	94.58000183105469	NYINGCHI
326	NA	NA	NA	NA	NA	0-20000-0-94587	1980-03-01	1981-02-17	2	2.0	-28.75	152.45
327	NA	NA	NA	NA	NA	0-20000-0-16465	1927-10-14	1928-11-17	10	10.0	37.06999969482422	15.08
328	NA	NA	NA	NA	NA	0-20500-0-22011	1953-08-14	1958-12-31	6856	6856.0	26.920000076293945	-101.05
329	NA	NA	NA	NA	NA	0-20000-0-71832	1989-11-29	1989-11-29	1	1.0	49.75	-84.17
330	NA 	1978-12-30	8	1979-01-01	2	0-20000-0-71989	1948-05-27	1997-04-30	36717	76.2300033569336	-119.33000183105469	MOULD BAY CS, NWT
331	NA	NA	NA	NA	NA	0-20000-0-72783	1948-11-04	1975-01-10	8998	8998.0	46.380001068115234	-117.02
332	NA	NA	NA	NA	NA	0-20000-0-38383	1999-08-21	1999-08-21	1	1.0	41.58000183105469	58.72
333	U4b 	1952-06-02	U4b 	1952-06-02	0	0-20000-0-74490	1943-02-10	1989-02-25	1246	42.46699905395508	-71.28299713134766	BEDFORD/HANSCOM AFB, MA.
334	NA	NA	NA	NA	NA	0-20000-0-94657	1980-03-28	1981-08-26	4	4.0	-33.119998931884766	135.55
335	H9G 	2005-12-31	132	2012-10-31	2496	0-20000-0-52681	1956-08-20	2021-12-31	46338	38.720001220703125	103.0999984741211	MINQIN
336	NA	NA	NA	NA	NA	0-20400-0-5273	1925-12-14	1928-07-18	42	42.0	45.18000030517578	9.17
337	NA 	1970-10-30	99	1983-12-10	4788	0-20000-0-24966	1963-07-18	1992-11-06	1731	60.380001068115234	134.4499969482422	UST'-MAJYA
338	NA	NA	NA	NA	NA	0-20000-0-71911	1989-11-03	1989-11-03	1	1.0	68.81999969482422	-93.43
339	99	1978-12-24	99	1978-12-24	0	0-20300-0-63766	1957-07-03	2000-10-13	9284	-2.2799999713897705	37.83000183105469	MAKINDU
340	79	1978-12-30	79	1978-12-30	0	0-20000-0-48480	1954-07-19	2021-11-23	47863	12.619999885559082	102.12000274658203	CHANTHA BURI
341	NA	NA	NA	NA	NA	0-20000-0-40418	2021-05-03	2021-05-03	1	1.0	26.829999923706055	49.97
342	NA	NA	NA	NA	NA	0-20000-0-07143	1927-10-03	1928-11-12	11	11.0	48.45000076293945	1.5
343	99	1982-10-17	99	1982-10-17	0	0-20000-0-23724	1982-10-17	1988-08-13	2	62.43000030517578	60.869998931884766	NJAKSIMVOL'
344	NA	NA	NA	NA	NA	0-20000-0-11171	1990-07-03	1990-07-05	5	5.0	47.77000045776367	15.32
345	H9G 	2010-03-20	NA	1900-01-01	-1	0-20000-0-56964	1956-12-28	2021-12-31	45028	22.780000686645508	100.9800033569336	SIMAO
346	NA	NA	NA	NA	NA	0-20000-0-94755	1980-03-02	1980-03-02	1	1.0	-34.029998779296875	150.68
347	NA	NA	NA	NA	NA	0-20000-0-26732	1925-08-21	1931-11-30	15	15.0	54.68000030517578	25.25
348	NA	NA	NA	NA	NA	0-20000-0-91598	1988-12-08	1988-12-08	1	1.0	-22.329999923706055	171.33
349	NA	NA	NA	NA	NA	0-20000-0-26069	1983-12-28	1983-12-28	1	1.0	59.349998474121094	30.13
350	NA	NA	NA	NA	NA	0-20400-0-4819	1908-08-03	1908-09-10	12	12.0	-1.1299999952316284	34.0
351	NA	NA	NA	NA	NA	0-20000-0-63245	1990-07-10	1990-07-10	1	1.0	4.179999828338623	43.87
352	NA 	1974-06-24	NA 	1974-06-24	0	0-20000-0-61612	1974-06-24	1989-02-28	4	16.600000381469727	-14.899999618530273	PODOR
353	XXX 	1982-01-01	XXX 	1982-01-01	0	0-20300-0-50834	1982-01-01	2000-04-04	11959	46.5	121.36000061035156	TE-PO-SU-K/-MIAO
354	XXX 	2002-09-04	61	2002-09-11	6	0-20000-0-06400	1949-01-24	2009-10-12	2358	51.0880012512207	2.6519999504089355	KOKSIJDE
355	XXX 	1995-08-30	NA	1900-01-01	-1	0-20000-0-63793	1957-07-03	2000-09-09	7265	-3.4000000953674316	38.56999969482422	VOI
356	NA	NA	NA	NA	NA	0-20000-0-40592	1983-12-21	1993-01-25	3	3.0	28.56999969482422	48.07
357	NA	NA	NA	NA	NA	0-20000-0-16076	1989-01-13	1991-09-13	2	2.0	45.66999816894531	9.7
358	NA	NA	NA	NA	NA	0-20000-0-03749	1927-10-03	1931-07-26	103	103.0	51.119998931884766	-1.32
359	NA 	1971-05-26	2	1979-02-08	2815	0-20000-0-10641	1967-06-09	1996-07-31	2066	50.16999816894531	8.949999809265137	OFFENBACH-WETTERPARK
360	NA	NA	NA	NA	NA	0-20000-0-72344	1953-03-17	1964-05-18	5324	5324.0	35.31999969482422	-94.26
361	NA	NA	NA	NA	NA	0-20000-0-70264	1941-08-07	1947-09-30	2844	2844.0	63.33300018310547	-149.133
362	RZ3 	1987-05-18	NA	1900-01-01	-1	0-20000-0-33815	1949-01-05	2002-10-11	39510	47.02000045776367	28.8700008392334	CHISINAU
363	NA	NA	NA	NA	NA	0-20000-0-12185	1982-11-11	1986-10-25	3	3.0	54.06999969482422	21.37
364	NA	NA	NA	NA	NA	0-20000-0-11813	1922-09-02	1934-06-28	154	154.0	48.150001525878906	17.1
365	NA	NA	NA	NA	NA	0-20000-0-34845	2002-10-12	2002-10-12	1	1.0	46.06999969482422	41.97
366	NA	NA	NA	NA	NA	0-20000-0-33036	1957-04-02	1969-06-11	7238	7238.0	52.029998779296875	29.18
367	NA	NA	NA	NA	NA	0-20000-0-72270	1920-08-14	1921-08-24	142	142.0	31.850000381469727	-106.38
368	99	1978-12-29	99	1978-12-29	0	0-20300-0-63799	1961-12-16	1995-09-30	3729	-3.2300000190734863	40.099998474121094	MALINDI
369	NA	NA	NA	NA	NA	0-20000-0-68212	1982-11-07	1982-11-07	1	1.0	-24.530000686645508	17.93
370	NA	NA	NA	NA	NA	0-20000-0-10224	1920-10-25	1948-02-20	964	964.0	53.04999923706055	8.8
371	NA	NA	NA	NA	NA	0-20000-0-40041	2002-10-26	2007-07-24	2	2.0	34.93000030517578	36.73
372	NA	NA	NA	NA	NA	0-20000-0-35793	1989-01-22	1989-01-22	1	1.0	47.20000076293945	73.35
373	XXX 	1991-03-04	NA	1900-01-01	-1	0-20000-0-89657	1983-07-01	1991-03-05	2593	-69.5	159.3800048828125	LENINGRADSKAJA
374	-922	1979-05-01	70	1979-06-04	34	0-20000-0-40310	1979-05-01	1992-11-17	701	30.170000076293945	35.779998779296875	MA'AN
375	NA	NA	NA	NA	NA	0-20000-0-40718	2002-10-19	2002-10-19	1	1.0	37.470001220703125	49.47
376	NA	NA	NA	NA	NA	0-20000-0-02796	1927-06-13	1935-11-07	266	266.0	63.31999969482422	30.5
377	NA	NA	NA	NA	NA	0-20000-0-41984	1982-12-29	1982-12-29	1	1.0	21.979999542236328	90.23
378	NA	NA	NA	NA	NA	0-20500-0-3139	1958-02-03	1958-10-31	262	262.0	37.369998931884766	-115.17
379	NA	NA	NA	NA	NA	0-20400-0-5023	1925-01-24	1925-01-24	1	1.0	30.079999923706055	32.15
380	NA	NA	NA	NA	NA	0-20000-0-43266	2002-10-18	2002-10-18	1	1.0	10.850000381469727	72.47
381	NA	NA	NA	NA	NA	0-20000-0-72773	1935-11-01	1975-08-31	33881	33881.0	46.91699981689453	-114.083
382	VHg 	1999-10-08	NA	1900-01-01	-1	0-20000-0-76382	1948-05-01	2004-10-29	11786	25.56999969482422	-103.41999816894531	TORREON, COAH.
383	NA	NA	NA	NA	NA	0-20000-0-04013	1983-09-22	1983-09-22	1	1.0	65.08000183105469	-22.73
384	NA	NA	NA	NA	NA	0-20000-0-04196	1983-01-15	1983-01-15	1	1.0	64.80000305175781	-13.85
385	C1  	1978-12-30	10	1993-04-04	5209	0-20000-0-62378	1920-01-01	2022-01-04	58351	29.863000869750977	31.349000930786133	HELWAN
386	NA	NA	NA	NA	NA	0-20400-0-5629	1924-12-28	1932-05-01	11	11.0	50.349998474121094	3.52
387	NA	NA	NA	NA	NA	0-20000-0-54157	2002-10-18	2002-10-18	1	1.0	43.18000030517578	124.33
388	NA	NA	NA	NA	NA	0-20000-0-33587	1950-01-04	1950-10-31	198	198.0	48.77000045776367	30.23
389	V8A 	1982-07-23	99	1982-07-26	3	0-20000-0-63820	1908-09-27	1985-05-27	9299	-4.050000190734863	39.66999816894531	MOMBASA INTERNATIONAL AIRPORT
390	H9G 	2004-12-31	132	2017-04-04	4477	0-20000-0-52203	1956-08-20	2021-12-31	47663	42.83000183105469	93.44999694824219	HAMI
391	NA	NA	NA	NA	NA	0-20000-0-40360	1983-09-02	1983-09-02	1	1.0	31.329999923706055	37.33
392	NA	NA	NA	NA	NA	0-20000-0-33711	1926-05-07	1927-10-15	8	8.0	48.52000045776367	32.28
393	NA	NA	NA	NA	NA	0-20000-0-54377	1989-01-14	1989-01-14	1	1.0	41.099998474121094	126.15
394	-922	1979-02-18	99	1981-08-28	921	0-20000-0-29587	1979-02-18	1991-07-15	4	55.630001068115234	95.47000122070312	IRBEJSKOE
395	99	1978-12-27	99	1978-12-27	0	0-20000-0-40754	1944-03-20	2022-01-08	30040	35.720001220703125	51.380001068115234	TEHRAN-MEHRABAD
396	XXX 	1982-10-22	99	1982-10-23	1	0-20000-0-43181	1957-04-01	1992-11-08	19856	16.530000686645508	80.80000305175781	VIJAYAWADA /GANNAVARAM
397	NA	NA	NA	NA	NA	0-20000-0-48830	1990-08-10	1990-08-10	1	1.0	21.829999923706055	106.77
398	NA	NA	NA	NA	NA	0-20000-0-47651	1931-02-17	1966-03-31	12942	12942.0	34.73400115966797	136.52
399	XXX 	2006-09-29	61	2006-10-02	2	0-20000-0-61442	1941-08-26	2021-11-10	43323	18.299999237060547	-15.97599983215332	NOUAKCHOTT / Oumtounsy
400	VNg 	2009-05-21	80	2010-09-15	481	0-20000-0-84008	1954-07-13	2019-02-04	5634	-0.8999999761581421	-89.62000274658203	SAN CRISTOBAL (GALAPAGOS)
401	NA	NA	NA	NA	NA	0-20000-0-07667	1927-02-17	1927-10-12	3	3.0	43.25	6.13
402	NA 	1978-12-30	14	1979-01-01	2	0-20001-0-26629	1947-03-09	2022-01-08	54227	54.91999816894531	23.93000030517578	KAUNAS (26629-1)
403	-922	1978-12-28	35	1979-06-05	158	0-20000-0-63844	1973-07-02	1991-07-04	1182	-5.079999923706055	39.06999969482422	TANGA
404	-922	1983-09-05	177	2018-10-31	12840	0-20000-0-87244	1983-09-05	2018-12-17	118	-29.899999618530273	-63.68000030517578	VILLA DE MARIA DEL RIO SECO
405	NA	NA	NA	NA	NA	0-20000-0-42767	1983-12-15	1997-03-25	2	2.0	22.469999313354492	78.43
406	NA	NA	NA	NA	NA	0-20400-0-5492	1908-03-01	1941-02-22	14	14.0	68.26000213623047	18.8
407	W__ 	1996-11-01	W__ 	1996-11-01	0	0-20000-0-97460	1996-11-01	2022-01-07	8060	-0.6330000162124634	127.5	LABUHA/OESMAN SADIK
408	NA	NA	NA	NA	NA	0-20000-0-60764	1990-08-23	1990-10-16	2	2.0	33.70000076293945	8.97
409	99	1978-12-29	99	1978-12-29	0	0-20000-0-83981	1961-07-01	1992-07-16	2986	-31.350000381469727	-54.11000061035156	BAGE (AERO)
410	99	1978-11-18	99	1978-11-18	0	0-20000-0-63866	1973-08-14	1996-09-25	310	-6.829999923706055	37.650001525878906	MOROGORO
411	NA	NA	NA	NA	NA	0-20000-0-03866	1921-08-23	1934-06-23	840	840.0	50.81999969482422	-1.32
412	NA	NA	NA	NA	NA	0-20000-0-34139	1952-07-05	1961-11-02	6336	6336.0	51.04999923706055	40.7
413	NA	NA	NA	NA	NA	0-20000-0-11220	1980-04-02	1985-09-05	6	6.0	47.08000183105469	14.43
414	NA 	1954-08-05	NA 	1954-08-05	0	0-20000-0-47661	1954-06-24	1983-12-29	4	35.380001068115234	139.9199981689453	KISARAZU AB
415	-922	1978-12-29	99	1980-01-01	368	0-20000-0-17601	1970-05-26	2009-08-26	31628	34.68000030517578	32.810001373291016	AKROTIRI
416	-922	1979-02-17	99	1981-01-29	712	0-20000-0-30879	1979-02-17	1992-06-10	11	51.31999969482422	119.62000274658203	NERCHINSKIJ ZAVOD
417	NA	NA	NA	NA	NA	0-20400-0-5766	1919-02-25	1919-07-18	21	21.0	77.52999877929688	105.67
418	99	1983-10-21	99	1983-10-21	0	0-20000-0-23891	1983-10-21	1986-06-19	4	61.66999816894531	96.37000274658203	BAJKIT
419	NA	NA	NA	NA	NA	0-20000-0-47671	1941-01-06	1958-02-28	9650	9650.0	35.54999923706055	139.77
420	NA	NA	NA	NA	NA	0-20000-0-16008	1980-04-08	1982-05-19	4	4.0	46.83000183105469	10.52
421	NA	NA	NA	NA	NA	0-20000-0-47780	1983-12-29	1995-11-14	6	6.0	34.68000030517578	135.83
422	-922	1978-12-18	20	1979-06-01	164	0-20000-0-63862	1957-07-01	1993-12-24	4741	-6.170000076293945	35.77000045776367	DODOMA
423	NA	NA	NA	NA	NA	0-20400-0-4673	1956-07-27	1957-09-24	86	86.0	41.599998474121094	72.63
