#primary_id	ncar_flag	igra2_flag	bufr_flag
# bufr		INUKJUAK UA, QUE		58.45		-78.13		1958-01-01		1971-09-30
# igra2		-		-		-		-		-
0-20000-0-83899          	1                        	1                        	1                        	1                        /raid60/scratch/federico/databases/UADB//uadb_windc_83899.txt	/raid60/scratch/federico/databases/IGRAv2//BRM00083899-data.txt	/raid60/scratch/leo/scratch/era5/odbs/ai_bfr/era5.83899.bfr
# ncar		FLORIANOPOLIS (AERO)		-27.66		311.45		1951-04-24		2019-03-31
# bufr		FLORIANOPOLIS (AERO)		-27.66		-48.55		1967-03-23		1971-07-09
# igra2		FLORIANOPOLIS (AERO)		-27.667		-48.55		1973-01-01		2019-12-31
0-20000-0-16406          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-1714           	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-15300          	1                        	1                        	-1                       	-1                       /raid60/scratch/federico/databases/UADB//uadb_windc_15300.txt	/raid60/scratch/federico/databases/IGRAv2//ROM00015300-data.txt	-1
# ncar		BRASOV-GHIMBAV		45.67		24.93		1976-02-04		1986-05-16
# bufr		-		-		-		-		-
# igra2		BRASOV-GHIMBAV		45.7		25.533		1974-01-01		1984-12-31
0-20000-0-96477          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-22422          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-3251           	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-13593          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-45020          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-48566          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-12850          	-1                       	-1                       	1                        	1                        -1	-1	/raid60/scratch/leo/scratch/era5/odbs/ai_bfr/era5.12850.bfr
# ncar		-		-		-		-		-
# bufr		KEY WEST/INT., FL		24.58		-81.7		1958-01-01		1978-12-31
# igra2		-		-		-		-		-
0-20000-0-15901          	-1                       	-1                       	1                        	1                        -1	-1	/raid60/scratch/leo/scratch/era5/odbs/ai_bfr/era5.15901.bfr
# ncar		-		-		-		-		-
# bufr		CHURCHILL, MAN		58.75		-94.07		1958-01-01		1971-09-30
# igra2		-		-		-		-		-
0-20000-0-60511          	-1                       	1                        	-1                       	-1                       -1	/raid60/scratch/federico/databases/IGRAv2//AGM00060511-data.txt	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		TIARET		35.35		1.467		1987-01-01		1988-12-31
0-20000-0-20697          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-31829          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-44218          	1                        	1                        	1                        	1                        /raid60/scratch/federico/databases/UADB//uadb_windc_44218.txt	/raid60/scratch/federico/databases/IGRAv2//MGM00044218-data.txt	/raid60/scratch/leo/scratch/era5/odbs/ai_bfr/era5.44218.bfr
# ncar		HOVD		48.02		91.65		1970-04-10		1993-12-13
# bufr		HOVD		48.02		91.65		1970-04-10		1972-12-30
# igra2		HOVD		48.017		91.567		1973-01-01		1982-12-31
0-20000-0-47646          	1                        	1                        	1                        	1                        /raid60/scratch/federico/databases/UADB//uadb_windc_47646.txt	/raid60/scratch/federico/databases/IGRAv2//JAM00047646-data.txt	/raid60/scratch/leo/scratch/era5/odbs/ai_bfr/era5.47646.bfr
# ncar		TATENO		36.05		140.13		1949-07-31		2019-03-31
# bufr		TATENO		36.05		140.13		1958-01-01		1978-12-31
# igra2		TATENO		36.058		140.126		1949-01-01		2019-12-31
0-20000-0-50701          	-1                       	-1                       	1                        	1                        -1	-1	/raid60/scratch/leo/scratch/era5/odbs/ai_bfr/era5.50701.bfr
# ncar		-		-		-		-		-
# bufr		GUAYAQUIL INAMHI		-2.2		-79.88		1958-01-13		1960-09-22
# igra2		-		-		-		-		-
0-20000-0-74651          	1                        	-1                       	-1                       	-1                       /raid60/scratch/federico/databases/UADB//uadb_windc_74651.txt	-1	-1
# ncar		PURCELL, OK.		34.97		262.3		1997-04-01		2002-06-15
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-12424          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
0-20000-0-34019          	-1                       	-1                       	-1                       	-1                       -1	-1	-1
# ncar		-		-		-		-		-
# bufr		-		-		-		-		-
# igra2		-		-		-		-		-
