level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-28698	OMSK (28698-0)	55.016666666666666	73.38333333333334	122.33	Climatological station, Surface land meteorological station (SYNOP), RBCN, GSN, CLIMAT(C), GOS, RBSN(S)	55 01 00N	073 23 00E	28698	999	999	False	0.0		OSCAR	0-20000-0-28698	omsk	7.8	55.0	73.4																						[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2	0-20001-0-28695	OMSK (RS)	54.93333333333333	73.4		Upper-air / Radiosonde station, RBSN(T), GUAN, GOS	54 56 00N	073 24 00E	28695	999	999	True	9.4		OSCAR	0-20001-0-28695	omsk	7.8	55.0	73.4																						[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		OMSK	54.9333	73.4	90.4				28698	1946	2018	True	9.4		IGRA2	0-20300-0-28698	omsk	7.8	55.0	73.4	RSM00028698																					[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	omsk	7.8	55.0	73.4																						[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Omsk	54.93	73.4	91				4580	195404	195409		9.7		CHUAN	0-20400-0-4580	omsk	7.8	55.0	73.4		-999																				[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		Omsk	54.93	73.4	91				4640	195410	195504		9.7		CHUAN	0-20400-0-4640	omsk	7.8	55.0	73.4		-999																				[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		Omsk	54.93	73.4	91				6147	-999-999	-999-999		9.7		CHUAN	0-20400-0-6147	omsk	7.8	55.0	73.4		-999																				[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Omsk, Russia	55.0	73.4	-999				28698				2.2		SCHROEDER	0-20600-0-28698	omsk	7.8	55.0	73.4		28698	760.0	1939-01-10 00:00:00	2007-02-25 00:00:00																	[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		OMSK                     	54.93333333333333	73.4	-999.0				28698				9.4		WMO	0-20700-0-28698	omsk	7.8	55.0	73.4		28698	761.0																			[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	omsk	7.8	55.0	73.4																						[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	omsk	7.8	55.0	73.4																						[55.017, 54.93]	[73.4, 73.383]	era5.conv._28698	era5_1	19790101	20181031	28698	0-20001-0-28695	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
