level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-03770	LONDON, ST JAMES PARK	51.50472222222222	-0.13111111111111112	5.0	Surface land meteorological station (SYNOP), GOS	51 30 17N	000 07 52W	03770	999	999	False	1.9		OSCAR	0-20000-0-03770	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1	0-20000-0-03672	NORTHOLT	51.54861111111111	-0.41694444444444445	33.0	Surface land meteorological station (SYNOP), GOS	51 32 55N	000 25 01W	03672	999	999	False	20.8		OSCAR	0-20000-0-03672	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2	0-20000-0-03772	HEATHROW	51.47916666666667	-0.45055555555555554	25.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	51 28 45N	000 27 02W	03772	999	999	False	23.4		OSCAR	0-20000-0-03772	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
3	3	0-20000-0-03781	KENLEY AIRFIELD	51.303888888888885	-0.09138888888888888	170.0	Surface land meteorological station (SYNOP), GOS	51 18 14N	000 05 29W	03781	999	999	False	24.1		OSCAR	0-20000-0-03781	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															IGRA2	0-20300-0-nan	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Kew	51.47	-0.32	7				5179	-999-999	-999-999		15.0		CHUAN	0-20400-0-5179	london	1.9	51.514125	-0.093689		-999																				[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		Croydon	51.37	-0.1	65				5584	-999-999	-999-999		16.7		CHUAN	0-20400-0-5584	london	1.9	51.514125	-0.093689		-999																				[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		Biggin Hill	51.32	0.05	182				5064	-999-999	-999-999		25.2		CHUAN	0-20400-0-5064	london	1.9	51.514125	-0.093689		-999																				[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		London (Richmond - Kew Observatory), England, UK	51.47	-0.31	-999				3775				14.3		SCHROEDER	0-20600-0-3775	london	1.9	51.514125	-0.093689		3775	148.0	1923-09-01 00:00:00	1926-01-01 00:00:00																	[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		(assigned station ID) Oxshott, Surrey, England, UK	51.32	-0.35	-999				3772				27.4		SCHROEDER	0-20600-0-3772	london	1.9	51.514125	-0.093689		3772	146.0	1904-02-19 00:00:00	1904-02-19 00:00:00																	[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		KEW                      	51.46666666666667	-0.3166666666666666	-999.0				03775				14.9		WMO	0-20700-0-03775	london	1.9	51.514125	-0.093689		03775	1177.0																			[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		LONDON/HEATHROW          	51.48333333333333	-0.45	-999.0				03772				23.3		WMO	0-20700-0-03772	london	1.9	51.514125	-0.093689		03772	2388.0																			[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	london	1.9	51.514125	-0.093689																						[51.52, 51.52]	[-0.12, -0.12]	era5.conv._03778	era5_1	19891022	19891022	03778	0-20000-0-03770	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
