level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-60195	MIDELT	32.68333333333333	-4.733333333333333	1515.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GSN, GOS, CLIMAT(C)	32 41 00N	004 44 00W	60195	999.0	999.0	False	0.5		OSCAR	0-20000-0-60195	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2	0-504-1-60197	Jbal Ayachi	32.58111111111111	-4.5675		Automatic weather station (AWS), Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	32 34 52N	004 34 03W	60197	999.0	999.0	False	18.8		OSCAR	0-504-1-60197	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	3	0-504-1-60148	Zaida	32.809999999999995	-4.997222222222223		Automatic weather station (AWS), Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	32 48 36N	004 59 50W	60148	999.0	999.0	False	28.9		OSCAR	0-504-1-60148	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		MIDELT	32.683	-4.733	1515.0				60195	1973.0	1988.0	True	0.4		IGRA2	0-20300-0-60195	mrirt	95.3	33.169833000000004	-5.5670730000000015	MOM00060195																					[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															CHUAN	0-20400-0-nan	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		Midelt, Morocco	32.68	-4.73	-999.0				60195				0.0		SCHROEDER	0-20600-0-60195	mrirt	95.3	33.169833000000004	-5.5670730000000015		60195	1784.0	9999999	9999999																	[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		MIDELT                   	32.68333333333333	-4.733333333333333	-999.0				60195				0.5		WMO	0-20700-0-60195	mrirt	95.3	33.169833000000004	-5.5670730000000015		60195	4716.0																			[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	mrirt	95.3	33.169833000000004	-5.5670730000000015																						[32.68, 32.68]	[-4.73, -4.73]	era5.conv._60195	era5_1	19790101	19930721	60195	0-20000-0-60195	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
