level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0																OSCAR	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20300-0-nan	IGRA2	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20500-0-nan	WBAN	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20400-0-nan	CHUAN	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		(made up station ID) Eksta, Sweden	57.29	18.21	-999.0				2692.0				14.5		0-20600-0-2692	SCHROEDER	visby	42.1	57.63333299999999	18.3		2692.0	70.0	1978-09-12 00:00:00	1978-09-12 00:00:00																	[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		(made up station ID) Lojsta, Sweden	57.31	18.37	-999.0				2691.0				24.1		0-20600-0-2691	SCHROEDER	visby	42.1	57.63333299999999	18.3		2691.0	69.0	1978-09-12 00:00:00	1978-09-12 00:00:00																	[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		(made up station ID) Nasudden Peninsula, Sweden	57.07	18.22	-999.0				2694.0				29.7		0-20600-0-2694	SCHROEDER	visby	42.1	57.63333299999999	18.3		2694.0	72.0	1978-09-12 00:00:00	1988-01-01 00:00:00																	[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20700-0-nan	WMO	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20800-0-nan	AMMA	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															0-20111-0-nan	HARA	visby	42.1	57.63333299999999	18.3																						[57.3, 57.3]	[17.97, 17.97]	era5.conv._02594	era5_1	19830812	19900509	02594	0-20600-0-2692	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
