level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20001-0-72403	STERLING, VA.	38.97666666666667	-77.48583333333333		Upper-air / Radiosonde station, RBSN(T), GOS	38 58 36N	077 29 09W	72403	999.0	999.0	True	0.4		OSCAR	0-20001-0-72403	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1	0-20000-0-72403	WASHINGTON/DULLES INT., VA.	38.95	-77.45	98.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	38 57 00N	077 27 00W	72403	999.0	999.0	False	4.2		OSCAR	0-20000-0-72403	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		STERLING	38.9767	-77.4858	88.4				72403	1960.0	2021.0	True	0.5		IGRA2	0-20300-0-72403	herndon	8.8	38.96944439999999	-77.38638890000001	USM00072403																					[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		STERLINGS	38.98	-77.48	82.9056				93767	19940615.0	99991231.0		1.0		WBAN	0-20500-0-93767	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	1		STERLING	38.98	-77.48	82.6008				93767	19911112.0	99991231.0		1.0		WBAN	0-20500-0-93767	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	2		WASHINGTON DULLES WB ARPT	38.98	-77.47	85.03920000000001				93734	19651018.0	19651031.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
3	3		STERLING	38.98	-77.47	85.03920000000001				93734	19811231.0	99991231.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
4	4		STERLING	38.98	-77.47	85.03920000000001				93734	19760801.0	19811231.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
5	5		WASHINGTON DULLES WB ARPT	38.98	-77.47	85.03920000000001				93734	19620701.0	19620731.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
6	6		STERLING	38.98	-77.47	85.03920000000001				93734	19610101.0	19620701.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
7	7		STERLING	38.98	-77.47	85.03920000000001				93734	19601001.0	19610101.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
8	8		WASHINGTON DULLES WB ARPT	38.98	-77.47	85.03920000000001				93734	19651001.0	19651018.0		1.7		WBAN	0-20500-0-93734	herndon	8.8	38.96944439999999	-77.38638890000001																						[38.974, 38.973]	[-77.484, -77.488]	era5.conv._72413	era5_1	20191016	20211223	72413	0-20001-0-72403	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
