level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables	kind
0	0	0-20000-0-07002	BOULOGNE	50.7325	1.5997222222222223	68.0	Surface land meteorological station (SYNOP), GOS	50 43 57N	001 35 59E	07002	999	999	False	0.3		OSCAR	0-20000-0-07002	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2	0-20000-0-07003	LE TOUQUET	50.51444444444444	1.6227777777777779	20.0	Surface land meteorological station (SYNOP), GOS	50 30 52N	001 37 22E	07003	999	999	False	24.0		OSCAR	0-20000-0-07003	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															IGRA2	0-20300-0-nan	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															WBAN	0-20500-0-nan	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		St. Inglevert	50.87	1.73	123				5344	-999-999	-999-999		18.1		CHUAN	0-20400-0-5344	boulogne-sur-mer	1.1	50.720702	1.604562		-999																				[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2		Saint-Inglevert	50.875	1.74	123				6048	192007	193911		18.9		CHUAN	0-20400-0-6048	boulogne-sur-mer	1.1	50.720702	1.604562		-999																				[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
2	3		Saint-Inglevert	50.875	1.74	123				4500	192007	193911		18.9		CHUAN	0-20400-0-4500	boulogne-sur-mer	1.1	50.720702	1.604562		-999																				[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															SCHROEDER	0-20600-0-nan	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0		BOULOGNE-SEM             	50.71666666666667	1.5833333333333337	-999.0				07002				1.9		WMO	0-20700-0-07002	boulogne-sur-mer	1.1	50.720702	1.604562		07002	3757.0																			[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
1	2		LE-TOUQUET               	50.5	1.6166666666666667	-999.0				07003				25.6		WMO	0-20700-0-07003	boulogne-sur-mer	1.1	50.720702	1.604562		07003	3758.0																			[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															AMMA	0-20800-0-nan	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
0	0															HARA	0-20111-0-nan	boulogne-sur-mer	1.1	50.720702	1.604562																						[50.73, 50.73]	[1.6, 1.6]	era5.conv._07002	era5_1	19801003	19901210	07002	0-20000-0-07002	[36, 38, 39, 85, 104, 105, 106, 107, 117]	identified
