	value	height
0	90.96944572588622	430
1	90.96766610416873	435
2	90.98158454893064	440
3	90.82473239103481	445
4	90.60160058677091	450
5	90.67928274089854	455
6	90.30088217691228	460
7	90.03291960671389	465
8	90.02226224454344	470
9	90.01967135494574	475
10	90.02089306654862	480
11	90.02020995656729	485
12	90.01955558264532	490
13	89.98414441626507	495
14	89.98103291127178	500
15	90.01757569444361	505
16	90.01964734881344	510
17	90.0383812512266	515
18	89.94620052410409	520
19	89.62438832360087	525
20	89.45747347836969	530
21	88.9440046618111	535
22	88.98071508616738	540
23	88.97007968950882	545
24	88.97132823189297	550
25	88.97139276159326	555
26	88.97133657792848	560
27	88.97132735578563	565
28	88.97134851165374	570
29	88.97185843573484	575
30	88.96760863703285	580
31	88.9857207896929	585
32	88.75703833557476	590
33	88.56107186692496	595
34	88.55509325171705	600
35	88.04734575033213	605
36	88.02124017902725	610
37	88.02156104672262	615
38	88.02219164734568	620
39	88.0220776677609	625
40	88.02194834694846	630
41	88.02096292916912	635
42	88.0322691563451	640
43	87.9353698373797	645
44	87.75646812454247	650
45	87.60805774787289	655
46	87.54973663557095	660
47	87.0316848467088	665
48	86.96906277333468	670
49	86.97213630349687	675
50	86.97311941984195	680
51	86.9728122054208	685
52	86.97266382509632	690
53	86.97222235359413	695
54	86.98136946751524	700
55	86.89628229892794	705
56	86.69417418393982	710
57	86.44176598481911	715
58	85.98083533173676	720
59	86.03341509101853	725
60	86.02235143821044	730
61	86.02344994066556	735
62	86.02353650557798	740
63	86.02370086939659	745
64	86.02286203873948	750
65	86.02297188979811	755
66	85.99718597563145	760
67	85.90251367906548	765
68	85.67755166098382	770
69	85.47098752594039	775
70	84.92939974075072	780
71	84.98650192344131	785
72	84.97340882640874	790
73	84.9739500631627	795
74	84.94961948551406	800
75	85.28523075950793	805
76	85.58695099329432	810
77	85.34148895718171	815
78	85.90139104915947	820
79	86.03062076369774	825
80	86.02203195693616	830
81	86.02393402689779	835
82	86.0291136519487	840
83	85.97817501452589	845
84	86.54905740666258	850
85	86.25192842857359	855
86	86.61484209200503	860
87	87.00772243859515	865
88	86.96671178791871	870
89	86.97228975035992	875
90	86.96599723501774	880
91	87.12841711852165	885
92	87.5337169792939	890
93	87.22670049345548	895
94	87.73302134296263	900
95	88.04461721676763	905
96	88.01711569009537	910
97	88.02292577524693	915
98	88.02348996003577	920
99	88.00058288083085	925
100	88.20805615531373	930
101	88.5154360172372	935
102	88.30616877880142	940
103	88.84282766589288	945
104	88.98248181922943	950
105	88.97022662449064	955
106	88.97159853432197	960
107	88.96314385697116	965
108	89.14696421923225	970
109	89.74369084626298	975
110	89.29448249607617	980
111	89.86866100512077	985
112	90.03385886783339	990
113	90.00209604561256	995
114	89.9706098457017	1000
115	90.00295106810565	1005
116	90.02800939138723	1010
117	90.04795048691632	1015
118	90.67087143088743	1020
119	90.17415897900486	1025
120	90.8290474806189	1030
121	90.98344715184082	1035
122	90.96933973917218	1040
123	90.96834980816647	1045
124	90.98184168617645	1050
125	91.03263593745648	1055
126	91.49703660030688	1060
127	91.10797452414982	1065
128	91.79646272091226	1070
129	91.98637004924015	1075
130	91.96801930577227	1080
131	91.9688076033251	1085
132	91.96927198777688	1090
133	91.96911499367509	1095
134	91.96914232151177	1100
135	91.96914076208215	1105
136	91.96913998141757	1110
137	91.96914124764088	1115
138	91.96913829604536	1120
139	91.96913149930883	1125
140	91.96925950058866	1130
141	91.96851042338895	1135
142	91.9707854707816	1140
143	91.97405356645727	1145
144	91.87101583157471	1150
145	91.07545606601661	1155
146	91.5302551875925	1160
147	91.06547935078825	1165
148	90.9760244585023	1170
149	90.96839641368261	1175
150	90.9700583515334	1180
151	90.96988201578228	1185
152	90.96986711400879	1190
153	90.969875221441	1195
154	90.96988148130988	1200
155	90.96987782420764	1205
156	90.96966677609562	1210
157	90.9712794486174	1215
158	90.96482139785145	1220
159	90.97074151788203	1225
160	90.54022578019784	1230
161	90.54172641136525	1235
162	90.4084513306398	1240
163	90.0219035853133	1245
164	90.02217311387861	1250
165	90.02007501273476	1255
166	90.02065504884139	1260
167	90.0205698977423	1265
168	90.02057320167668	1270
169	90.02055534203826	1275
170	90.02065255613228	1280
171	90.02045530652181	1285
172	90.01921157932678	1290
173	90.03337739546701	1295
174	89.91260285548474	1300
175	89.69333563993699	1305
176	89.51853131449708	1310
177	89.59577338932709	1315
178	89.1713747701229	1320
179	88.9831253778646	1325
180	88.97347391523029	1330
181	88.97035617287561	1335
182	88.9715491545185	1340
183	88.97132540921335	1345
184	88.97134238982858	1350
185	88.97134179442683	1355
186	88.97136669404821	1360
187	88.97128429902948	1365
188	88.97118574554688	1370
189	88.97416219013196	1375
190	88.9447377971688	1380
191	88.85893504303246	1385
192	88.78257073172252	1390
193	88.23540338404943	1395
194	87.99935420165005	1400
195	88.02492905740681	1405
196	88.02212942051712	1410
197	88.02191794603189	1415
198	88.02207510875893	1420
199	88.02203782037381	1425
200	88.02204250778584	1430
201	88.02205291100805	1435
202	88.02197280308188	1440
203	88.0222988050241	1445
204	88.02195689852682	1450
205	88.01496604939324	1455
206	87.9749987275218	1460
207	87.83872211284971	1465
208	87.6264153077159	1470
209	87.35329162678264	1475
210	86.92676274984547	1480
211	86.98122789942009	1485
212	86.97159421264813	1490
213	86.99941285896766	1495
214	86.9994029217306	1500
215	86.98040628259984	1505
216	86.97241188303538	1510
217	86.97267790143148	1515
218	86.97284809690619	1520
219	86.97289023836063	1525
220	86.97264932020735	1530
221	86.97164886820309	1535
222	86.9855909243043	1540
