	date_time	sensor_id	value	source	comment
0	1966-12-03 11:00:00	NA 	1	SCH	NA
209	1968-10-23 11:00:00	-922	1	SCH	NA
210	1968-10-24 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
212	1968-10-30 11:00:00	-922	1	SCH	NA
217	1968-11-06 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
218	1968-11-07 11:00:00	-922	1	SCH	NA
223	1968-11-12 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
226	1968-11-15 11:00:00	-922	1	SCH	NA
227	1968-11-16 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
228	1968-11-17 11:00:00	-922	1	SCH	NA
231	1968-11-22 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
232	1968-11-23 11:00:00	-922	1	SCH	NA
234	1968-11-25 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
235	1968-11-27 11:00:00	-922	1	SCH	NA
237	1968-11-30 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
239	1968-12-02 11:00:00	-922	1	SCH	NA
246	1968-12-20 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
249	1968-12-24 11:00:00	-922	1	SCH	NA
253	1969-01-01 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
256	1969-01-08 11:00:00	-922	1	SCH	NA
261	1969-01-21 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
263	1969-01-27 11:00:00	-922	1	SCH	NA
268	1969-02-02 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
269	1969-02-04 11:00:00	-922	1	SCH	NA
271	1969-02-12 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
272	1969-02-14 11:00:00	-922	1	SCH	NA
274	1969-02-16 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
275	1969-02-17 11:00:00	-922	1	SCH	NA
276	1969-02-18 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
277	1969-02-21 23:00:00	-922	1	SCH	NA
280	1969-02-26 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
281	1969-02-27 11:00:00	-922	1	SCH	NA
282	1969-02-28 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
285	1969-03-06 11:00:00	-922	1	SCH	NA
286	1969-03-13 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
287	1969-03-15 11:00:00	-922	1	SCH	NA
301	1969-04-18 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
303	1969-04-25 11:00:00	-922	1	SCH	NA
309	1969-05-02 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
310	1969-05-04 11:00:00	-922	1	SCH	NA
316	1969-05-23 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
317	1969-05-24 11:00:00	-922	1	SCH	NA
318	1969-05-28 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
323	1969-10-02 11:00:00	-922	1	SCH	NA
330	1969-10-14 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
334	1969-10-23 11:00:00	-922	1	SCH	NA
335	1969-10-27 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
336	1969-10-31 11:00:00	-922	1	SCH	NA
341	1969-11-11 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
342	1969-11-11 11:00:00	-922	1	SCH	NA
345	1969-11-13 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
346	1969-11-16 11:00:00	-922	1	SCH	NA
347	1969-11-18 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
348	1969-11-19 11:00:00	-922	1	SCH	NA
351	1969-11-23 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
352	1969-11-27 11:00:00	-922	1	SCH	NA
353	1969-11-28 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
354	1969-11-29 11:00:00	-922	1	SCH	NA
355	1969-11-30 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
357	1969-12-11 11:00:00	-922	1	SCH	NA
362	1969-12-19 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
363	1969-12-20 11:00:00	-922	1	SCH	NA
365	1969-12-22 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
368	1969-12-26 05:00:00	-922	1	SCH	NA
369	1969-12-27 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
372	1969-12-29 11:00:00	-922	1	SCH	NA
377	1970-01-02 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
378	1970-01-03 05:00:00	-922	1	SCH	NA
381	1970-01-05 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
382	1970-01-06 11:00:00	-922	1	SCH	NA
386	1970-01-10 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
387	1970-01-11 11:00:00	-922	1	SCH	NA
389	1970-01-12 23:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
390	1970-01-13 11:00:00	-922	1	SCH	NA
392	1970-01-16 23:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
393	1970-01-17 11:00:00	-922	1	SCH	NA
395	1970-01-19 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
396	1970-01-21 11:00:00	-922	1	SCH	NA
398	1970-01-25 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
399	1970-01-25 11:00:00	-922	1	SCH	NA
402	1970-01-27 06:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
403	1970-01-27 11:00:00	-922	1	SCH	NA
406	1970-01-29 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
408	1970-01-31 23:00:00	-922	1	SCH	NA
409	1970-02-01 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
411	1970-02-08 11:00:00	-922	1	SCH	NA
412	1970-02-09 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
413	1970-02-10 11:00:00	-922	1	SCH	NA
414	1970-02-11 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
415	1970-02-14 11:00:00	-922	1	SCH	NA
418	1970-02-19 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
423	1970-02-25 11:00:00	-922	1	SCH	NA
424	1970-02-26 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
427	1970-03-09 11:00:00	-922	1	SCH	NA
431	1970-03-13 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
432	1970-03-14 11:00:00	-922	1	SCH	NA
433	1970-03-15 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
434	1970-03-16 05:00:00	-922	1	SCH	NA
436	1970-03-20 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
439	1970-03-23 11:00:00	-922	1	SCH	NA
441	1970-03-25 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
443	1970-03-29 11:00:00	-922	1	SCH	NA
445	1970-03-31 12:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
446	1970-04-01 11:00:00	-922	1	SCH	NA
448	1970-04-04 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
451	1970-04-09 11:00:00	-922	1	SCH	NA
452	1970-04-10 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
456	1970-04-14 11:00:00	-922	1	SCH	NA
458	1970-04-16 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
459	1970-04-18 11:00:00	-922	1	SCH	NA
462	1970-04-21 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
464	1970-04-22 11:00:00	-922	1	SCH	NA
468	1970-04-25 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
470	1970-04-26 05:00:00	-922	1	SCH	NA
471	1970-04-26 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
472	1970-04-27 11:00:00	-922	1	SCH	NA
473	1970-04-28 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
474	1970-04-28 11:00:00	-922	1	SCH	NA
476	1970-04-29 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
477	1970-04-30 11:00:00	-922	1	SCH	NA
479	1970-05-02 11:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
480	1970-05-03 11:00:00	-922	1	SCH	NA
481	1970-05-07 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
482	1970-05-08 05:00:00	-922	1	SCH	NA
483	1970-05-09 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
484	1970-05-10 05:00:00	-922	1	SCH	NA
485	1970-05-11 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
486	1970-05-12 05:00:00	-922	1	SCH	NA
488	1970-05-16 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
489	1970-05-17 05:00:00	-922	1	SCH	NA
490	1970-05-19 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
491	1970-05-20 05:00:00	-922	1	SCH	NA
492	1970-05-23 05:00:00	2	1	SCH	 No radiosonde – passive target (e.g. reflector)                 
493	1970-05-24 05:00:00	-922	1	SCH	NA
