	date_time	sensor_id	value	source	comment
0	1944-08-06 03:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
10402	1976-01-20 12:00:00	H2G 	1	SCH	"  H2G China GZZ-2, GZZ-59, GZZ (P-59), SMA-GZZ, 59-701 or ""Shang/M, P-band radar"" (mechanical) sonde {~1961} WMO instr=32^ (T=045, W2=19, W3=32)"
32883	2005-01-31 23:00:00	H9G 	1	SCH	"  H9G China Shanghai Radio Factory #23 GZZ-9, GZZ9, GTS1 1675 MHz, or ""Shang/E, L band radar"" (electronic) radiosonde {2002} 31313=63203 (132)^ <F=T1675DL,"
1018	2014-05-25 11:00:00	132	2	WMO	Shanghai GTS1/GFE(L) (China)                            
5574	2020-08-20 11:15:10	202	2	WMO	NA
5588	2020-08-27 11:15:11	200	2	WMO	NA
5714	2020-10-29 11:15:22	201	2	WMO	NA
5799	2020-12-10 23:15:15	200	2	WMO	NA
5819	2020-12-20 23:15:22	201	2	WMO	NA
5861	2021-01-10 23:16:36	200	2	WMO	NA
5881	2021-01-20 23:16:19	202	2	WMO	NA
5903	2021-01-31 23:15:19	201	2	WMO	NA
5923	2021-02-10 23:15:13	200	2	WMO	NA
5943	2021-02-20 23:15:04	202	2	WMO	NA
5959	2021-02-28 23:15:19	201	2	WMO	NA
5979	2021-03-10 23:15:04	200	2	WMO	NA
5998	2021-03-20 11:15:04	202	2	WMO	NA
6029	2021-04-04 23:15:11	201	2	WMO	NA
6223	2021-07-10 23:15:09	200	2	WMO	NA
6243	2021-07-20 23:15:05	202	2	WMO	NA
6247	2021-07-22 23:15:05	201	2	WMO	NA
6248	2021-07-23 11:15:04	200	2	WMO	NA
6250	2021-07-24 11:15:09	202	2	WMO	NA
6265	2021-07-31 23:15:04	201	2	WMO	NA
6406	2021-10-10 11:15:21	202	2	WMO	NA
6427	2021-10-20 23:15:14	200	2	WMO	NA
6451	2021-11-01 23:17:05	202	2	WMO	NA
6487	2021-11-19 23:15:09	201	2	WMO	NA
3524	1955-11-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , VAISALA RS12 WATER INSULATED 
3527	1959-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS12 WATER INSULATED , to , USSR RZ-049 UNSPECIFIED 
3527	1959-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS12 WATER INSULATED , to , USSR RZ-049 UNSPECIFIED 
3529	1964-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , USSR RZ-049 UNSPECIFIED , to , CHINA GZZ-2 403 MHZ 
3530	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3530	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3530	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3530	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3538	2006-03-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GTS1 1680 MHZ 
