	Unnamed: 0	date_time	sensor_id	value	source	comment
5682	5682.0	2020-06-23 05:30:39	177	2	WMO	Modem GPSonde M10 (France)                           
5688	5688.0	2020-06-24 17:30:18	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5690	5690.0	2020-06-25 05:31:17	177	2	WMO	Modem GPSonde M10 (France)                           
5693	5693.0	2020-06-25 23:32:47	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5694	5694.0	2020-06-26 05:30:26	177	2	WMO	Modem GPSonde M10 (France)                           
5696	5696.0	2020-06-26 17:30:16	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5698	5698.0	2020-06-27 05:52:56	177	2	WMO	Modem GPSonde M10 (France)                           
5701	5701.0	2020-06-27 23:30:34	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5702	5702.0	2020-06-28 05:36:33	177	2	WMO	Modem GPSonde M10 (France)                           
5704	5704.0	2020-06-28 17:30:42	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5706	5706.0	2020-06-29 05:30:24	177	2	WMO	Modem GPSonde M10 (France)                           
5709	5709.0	2020-06-29 23:31:27	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5710	5710.0	2020-06-30 05:30:20	177	2	WMO	Modem GPSonde M10 (France)                           
5712	5712.0	2020-06-30 17:30:20	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5714	5714.0	2020-07-01 11:32:46	177	2	WMO	Modem GPSonde M10 (France)                           
5716	5716.0	2020-07-02 11:30:25	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5718	5718.0	2020-07-03 11:30:37	177	2	WMO	Modem GPSonde M10 (France)                           
5719	5719.0	2020-07-03 23:30:32	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5720	5720.0	2020-07-04 11:30:21	177	2	WMO	Modem GPSonde M10 (France)                           
5721	5721.0	2020-07-04 23:30:01	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5722	5722.0	2020-07-05 11:32:44	177	2	WMO	Modem GPSonde M10 (France)                           
5725	5725.0	2020-07-06 23:37:06	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5726	5726.0	2020-07-07 11:30:28	177	2	WMO	Modem GPSonde M10 (France)                           
5727	5727.0	2020-07-07 23:30:55	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
5728	5728.0	2020-07-08 11:30:46	177	2	WMO	Modem GPSonde M10 (France)                           
5729	5729.0	2020-07-08 23:30:08	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
