	Unnamed: 0	date_time	sensor_id	value	source	comment
0	0	2013-01-01 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
1	1	2013-01-01 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
2	2	2013-01-01 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
3	3	2013-01-01 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
4	4	2013-01-02 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
5	5	2013-01-02 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
6	6	2013-01-02 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
7	7	2013-01-02 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
8	8	2013-01-03 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
9	9	2013-01-03 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
10	10	2013-01-03 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
11	11	2013-01-03 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
12	12	2013-01-04 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
13	13	2013-01-04 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
14	14	2013-01-04 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
15	15	2013-01-04 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
16	16	2013-01-05 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
17	17	2013-01-05 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
18	18	2013-01-05 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
19	19	2013-01-05 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
20	20	2013-01-06 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
21	21	2013-01-06 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
22	22	2013-01-06 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
23	23	2013-01-06 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
24	24	2013-01-07 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
25	25	2013-01-07 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
26	26	2013-01-07 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
27	27	2013-01-07 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
28	28	2013-01-08 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
29	29	2013-01-08 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
30	30	2013-01-08 17:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
31	31	2013-01-08 23:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
32	32	2013-01-09 05:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
33	33	2013-01-09 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
