	date_time	sensor_id	value	source	comment
0	1940-05-31 23:00:00	J56 	1	SCH	  J56 Japan Meisei RSII-56 1680 MHz radiosonde {1956}^ (I=J, W1=05, W2=09 through 198505, C=748) <F=V1680ME,P=2A,T=BS,U=Hr>
41547	1981-03-02 12:00:00	J80 	1	SCH	  J80 Japan Meisei RSII-80 or RS2-80 radiosonde {1981} 31313=72202^ (W2=09, W3=22, 31313=72202) <F=T1680FB,P=A,T=TR,U=C>
59852	1994-02-25 00:00:00	J94 	1	SCH	  J94 Japan Meisei RSII-91 radiosonde, SiO type 94 coated thermistor {~1994} 31313=74702^ (W3=47) <F=T1680FL,P=Ac,T=TR,U=A>
67385	1999-07-01 00:00:00	J99 	1	SCH	  J99 Japan Meisei RSII-91 new hygrometer radiosonde {199907} 31313=74702^ (W3=47) <F=T1680FL,P=Ac,T=TR,U=A>
72451	2003-02-02 00:00:00	J9H 	1	SCH	  J9H Japan Meisei RSII-91 radiosonde, RH correction {200302} 31313=74702^ (W3=47) <F=T1680FL,P=Ac,T=TR,U=A>
0	2013-01-01 00:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
490	2013-09-02 00:00:00	122	2	WMO	Meisei RS-11G GPS radiosonde w/thermistor, capacitance   relative humidity sensor,   and derived pressure from GPS   height (Japan)         
1135	2014-07-20 12:00:00	4	2	WMO	 No radiosonde – passive temperature-humidity profiler            
1136	2014-07-21 00:00:00	122	2	WMO	Meisei RS-11G GPS radiosonde w/thermistor, capacitance   relative humidity sensor,   and derived pressure from GPS   height (Japan)         
3659	2017-12-12 00:00:00	135	2	WMO	Meisei iMS-100 GPS radiosonde w/thermistor sensor, capacitance relative humidity   sensor, and derived pressure from GPS height (Japan)            
5562	2020-07-16 11:30:26	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
7880	1957-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , JAPAN MEISEI OR KUBOTA S-50M-L , to , JAPAN MEISEI RSII-56 1680 MHZ 
7881	1960-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS53 ERRONEOUS 
7882	1960-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I2 , VAISALA RS56 ERRONEOUS 
7883	1960-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I3 , VAISALA RS 2 56 ERRONEOUS 
7884	1968-05-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , OZONE: JAPAN MEISEI RS2-KC-68 CHEMILUMI 
7886	1971-05-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , I2 , NONE , to , JAPAN METEOR AGENCY ECHOSONDE 
7887	1979-10-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , I1 , OZONE: JAPAN MEISEI RS2-KC-68 CHEMILUMI , to , OZONE: JAPAN MEISEI RSII-KC-79, 79D ECC 
7888	1981-03-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , JAPAN MEISEI RSII-56 1680 MHZ , to , JAPAN MEISEI RSII-80 
7890	1982-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-80 
7890	1982-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-80 
7893	1989-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI UNSPECIFIED 
7890	1982-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-80 
7896	1994-05-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , JAPAN MEISEI RSII-91 UNSPECIFIED 
7898	1995-11-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-91 TYPE 94 THERMISTOR 
7900	1997-08-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , I1 , OZONE: JAPAN MEISEI RSII-KC-79, 79D ECC , to , OZONE: JAPAN MEISEI RSII-KC-96 ECC 
7902	2002-04-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , OZONE: JAPAN MEISEI RSII-KC-96 ECC 
7904	2004-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , OZONE: JAPAN MEISEI KC-02GE GPS ECC 
7907	2007-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , JAPAN MEISEI RSII-91 RH CORRECTION 
