	date_time	sensor_id	value	source	comment
0	1950-01-02 14:00:00	RS3 	1	SCH	  RS3 USSR RZ-043 radiosonde {1944}^ <F=V7.5MR,P=D,T=B,U=H>
31472	1982-07-21 12:00:00	MRu 	1	SCH	  MRu Mixed Russia A-22 (RA4) and RKZ-5 (RK5), not distinguishable^
31889	1982-12-08 00:00:00	RK5 	1	SCH	  RK5 USSR RKZ-5 radiosonde {1971}^ (W1=14, W2=20, T=311) <F=V1780PE,P=0,T=TR,U=G>
36646	1986-10-16 12:00:00	RRB 	1	SCH	  RRB USSR MARS-2-2 radiosonde {1983} 31313=72903^ (W3=29, T=225, 31313=72903) used with Meteorit-2 radar <F=T1780PM,P=0,T=TR,U=G,W=Ta>
36647	1986-10-16 18:00:00	RK5 	1	SCH	  RK5 USSR RKZ-5 radiosonde {1971}^ (W1=14, W2=20, T=311) <F=V1780PE,P=0,T=TR,U=G>
36773	1986-11-17 12:00:00	MR5 	1	SCH	  MR5 Mixed Russia RKZ-5 (RK5, DP to or near top) and MARS-2-2 (RRB, DP to T around -40), both using Meteorit-2 radar^
36785	1986-11-20 12:00:00	RRB 	1	SCH	  RRB USSR MARS-2-2 radiosonde {1983} 31313=72903^ (W3=29, T=225, 31313=72903) used with Meteorit-2 radar <F=T1780PM,P=0,T=TR,U=G,W=Ta>
43287	1993-01-24 12:00:00	MRB 	1	SCH	  MRB Mixed Russia MARS-2-2 (RRB, DP to T around -40) and MRZ-3A (RZ3, DP to or near top)^
43507	1993-05-17 12:00:00	RZ3 	1	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>
45869	1997-12-13 00:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
45876	1998-05-08 00:00:00	RZ3 	1	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>
45980	1998-08-30 00:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
45981	1998-11-01 00:00:00	RZ3 	1	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>
46008	1998-11-28 00:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
46009	1999-02-26 00:00:00	RZ3 	1	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>
46112	1999-07-13 00:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
46113	1999-11-01 12:00:00	RZ3 	1	SCH	  RZ3 Russia/USSR MRZ-3A 1780 MHz radiosonde {1986} 31313=52703 (moist)^ (W3=27, T=233) <F=T1780PL,P=0,T=TR(MMT-1),U=G,W=Ta>
0	2013-01-01 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
196	2013-04-09 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
197	2013-04-09 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
205	2013-04-13 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
206	2013-04-14 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
212	2013-04-17 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
214	2013-04-18 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
215	2013-04-18 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
217	2013-04-19 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
218	2013-04-20 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
255	2013-05-08 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
445	2013-08-11 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
448	2013-08-13 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
449	2013-08-13 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
451	2013-08-14 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
452	2013-08-15 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
473	2013-08-25 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
479	2013-08-28 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
503	2013-09-09 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
621	2013-11-07 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
623	2013-11-08 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
624	2013-11-09 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
647	2013-11-20 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
648	2013-11-21 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
671	2013-12-02 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
672	2013-12-03 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
708	2013-12-21 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
709	2013-12-21 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
727	2013-12-30 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
728	2013-12-31 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
765	2014-01-19 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
794	2014-02-03 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
795	2014-02-03 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
796	2014-02-04 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
797	2014-02-04 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
798	2014-02-05 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
800	2014-02-06 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
801	2014-02-06 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
803	2014-02-07 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
806	2014-02-09 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
812	2014-02-12 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
813	2014-02-12 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
905	2014-03-30 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
906	2014-03-31 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
920	2014-04-07 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
921	2014-04-07 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
995	2014-05-14 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
996	2014-05-15 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1011	2014-05-22 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1012	2014-05-23 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1082	2014-06-27 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1084	2014-06-28 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1174	2014-08-12 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1175	2014-08-12 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1179	2014-08-14 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1180	2014-08-15 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1317	2014-10-22 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1318	2014-10-23 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1377	2014-11-21 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1378	2014-11-22 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1414	2014-12-10 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1415	2014-12-10 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1421	2014-12-13 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1422	2014-12-14 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1517	2015-03-01 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1518	2015-03-02 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1782	2015-07-27 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1783	2015-07-27 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1849	2015-08-29 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1850	2015-08-30 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
1852	2015-08-31 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
1853	2015-08-31 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
2057	2015-12-11 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
