	date_time	sensor_id	value	source	comment
0	1957-10-16 00:00:00	H2G 	1	SCH	"  H2G China GZZ-2, GZZ-59, GZZ (P-59), SMA-GZZ, 59-701 or ""Shang/M, P-band radar"" (mechanical) sonde {~1961} WMO instr=32^ (T=045, W2=19, W3=32)"
33468	2006-02-28 23:00:00	H9G 	1	SCH	"  H9G China Shanghai Radio Factory #23 GZZ-9, GZZ9, GTS1 1675 MHz, or ""Shang/E, L band radar"" (electronic) radiosonde {2002} 31313=63203 (132)^ <F=T1675DL,"
1047	2014-05-25 11:00:00	132	2	WMO	Shanghai GTS1/GFE(L) (China)                            
5643	2020-08-20 11:17:03	201	2	WMO	NA
5815	2020-11-14 11:15:46	200	2	WMO	NA
5890	2020-12-21 23:15:53	202	2	WMO	NA
5933	2021-01-12 11:20:05	201	2	WMO	NA
6079	2021-03-26 11:15:35	200	2	WMO	NA
6080	2021-03-26 23:15:21	201	2	WMO	NA
6081	2021-03-27 11:15:06	200	2	WMO	NA
6252	2021-06-20 23:15:17	202	2	WMO	NA
10136	1957-12-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , VAISALA RS12 WATER INSULATED 
10138	1958-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS12 WATER INSULATED , to , USSR RZ-049 UNSPECIFIED 
10140	1967-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , USSR RZ-049 UNSPECIFIED , to , CHINA GZZ-2 403 MHZ 
10141	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
10141	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
10141	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
10141	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
10149	2006-03-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GTS1 1680 MHZ 
