	date_time	sensor_id	value	source	comment
0	1927-11-12 03:00:00	V18 	1	SCH	  V18 Vaisala RS18 hair hygrometer radiosonde {1972} WMO instr=35^ (W3=35, T=031) <F=T25,400,1680FR,P=2Ac,T=BRc,U=Hrc>
40385	1992-06-17 23:00:00	VC_ 	1	SCH	  VC_ Vaisala RS80 DigiCORA I, II, or Marwin base case 31313=96199^ (W3=61) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>
1	2013-03-30 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
693	2015-06-19 10:00:00	111	2	WMO	Sippican LMS6 w/Chip Thermistor, external boom mounted capacitance relative   humidity sensor, and derived pressure from GPS   height          
695	2015-06-20 11:00:00	80	2	WMO	Vaisala RS92/Digicora III (Finland)               
1710	2019-04-16 11:00:00	57	2	WMO	Modem M2K2-DC (France)                
1750	2019-09-03 23:00:00	117	2	WMO	Graw DFM-09 (Germany)                            
2287	2020-12-22 12:00:00	154	2	WMO	Graw DFM-17 (Germany)                            
2289	2020-12-25 00:00:00	117	2	WMO	Graw DFM-09 (Germany)                            
14660	1964-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , FRANCE MESURAL OR METOX UNSPECIFIED , to , VAISALA RS13/15 UNSPECIFIED 
14661	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS18 
14663	1978-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS18 , to , VAISALA RS21 UNSPECIFIED 
14666	1982-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS21 UNSPECIFIED 
14667	1982-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I2 , VAISALA RS18 
14668	1982-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS21 UNSPECIFIED , to , VAISALA RS80 UNSPECIFIED 
14670	1986-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 
14670	1986-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 
14670	1986-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 
