	date_time	sensor_id	value	source	comment
0	1959-01-01 00:00:00	H1G 	1	SCH	  H1G China International Telecommunication Equipment Factory GZZ-1 Comb like Molchanov RZ-049 radiosonde {1955}^ (T=047) <F=V260(?)MB,P=A,T=B,U=H,W=O or Dm>
10610	1975-10-28 12:00:00	H2G 	1	SCH	"  H2G China GZZ-2, GZZ-59, GZZ (P-59), SMA-GZZ, 59-701 or ""Shang/M, P-band radar"" (mechanical) sonde {~1961} WMO instr=32^ (T=045, W2=19, W3=32)"
33408	2006-12-31 23:00:00	H9G 	1	SCH	"  H9G China Shanghai Radio Factory #23 GZZ-9, GZZ9, GTS1 1675 MHz, or ""Shang/E, L band radar"" (electronic) radiosonde {2002} 31313=63203 (132)^ <F=T1675DL,"
2756	2016-10-10 11:00:00	133	2	WMO	Nanjing GTS1-2/GFE(L) (China)                            
5576	2020-08-20 11:15:07	202	2	WMO	NA
5579	2020-08-21 23:15:17	200	2	WMO	NA
5583	2020-08-23 23:24:23	201	2	WMO	NA
5584	2020-08-24 11:15:14	200	2	WMO	NA
5658	2020-09-30 11:16:11	201	2	WMO	NA
6050	2021-04-14 11:15:12	200	2	WMO	NA
6270	2021-08-02 11:15:10	202	2	WMO	NA
6424	2021-10-18 11:15:19	201	2	WMO	NA
6449	2021-10-30 23:15:24	202	2	WMO	NA
6450	2021-10-31 11:15:37	201	2	WMO	NA
3210	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3210	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3210	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3210	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
3210	1976-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , CHINA GZZ-2 403 MHZ 
