	time	snht
179	1952-06-15	0.0
180	1952-06-16	0.0
181	1952-06-17	0.0
182	1952-06-18	0.0
183	1952-06-19	0.0
184	1952-06-20	0.0
185	1952-06-21	0.0
186	1952-06-22	0.0
187	1952-06-23	0.0
188	1952-06-24	0.0
189	1952-06-25	0.0
190	1952-06-26	0.0
191	1952-06-27	0.0
192	1952-06-28	0.0
193	1952-06-29	0.0
194	1952-06-30	0.0
195	1952-07-01	0.0
196	1952-07-02	0.0
197	1952-07-03	0.0
198	1952-07-04	0.0
199	1952-07-05	0.0
200	1952-07-06	0.0
201	1952-07-07	0.0
202	1952-07-08	0.0
203	1952-07-09	0.0
204	1952-07-10	0.0
205	1952-07-12	0.0
206	1952-07-13	0.0
207	1952-07-14	0.0
208	1952-07-15	0.0
209	1952-07-16	0.0
210	1952-07-17	55.8668327331543
211	1952-07-18	0.0
212	1952-07-19	0.0
213	1952-07-20	0.0
214	1952-07-21	0.0
215	1952-07-22	0.0
216	1952-07-23	0.0
217	1952-07-24	0.0
218	1952-07-25	0.0
219	1952-07-26	0.0
220	1952-07-27	0.20663584768772125
221	1952-07-28	0.8891164660453796
222	1952-07-29	0.0
223	1952-07-30	0.0
224	1952-07-31	0.0
225	1952-08-01	0.0
226	1952-08-02	0.0
227	1952-08-03	0.0
228	1952-08-05	0.0
229	1952-08-06	0.0
230	1952-08-07	0.0
231	1952-08-08	0.0
232	1952-08-09	0.0
233	1952-08-10	0.0
234	1952-08-12	0.0
235	1952-08-13	0.0
236	1952-08-14	0.0
237	1952-08-15	0.0
238	1952-08-16	0.0
239	1952-08-17	0.0
240	1952-08-19	38.98574447631836
241	1952-08-20	0.0
242	1952-08-21	0.0
243	1952-08-22	0.0
244	1952-08-23	0.0
245	1952-08-24	0.0
246	1952-08-25	0.0
247	1952-08-26	0.0
248	1952-08-27	0.0
249	1952-08-28	0.0
250	1952-08-29	0.0
251	1952-08-30	0.0004514270112849772
252	1952-09-01	0.0
253	1952-09-02	0.0
254	1952-09-03	0.0
255	1952-09-04	0.0
256	1952-09-05	0.0
257	1952-09-06	0.0
258	1952-09-07	0.0
259	1952-09-08	0.0
260	1952-09-09	0.0
261	1952-09-10	0.0
262	1952-09-11	0.0
263	1952-09-12	0.0
264	1952-09-13	0.0
265	1952-09-14	0.0
266	1952-09-15	0.0
267	1952-09-16	0.0
268	1952-09-17	0.0
269	1952-09-18	0.0
270	1952-09-19	39.79611587524414
271	1952-09-20	0.0
272	1952-09-21	0.0
273	1952-09-22	0.0
274	1952-09-23	0.0
275	1952-09-24	0.0
276	1952-09-25	0.0
277	1952-09-26	0.012724061496555805
278	1952-09-27	0.0
279	1952-09-28	0.05629400536417961
280	1952-09-29	0.0
281	1952-09-30	2.9876626054756343
282	1952-10-01	0.0
283	1952-10-02	0.0
284	1952-10-03	0.0
285	1952-10-04	0.0
286	1952-10-05	0.0
287	1952-10-06	0.0
288	1952-10-07	0.0
289	1952-10-08	0.0
290	1952-10-09	0.0
291	1952-10-10	0.0
292	1952-10-11	0.0
293	1952-10-12	0.0
294	1952-10-13	0.0
295	1952-10-14	0.0
296	1952-10-15	0.0
297	1952-10-16	0.0
298	1952-10-17	0.0
299	1952-10-18	0.0
300	1952-10-19	99.70888900756836
301	1952-10-20	0.0
302	1952-10-21	0.0
303	1952-10-22	0.0
304	1952-10-23	0.0
305	1952-10-24	0.0
306	1952-10-25	0.0
307	1952-10-26	0.0
308	1952-10-27	0.0
309	1952-10-28	0.0
310	1952-10-29	0.0
311	1952-10-30	2.4955686760367826
312	1952-10-31	0.22723762691020966
313	1952-11-01	0.0
314	1952-11-02	0.0
315	1952-11-03	0.0
316	1952-11-04	0.0
317	1952-11-05	0.0
318	1952-11-06	0.0
319	1952-11-07	0.0
320	1952-11-08	0.0
321	1952-11-09	0.0
322	1952-11-10	0.0
323	1952-11-11	0.0
324	1952-11-12	0.0
325	1952-11-13	0.0
326	1952-11-14	0.0
327	1952-11-15	0.0
328	1952-11-16	0.0
329	1952-11-17	0.0
330	1952-11-18	0.0
331	1952-11-19	0.8913105726242065
332	1952-11-20	0.8911433219909668
333	1952-11-21	0.8966042995452881
334	1952-11-22	0.5462154150009155
335	1952-11-23	0.6991820335388184
336	1952-11-24	0.6476826071739197
337	1952-11-26	0.5770252346992493
338	1952-11-27	0.5037827491760254
339	1952-11-28	0.20701949298381805
340	1952-11-29	0.3296520411968231
341	1952-11-30	1.0487602651119232
342	1952-12-01	0.0
343	1952-12-02	0.0
344	1952-12-03	0.0
345	1952-12-04	0.0
346	1952-12-05	0.0
347	1952-12-06	0.0
348	1952-12-07	0.0
349	1952-12-09	0.0
350	1952-12-10	0.0
351	1952-12-11	0.0
352	1952-12-12	0.0
353	1952-12-13	0.0
354	1952-12-14	0.2663981020450592
355	1952-12-15	0.29592934250831604
356	1952-12-16	0.2579043507575989
357	1952-12-17	0.2875480651855469
358	1952-12-18	0.2761191129684448
359	1952-12-19	0.2975071966648102
360	1952-12-20	0.2752350866794586
361	1952-12-21	0.26618823409080505
362	1952-12-22	0.27925196290016174
363	1952-12-23	0.28256621956825256
364	1952-12-24	0.1985553503036499
365	1952-12-25	0.30525439977645874
366	1952-12-26	0.2749628648161888
367	1952-12-27	0.21436993777751923
368	1952-12-28	0.27512719854712486
369	1952-12-29	0.046416524797677994
370	1952-12-30	0.04768986627459526
371	1952-12-31	0.6423824708908796
372	1953-01-01	0.04078708216547966
373	1953-01-02	0.027952104806900024
374	1953-01-03	0.03236456960439682
375	1953-01-04	0.026695458218455315
376	1953-01-05	0.03388984873890877
377	1953-01-06	0.1619307231158018
378	1953-01-07	0.170075885951519
379	1953-01-08	0.19071001186966896
380	1953-01-09	0.18906757608056068
381	1953-01-10	0.17261527851223946
382	1953-01-11	0.2139565609395504
383	1953-01-12	0.2616558186709881
384	1953-01-13	0.743336595594883
385	1953-01-14	0.7275772094726562
386	1953-01-15	0.7304757535457611
387	1953-01-16	0.7654786556959152
388	1953-01-17	0.7533006817102432
389	1953-01-18	0.7556847110390663
390	1953-01-19	0.9692638143897057
391	1953-01-20	1.161859855055809
392	1953-01-21	1.1926878839731216
393	1953-01-22	1.3084153085947037
394	1953-01-23	1.3938805311918259
395	1953-01-24	1.682546928524971
396	1953-01-25	1.896903857588768
397	1953-01-26	2.8235444724559784
398	1953-01-27	2.9051968455314636
399	1953-01-28	2.6440859586000443
400	1953-01-29	2.6673200875520706
401	1953-01-30	2.3471351712942123
402	1953-01-31	1.9734532535076141
403	1953-02-01	2.298357769846916
404	1953-02-02	2.2411337345838547
405	1953-02-03	2.478530243039131
406	1953-02-04	2.6001806259155273
407	1953-02-05	2.2375989258289337
408	1953-02-06	2.203161746263504
409	1953-02-07	2.313299775123596
410	1953-02-08	2.21659979224205
411	1953-02-09	3.5815407931804657
412	1953-02-10	3.2718344926834106
413	1953-02-11	3.2061960697174072
414	1953-02-12	3.5861615538597107
415	1953-02-13	3.2461094558238983
416	1953-02-14	2.209868550300598
417	1953-02-15	1.8298196196556091
418	1953-02-16	1.775247573852539
419	1953-02-17	1.8033016324043274
420	1953-02-18	1.772775948047638
421	1953-02-19	1.840452492237091
422	1953-02-20	1.768432080745697
423	1953-02-21	2.984972298145294
424	1953-02-22	2.0325330793857574
425	1953-02-23	1.8236762881278992
426	1953-02-24	1.8614228069782257
427	1953-02-25	1.5519942343235016
428	1953-02-26	1.5291377902030945
429	1953-02-27	1.4551774561405182
430	1953-02-28	1.4439281225204468
431	1953-03-01	1.3673085272312164
432	1953-03-02	1.3341996371746063
433	1953-03-03	1.3555236458778381
434	1953-03-04	1.3550348281860352
435	1953-03-05	1.4138785898685455
436	1953-03-06	1.4268977046012878
437	1953-03-07	1.3433350920677185
438	1953-03-08	1.220234364271164
439	1953-03-09	1.1770945191383362
440	1953-03-10	1.1731536239385605
441	1953-03-11	2.2905755937099457
442	1953-03-12	2.6473378241062164
443	1953-03-13	2.4985079020261765
444	1953-03-14	2.383740946650505
445	1953-03-15	2.120228558778763
446	1953-03-16	2.0421082228422165
447	1953-03-17	2.203613117337227
448	1953-03-18	2.1074025630950928
449	1953-03-19	2.276538521051407
450	1953-03-20	2.1469659954309464
451	1953-03-21	2.0742515213787556
452	1953-03-22	1.8991187997162342
453	1953-03-23	1.813041117042303
454	1953-03-24	1.7816032879054546
455	1953-03-25	1.6421468555927277
456	1953-03-26	1.770499438047409
457	1953-03-27	1.5506166517734528
458	1953-03-28	1.4485512301325798
459	1953-03-29	1.4792858213186264
460	1953-03-30	2.0906998813152313
461	1953-03-31	1.932197943329811
462	1953-04-01	1.4700710624456406
463	1953-04-02	0.6763085094280541
464	1953-04-03	0.7879312438890338
465	1953-04-04	0.9575439295731485
466	1953-04-05	0.18235125439241529
467	1953-04-06	1.7806701342342421
468	1953-04-07	1.4895671972772107
469	1953-04-08	1.528097269096179
470	1953-04-09	1.445446725585498
471	1953-04-10	1.4862185169477016
472	1953-04-11	1.7416860547382385
473	1953-04-12	1.638010345865041
474	1953-04-13	1.6299047179054469
475	1953-04-14	1.2939124195836484
476	1953-04-15	1.4472542108851485
477	1953-04-16	1.4878769052447751
478	1953-04-17	0.7810078172769863
479	1953-04-18	1.0275014292128617
480	1953-04-19	0.6767560842563398
481	1953-04-20	0.8104964606463909
482	1953-04-21	0.9398696656571701
483	1953-04-22	0.8201485482350108
484	1953-04-23	0.7979096537455916
485	1953-04-24	1.0034571355208755
486	1953-04-25	1.4048248946201056
487	1953-04-26	0.9284528545686044
488	1953-04-27	1.3442683749162825
489	1953-04-28	1.1178035960647321
490	1953-04-29	1.1621093132998794
491	1953-04-30	1.0874425181682454
492	1953-05-01	1.4749698403466027
493	1953-05-02	2.4368813536893867
494	1953-05-03	2.228848976898007
495	1953-05-04	1.5052468863432296
496	1953-05-05	1.56889597071131
497	1953-05-06	1.4168297607102431
498	1953-05-07	1.3206275190168526
499	1953-05-08	2.659784875267178
500	1953-05-09	2.8304571645276155
501	1953-05-10	3.2324887930735713
502	1953-05-11	2.969202566484455
503	1953-05-12	3.0777584612369537
504	1953-05-13	2.925674015074037
505	1953-05-14	3.066316429525614
506	1953-05-15	2.985506407916546
507	1953-05-16	3.4632832147181034
508	1953-05-17	2.198732692748308
509	1953-05-18	2.6812433153390884
510	1953-05-19	2.910770818591118
511	1953-05-20	2.9198063910007477
512	1953-05-21	2.918339103460312
513	1953-05-22	2.968065068125725
514	1953-05-23	2.8954228833317757
515	1953-05-24	3.0597950741648674
516	1953-05-25	2.842636113986373
517	1953-05-26	2.978195793926716
518	1953-05-27	2.978195793926716
519	1953-05-28	2.9171439222991467
520	1953-05-29	3.024110410362482
521	1953-05-30	3.134900227189064
522	1953-05-31	3.1308282539248466
523	1953-06-01	4.0159741304814816
524	1953-06-02	4.286502301692963
525	1953-06-03	2.6487002670764923
526	1953-06-04	2.786404475569725
527	1953-06-05	3.9276218563318253
528	1953-06-06	5.423121172934771
529	1953-06-07	5.879080852493644
530	1953-06-08	5.953274343162775
531	1953-06-09	5.8744602128863335
532	1953-06-10	6.58337439596653
533	1953-06-11	6.690235927700996
534	1953-06-12	6.763555254787207
535	1953-06-13	7.089354149997234
536	1953-06-14	7.474250843632035
537	1953-06-15	7.439462938345969
538	1953-06-16	8.768155286088586
539	1953-06-17	8.592386595904827
540	1953-06-18	8.765799701213837
541	1953-06-19	9.028869055211544
542	1953-06-20	9.410919025540352
543	1953-06-21	9.95667950809002
544	1953-06-22	10.300502002239227
545	1953-06-23	9.862917587161064
546	1953-06-24	9.544658958911896
547	1953-06-25	9.942365154623985
548	1953-06-26	10.409323617815971
549	1953-06-27	9.911241337656975
550	1953-06-28	10.149001687765121
551	1953-06-29	9.877107551321387
552	1953-06-30	10.726143093779683
553	1953-07-01	11.057137668132782
554	1953-07-02	12.519956707954407
555	1953-07-03	8.951601177453995
556	1953-07-04	8.154485546052456
557	1953-07-05	11.523194447159767
558	1953-07-06	11.15412326157093
559	1953-07-07	11.035054042935371
560	1953-07-08	10.554166980087757
561	1953-07-09	10.304059453308582
562	1953-07-10	10.045068770647049
563	1953-07-11	10.29218015819788
564	1953-07-12	9.990292750298977
565	1953-07-13	9.902511954307556
566	1953-07-14	9.768405750393867
567	1953-07-15	10.438917115330696
568	1953-07-16	10.900606451556087
569	1953-07-17	10.645154130179435
570	1953-07-18	10.732235374860466
571	1953-07-19	10.884489424526691
572	1953-07-20	11.122944811359048
573	1953-07-21	11.231398055329919
574	1953-07-22	12.139973524885136
575	1953-07-23	12.713998698629439
576	1953-07-24	12.679873393848538
577	1953-07-25	13.353496668860316
578	1953-07-26	12.919310821220279
579	1953-07-27	13.246111643966287
580	1953-07-28	13.062815185636282
581	1953-07-29	13.565620310604572
582	1953-07-30	14.178480230271816
583	1953-07-31	14.752970945090055
584	1953-08-01	14.88703804090619
585	1953-08-02	12.968627154827118
586	1953-08-03	12.30509740114212
587	1953-08-04	15.949929557740688
588	1953-08-05	16.927670277655125
589	1953-08-06	17.649256236851215
590	1953-08-07	17.50961636006832
591	1953-08-08	18.584971360862255
592	1953-08-09	15.381744913756847
593	1953-08-10	18.27911637350917
594	1953-08-11	18.739603526890278
595	1953-08-12	19.033524457365274
596	1953-08-13	19.678247332572937
597	1953-08-14	20.96463504806161
598	1953-08-15	21.815167363733053
599	1953-08-16	21.26748675480485
600	1953-08-17	22.687811106443405
601	1953-08-18	22.845255225896835
602	1953-08-19	22.33417320251465
603	1953-08-20	22.949165359139442
604	1953-08-21	22.473325200378895
605	1953-08-22	22.495007514953613
606	1953-08-23	22.60348104685545
607	1953-08-24	23.489628598093987
608	1953-08-25	24.05168128013611
609	1953-08-26	23.65406033396721
610	1953-08-27	23.82091349363327
611	1953-08-28	24.601876199245453
612	1953-08-29	23.43218833208084
613	1953-08-30	23.255025446414948
614	1953-08-31	23.704865336418152
615	1953-09-01	18.857846200466156
616	1953-09-02	18.20422002673149
617	1953-09-03	23.517061933875084
618	1953-09-04	23.218861043453217
619	1953-09-05	23.48076930642128
620	1953-09-06	21.93128691613674
621	1953-09-07	23.410203829407692
622	1953-09-08	23.832864120602608
623	1953-09-09	23.916962429881096
624	1953-09-10	25.844680920243263
625	1953-09-11	25.92011506855488
626	1953-09-12	25.943312615156174
627	1953-09-13	26.401071310043335
628	1953-09-14	27.244820952415466
629	1953-09-15	26.96686317026615
630	1953-09-16	27.041116401553154
631	1953-09-17	27.373360902071
632	1953-09-18	29.418725863099098
633	1953-09-19	30.439568772912025
634	1953-09-20	28.17369356751442
635	1953-09-21	27.484922915697098
636	1953-09-22	28.277569502592087
637	1953-09-23	27.76725634932518
638	1953-09-24	28.11590114235878
639	1953-09-25	27.140941262245178
640	1953-09-26	27.204210966825485
641	1953-09-27	24.949164420366287
642	1953-09-28	25.428955763578415
643	1953-09-29	26.06893354654312
644	1953-09-30	25.35015119612217
645	1953-10-01	25.185265392065048
646	1953-10-02	24.398483961820602
647	1953-10-03	30.80845868587494
648	1953-10-04	27.683446794748306
649	1953-10-05	30.174017697572708
650	1953-10-06	30.855480134487152
651	1953-10-07	30.53548902273178
652	1953-10-08	31.033576607704163
653	1953-10-09	30.805083334445953
654	1953-10-10	31.80448880791664
655	1953-10-11	32.41690218448639
656	1953-10-12	32.49892504513264
657	1953-10-13	33.71682672202587
658	1953-10-14	33.74871688336134
659	1953-10-15	31.25154006201774
660	1953-10-16	30.96975946533894
661	1953-10-17	31.77179593918845
662	1953-10-18	31.60120533418376
663	1953-10-19	32.192105300724506
664	1953-10-20	32.97746749967337
665	1953-10-21	33.24854442663491
666	1953-10-22	32.04746807552874
667	1953-10-23	32.52430008351803
668	1953-10-24	33.19774863123894
669	1953-10-25	31.866403429885395
670	1953-10-26	29.576211135834455
671	1953-10-27	31.66189245134592
672	1953-10-28	30.766408413648605
673	1953-10-29	31.99776402115822
674	1953-10-30	32.584137588739395
675	1953-10-31	32.58151479065418
676	1953-11-01	29.91747623682022
677	1953-11-02	31.255312368273735
678	1953-11-03	31.060527488589287
679	1953-11-04	31.00088109076023
680	1953-11-05	29.28536695986986
681	1953-11-06	28.73854100704193
682	1953-11-07	28.732335936278105
683	1953-11-08	30.145848780870438
684	1953-11-09	29.720967438071966
685	1953-11-10	29.58537784591317
686	1953-11-11	28.368472266942263
687	1953-11-12	28.253326749429107
688	1953-11-13	28.442132838070393
689	1953-11-14	27.507476337254047
690	1953-11-15	26.74819841980934
691	1953-11-16	25.985436599701643
692	1953-11-17	25.800384916365147
693	1953-11-18	24.80539532750845
694	1953-11-19	26.919872850179672
695	1953-11-20	27.9021168127656
696	1953-11-21	27.626543909311295
697	1953-11-22	28.016110688447952
698	1953-11-23	28.463145680725574
699	1953-11-24	27.963092789053917
700	1953-11-25	28.389346323907375
701	1953-11-26	29.311608877032995
702	1953-11-27	29.767205810574524
703	1953-11-28	29.253600574913435
704	1953-11-29	29.947271442739293
705	1953-11-30	29.998109931970248
706	1953-12-01	28.894660832360387
707	1953-12-02	30.61938709532842
708	1953-12-03	31.764332216233015
709	1953-12-04	32.3835307136178
710	1953-12-05	33.54588370025158
711	1953-12-06	33.42955442517996
712	1953-12-07	34.01168469339609
713	1953-12-08	33.799632385373116
714	1953-12-09	32.249514393508434
715	1953-12-10	31.496269837021828
716	1953-12-11	31.77797044068575
717	1953-12-12	32.10769756138325
718	1953-12-13	32.067785173654556
719	1953-12-14	31.943810433149338
720	1953-12-15	31.548412457108498
721	1953-12-16	30.042639642953873
722	1953-12-17	30.107034869492054
723	1953-12-18	30.29075488448143
724	1953-12-19	29.739009894430637
725	1953-12-20	30.617127053439617
726	1953-12-21	30.396326035261154
727	1953-12-22	31.07798247039318
728	1953-12-23	31.521304823458195
729	1953-12-24	30.93653890118003
730	1953-12-25	31.21842275187373
731	1953-12-26	28.40488575398922
732	1953-12-27	28.26583034172654
733	1953-12-28	28.207447428256273
734	1953-12-29	28.627649027854204
735	1953-12-30	28.967476695775986
736	1953-12-31	28.91123179718852
737	1954-01-01	29.407867666333914
738	1954-01-02	28.549848455237225
739	1954-01-03	29.58500335365534
740	1954-01-04	28.858712375164032
741	1954-01-05	26.90691183693707
742	1954-01-06	26.891592178028077
743	1954-01-07	27.3420971223386
744	1954-01-08	28.246695080946665
745	1954-01-09	28.41284786455799
746	1954-01-10	28.200798962730914
747	1954-01-11	28.23533206572756
748	1954-01-12	27.932236118707806
749	1954-01-13	27.12354110972956
750	1954-01-14	28.143940914422274
751	1954-01-15	28.455480819102377
752	1954-01-16	28.52743123564869
753	1954-01-17	28.899897917173803
754	1954-01-18	28.930817941436544
755	1954-01-19	28.642274649173487
756	1954-01-20	28.42546907520591
757	1954-01-21	28.964188902145906
758	1954-01-22	28.296263353855466
759	1954-01-23	27.23455727577675
760	1954-01-24	27.248365987557918
761	1954-01-25	26.712323281913996
762	1954-01-26	26.568123124539852
763	1954-01-27	27.470942948013544
764	1954-01-28	27.742936491966248
765	1954-01-29	27.65636334568262
766	1954-01-30	26.73242887854576
767	1954-01-31	27.6313394382596
768	1954-02-01	27.224021074012853
769	1954-02-02	27.086526101455092
770	1954-02-03	27.547711059334688
771	1954-02-04	28.052245970553486
772	1954-02-05	26.992500737775117
773	1954-02-06	27.421009792014956
774	1954-02-07	28.23845148459077
775	1954-02-08	28.821504771709442
776	1954-02-09	29.359544767066836
777	1954-02-10	29.14108483120799
778	1954-02-11	28.839422719553113
779	1954-02-12	28.548526644706726
780	1954-02-13	28.38244864344597
781	1954-02-14	28.21504332125187
782	1954-02-15	28.927977606654167
783	1954-02-16	29.13149701524526
784	1954-02-17	29.468352004885674
785	1954-02-18	29.58782672137022
786	1954-02-19	28.38036870956421
787	1954-02-20	29.381130082299933
788	1954-02-21	29.48896738514304
789	1954-02-22	28.835500335262623
790	1954-02-23	28.801476413034834
791	1954-02-24	26.557212299264393
792	1954-02-25	25.5391413285397
793	1954-02-26	25.73640639334917
794	1954-02-27	28.0247818963835
795	1954-02-28	27.07606878876686
796	1954-03-01	29.126338951289654
797	1954-03-02	28.818374652182683
798	1954-03-03	29.899344855104573
799	1954-03-04	29.37591684423387
800	1954-03-05	28.53840147331357
801	1954-03-06	26.495367594063282
802	1954-03-07	25.812680430710316
803	1954-03-08	24.88134192302823
804	1954-03-09	27.42618003860116
805	1954-03-10	27.456124484539032
806	1954-03-11	27.889742273837328
807	1954-03-12	27.22049655765295
808	1954-03-13	28.03060281276703
809	1954-03-14	27.238246470689774
810	1954-03-15	27.073576986789703
811	1954-03-16	27.233044117689133
812	1954-03-17	25.982960730791092
813	1954-03-18	24.442583337426186
814	1954-03-19	24.10794958472252
815	1954-03-20	23.593393430113792
816	1954-03-21	23.56930313259363
817	1954-03-22	22.775049399584532
818	1954-03-23	22.794426165521145
819	1954-03-24	21.953667965484783
820	1954-03-25	21.40696719312109
821	1954-03-26	20.70946771558374
822	1954-03-27	20.783233105205
823	1954-03-28	19.55254758760546
824	1954-03-29	19.128473160322756
825	1954-03-30	19.275779418763705
826	1954-03-31	19.082815661560744
827	1954-04-01	17.990171465091407
828	1954-04-02	18.129413988324814
829	1954-04-03	18.85936880344525
830	1954-04-04	19.772631037980318
831	1954-04-05	21.10536929219961
832	1954-04-06	18.64125400665216
833	1954-04-07	18.091650856193155
834	1954-04-08	18.206525852001505
835	1954-04-09	18.185874686576426
836	1954-04-10	18.32609578827396
837	1954-04-11	17.409815822262317
838	1954-04-12	17.574433200992644
839	1954-04-13	17.543985720723867
840	1954-04-14	17.885534760076553
841	1954-04-15	17.29537049960345
842	1954-04-16	17.10999964363873
843	1954-04-17	16.876940513029695
844	1954-04-18	16.96806623134762
845	1954-04-19	17.09964768588543
846	1954-04-20	16.06306160148233
847	1954-04-21	15.95532395131886
848	1954-04-22	16.627143879886717
849	1954-04-23	17.771084939595312
850	1954-04-24	18.651702207745984
851	1954-04-25	18.92810824443586
852	1954-04-26	18.479926153086126
853	1954-04-27	19.080304375151172
854	1954-04-28	18.11414593248628
855	1954-04-29	17.60073816939257
856	1954-04-30	17.678601916646585
857	1954-05-01	18.38409853260964
858	1954-05-02	19.130668203812093
859	1954-05-03	20.357814680115553
860	1954-05-04	20.935487508773804
861	1954-05-05	22.501671314239502
862	1954-05-06	20.187755521386862
863	1954-05-07	20.548770364373922
864	1954-05-08	21.353471004404128
865	1954-05-09	22.231592238880694
866	1954-05-10	21.724421534949215
867	1954-05-11	21.792045845359098
868	1954-05-12	21.740363378077745
869	1954-05-13	22.458462849259377
870	1954-05-14	22.40912328567356
871	1954-05-15	22.053568340837955
872	1954-05-16	21.72693221550435
873	1954-05-17	22.04727472132072
874	1954-05-18	22.595427881227806
875	1954-05-19	22.37672156188637
876	1954-05-20	22.602758509106934
877	1954-05-21	22.377181865274906
878	1954-05-22	22.75834221765399
879	1954-05-23	23.183170087635517
880	1954-05-24	23.956544160842896
881	1954-05-25	24.864275068044662
882	1954-05-26	24.536693669855595
883	1954-05-27	24.496926248073578
884	1954-05-28	24.260364938527346
885	1954-05-29	24.639575228095055
886	1954-05-30	23.59375954605639
887	1954-05-31	23.21650861762464
888	1954-06-01	23.452664241194725
889	1954-06-02	23.72840029001236
890	1954-06-03	25.496004417538643
891	1954-06-04	24.350191980600357
