	Unnamed: 0	date_time	sensor_id	value	source	comment
0	0.0	1942-03-26 15:00:00	S07 	1	SCH	  S07 Switzerland ASA Hoehenwettersonde 74 {1971}^ (W1=26) <F=T400-406HC,P=2Ac,T=BCn,U=G,W=Ta>
46518	46518.0	1990-04-01 00:00:00	SRS 	1	SCH	  SRS Switzerland SRS-400 analog radiosonde {1990} 31313=02603^ (W2=25, W3=26, T=350) <F=T400DL,P=H(water),T=H(copper-constantin),U=C(VIZ 1286-605),W=Ta>
59095	59095.0	1999-01-01 11:00:00	SRK 	1	SCH	  SRK Switzerland SRS-400 analog radiosonde daytime T correction {1999} 31313=52603^ (W2=25, W3=26, T=350) <F=T400DL,P=H(water),T=H,U=C(VIZ 1286-605),W=Ta>
74196	74196.0	2009-05-04 11:00:00	SRA 	1	SCH	  SRA Switzerland SRS-400 analog radiosonde with Rotronic HC2 capacitive humidity sensor {2008} 31313=52603^ <F=T400DL,P=H(water),T=H(copper-constantin),
77823	77823.0	2012-11-01 11:00:00	SGG 	1	SCH	  SGG SGN Switzerland SRS-C34 digital GPS radiosonde with pressure, ROTRONICS HC2 humidity {<= 2010} 31313=52608^ <F=T400DL,P=H(water),T=H,U=A(ROTRONICS HC2),N=G>
0	0.0	2013-01-01 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
983	983.0	2014-05-07 11:02:00	126	2	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           
1187	1187.0	2014-08-17 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
1188	1188.0	2014-08-17 23:00:00	126	2	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           
1278	1278.0	2014-10-01 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
1358	1358.0	2014-11-10 23:00:00	126	2	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           
1739	1739.0	2015-05-20 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
1740	1740.0	2015-05-20 23:00:00	126	2	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           
3209	3209.0	2017-05-23 10:56:00	150	2	WMO	Meteolabor SRS-C50/Argus (Switzerland)                            
3783	3783.0	2018-03-06 10:24:52	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3785	3785.0	2018-03-06 23:00:00	150	2	WMO	Meteolabor SRS-C50/Argus (Switzerland)                            
3809	3809.0	2018-03-18 23:00:22	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3833	3833.0	2018-03-28 17:00:08	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3834	3834.0	2018-03-28 22:59:59	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3835	3835.0	2018-03-29 05:00:06	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3836	3836.0	2018-03-29 11:11:33	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3837	3837.0	2018-03-29 17:00:07	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3838	3838.0	2018-03-29 23:00:50	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3839	3839.0	2018-03-30 05:00:06	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3840	3840.0	2018-03-30 10:58:25	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3841	3841.0	2018-03-30 17:00:07	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3842	3842.0	2018-03-30 23:18:32	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3843	3843.0	2018-03-31 05:00:05	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3844	3844.0	2018-03-31 10:59:07	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3845	3845.0	2018-03-31 17:00:08	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3846	3846.0	2018-03-31 23:00:36	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3847	3847.0	2018-04-01 05:00:07	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3848	3848.0	2018-04-01 11:00:55	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3849	3849.0	2018-04-01 17:00:06	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3850	3850.0	2018-04-01 23:00:02	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3851	3851.0	2018-04-02 05:00:07	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
3852	3852.0	2018-04-02 10:59:35	141	2	WMO	Vaisala RS41 with pressure derived from GPS height/ DigiCORA MW41   (Finland)                  
3853	3853.0	2018-04-02 17:00:06	142	2	WMO	Vaisala RS41 with pressure derived from GPS height/ AUTOSONDE (Finland)                     
