	date_time	sensor_id	value	source	comment
0	2001-06-15 00:00:00	V9l 	1	SCH	  V9l Vaisala RS90 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=47106^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>
239	2001-10-12 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
240	2001-10-13 00:00:00	V9l 	1	SCH	  V9l Vaisala RS90 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=47106^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>
261	2001-10-23 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
263	2001-10-24 12:00:00	V9l 	1	SCH	  V9l Vaisala RS90 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=47106^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>
264	2001-10-25 00:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
265	2001-10-25 12:00:00	V9l 	1	SCH	  V9l Vaisala RS90 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=47106^ <F=T403DL,P=Sc,T=Wc,U=2Ah,N=L>
293	2001-11-08 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4295	2007-03-16 06:00:00	DGj 	1	SCH	  DGj Germany Graw DFM90/DGPS radiosonde auto solar corr {2004} 31313=55008^ <F=T402-406DL,P=Ac(or P=0),T=TB,U=A,W=Ra(or W=Da)orN=GC>
4296	2007-03-16 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4324	2007-03-30 06:00:00	DGj 	1	SCH	  DGj Germany Graw DFM90/DGPS radiosonde auto solar corr {2004} 31313=55008^ <F=T402-406DL,P=Ac(or P=0),T=TB,U=A,W=Ra(or W=Da)orN=GC>
4325	2007-03-30 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4353	2007-04-13 06:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4354	2007-04-13 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4378	2007-04-25 06:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4379	2007-04-25 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4383	2007-04-27 06:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4384	2007-04-27 12:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4391	2007-05-01 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4481	2007-06-15 06:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4482	2007-06-15 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4483	2007-06-15 18:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4484	2007-06-16 00:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4485	2007-06-16 06:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4486	2007-06-16 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4487	2007-06-16 18:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4488	2007-06-17 00:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4489	2007-06-17 06:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4490	2007-06-17 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4491	2007-06-17 18:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4492	2007-06-18 00:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4493	2007-06-18 06:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4494	2007-06-18 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4495	2007-06-18 18:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4496	2007-06-19 00:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4497	2007-06-19 06:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4498	2007-06-19 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4499	2007-06-19 18:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4500	2007-06-20 00:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
4501	2007-06-20 06:00:00	VCL 	1	SCH	  VCL Vaisala RS80 DigiCORA I, II, or Marwin auto corr, LoRAN wind 31313=46106^ <F=T403FL or 1680AL,P=Ac,T=CB,U=A,N=L>
4502	2007-06-20 12:00:00	DGM 	1	SCH	  DGM Germany Graw DFM06-TU-GPS radiosonde {2006} 31313=51808 or 51708^ <F=T402-406DL,P=0,T=TB,U=A,N=GC>
