	date_time	sensor_id	value	source	comment
0	1959-03-20 12:00:00	V8A 	1	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>
3438	1994-05-02 12:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
3439	1994-08-31 00:00:00	V8A 	1	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>
3576	1994-12-20 12:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
3577	1995-03-16 12:00:00	V8A 	1	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>
3593	1995-04-03 12:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
3595	1995-09-20 12:00:00	V8A 	1	SCH	  V8A Vaisala RS80 A-Humicap unspecified model {1981} WMO instr=37^ (assume W2=04 or 14, W3=37) <F=T403FL or 1680AL,P=Ac,T=CB,U=A>
4298	1997-12-02 12:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
4299	1999-06-28 12:00:00	VHG 	1	SCH	  VHG Vaisala RS80-15G or RS80-15GA codeless GPS radiosonde, pre-199905, Intermediate Frequency (IF) drift problem {1995}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>
5130	2002-01-28 12:00:00	XSF 	1	SCH	  XSF Surface PTUW observation only, no radiosonde^
5131	2002-04-05 12:00:00	VHG 	1	SCH	  VHG Vaisala RS80-15G or RS80-15GA codeless GPS radiosonde, pre-199905, Intermediate Frequency (IF) drift problem {1995}^ <F=T403FL,P=Ac,T=CB,U=A,N=G>
