	date_time	sensor_id	value	source	comment
0	1949-07-01 12:00:00	V18 	1	SCH	  V18 Vaisala RS18 hair hygrometer radiosonde {1972} WMO instr=35^ (W3=35, T=031) <F=T25,400,1680FR,P=2Ac,T=BRc,U=Hrc>
19056	1983-09-01 00:00:00	V2D 	1	SCH	  V2D Vaisala RS21 extremely dry radiosonde {1978} W3=36^ <F=T403FU,P=2Ac,T=BRc,U=A,N=VO>
855	2014-03-24 11:00:00	99	2	WMO	iMet-2/iMet-3200 GPS radiosonde with derived pressure from GPS height (South Africa)        
5419	2020-10-01 00:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
5420	2020-10-01 11:36:01	184	2	WMO	Vacant                              
13949	1960-08-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS13 25 MHZ 
13950	1960-08-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I2 , VAISALA RS12 WATER INSULATED 
13951	1960-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA UNSPECIFIED 
13952	1970-01-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA UNSPECIFIED , to , USA WEATHERMEASURE RD 1680 ERRONEOUS (? 
13953	1973-08-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS13 25 MHZ , to , VIZ UNSPECIFIED 
13954	1974-04-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VIZ UNSPECIFIED , to , VAISALA RS21 UNSPECIFIED 
13955	1985-04-01 00:00:00	IGRA2	3	IGRA2	CHANGE SONDE MODEL , VAISALA RS21 UNSPECIFIED , to , VAISALA RS80 UNSPECIFIED 
13956	1986-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS21 UNSPECIFIED 
13957	1989-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 
13958	1990-12-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , VAISALA RS80 UNSPECIFIED 
13957	1989-01-01 00:00:00	IGRA2	3	IGRA2	USING SONDE MODEL , I1 , VAISALA RS80 UNSPECIFIED 
