	date_time	sensor_id	value	source	comment
0	1949-07-01 12:00:00	BFg 	1	SCH	  BFg South Africa InterMet Africa BAT-16G radiosonde, no rad corr {2007} 31313=09808^ <F=T1676-1682FL,P=none,T=TB,U=A,N=G>
32063	2010-05-05 00:00:00	XXX 	1	SCH	  XXX Reject all obs with this station ID in this period^ misidentified or erroneous observations which should be rejected
32065	2010-07-29 12:00:00	BFg 	1	SCH	  BFg South Africa InterMet Africa BAT-16G radiosonde, no rad corr {2007} 31313=09808^ <F=T1676-1682FL,P=none,T=TB,U=A,N=G>
1113	2014-03-28 11:00:00	99	2	WMO	iMet-2/iMet-3200 GPS radiosonde with derived pressure from GPS height (South Africa)        
4311	2021-05-22 12:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4343	2021-06-06 12:00:00	136	2	WMO	Meisei iMDS-17 GPS dropsonde w/thermistor sensor, capacitance relative humidity   sensor, and capacitance pressure sensor (Japan)              
4345	2021-06-07 23:40:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4347	2021-06-09 00:00:00	136	2	WMO	Meisei iMDS-17 GPS dropsonde w/thermistor sensor, capacitance relative humidity   sensor, and capacitance pressure sensor (Japan)              
4348	2021-06-09 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
4351	2021-06-11 00:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4353	2021-06-12 00:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
4354	2021-06-12 12:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4366	2021-06-18 12:00:00	27	2	WMO	AVK-MRZ (Russian Federation)                
4367	2021-06-19 00:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4373	2021-06-22 00:00:00	125	2	WMO	Vaisala RS41/MARWIN MW32 (Finland)                           
4376	2021-06-23 12:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4395	2021-07-03 00:00:00	126	2	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           
4398	2021-07-04 12:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4485	2021-08-16 12:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
4486	2021-08-17 00:00:00	126	2	WMO	Meteolabor SRS–C34/Argus 37 (Switzerland)                           
4488	2021-08-18 00:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4541	2021-09-13 00:00:00	136	2	WMO	Meisei iMDS-17 GPS dropsonde w/thermistor sensor, capacitance relative humidity   sensor, and capacitance pressure sensor (Japan)              
4543	2021-09-14 00:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
4569	2021-09-27 00:00:00	128	2	WMO	AVK - AK2-02 (Russian Federation)                          
4570	2021-09-27 12:00:00	84	2	WMO	Sippican MARK II with chip thermistor, carbon element and derived pressure from   GPS height   
