station_id	source_uid	source_name	descriptionDataset	data_repository_ftp	wmo_id	station name	lat	lon	elev	fips_code	country	continent	station_data_policy	station_data_type	data_update_status	station_metadata_link	timestep	ver	obs_freq	obs_time_GMT	Temperature_start_year	Temperature_end_year	Wind_speed_start_year	Wind_speed_end_year	Wind_direction_start_year	Wind_direction_end_year	Dew_Point_Temperature_start_year	Dew_Point_Temperature_end_year	Frost_Point_Temperature_start_year	Frost_Point_Temperature_end_year	Relative_humidity_start_year	Relative_humidity_end_year	Ozone_concentration_start_year	Ozone_concentration_end_year	Geopotential_height_start_year	Geopotential_height_end_year	Obs_altitude_start_year	Obs_altitude_end_year	Air_pressure_start_year	Air_pressure_end_year	pointOfContact_Organisation	pointOfContact_ContactName	pointOfContact_Position	pointOfContact_MailAddress	principalInvestigator_Name	principalInvestigator_MailAddress	principalInvestigator_OnlineResource	revisionDate	creationDate	metadataStandard	alternativeMetadataReference_Title	alternativeMetadataReference_OnlineResource	referenceSystem	data_Identification	abstract	purpose	originator_Organisation	originator_Name	originator_Position	originator_MailAddress	applicationArea	stationDescription	startOfOperation	spatialExtent	spatialExtent	maintenanceAndUpdateFrequency	dataCentre	observedVariable-measurand_domain	stationPlatformModel	observedVariable-measurand_variable	stationPlatformType	temporal	featureType	useConstraints	otherConstraints	LanguageCode	characterEncoding	observedVariable-measurand_subdomain	measurementUnit_name	measurementUnit_abbreviation	temporalExtent	representativenessOfObservation	programmeNetworkAffiliation_Definition	regionOfOriginOfData	territoryOfOriginOfData_Name	territoryOfOriginOfData_ISO3CountryCode	stationPlatformUniqueIdentifier	coordinatesSourceDevice	stationStatus	sourceOfObservation	measurementObservingMethod	instrumentSpecifications	instrumentOperatingStatus	coordinatesSourceDevice	statusOfObservation	dataFormat	versionOfDataFormat	aggregationPeriod	referenceTime	qualityFlag_BUFR	qualityFlag_OGC	qualityFlaggingSystem	traceability	network_Names	network_IDs	measurementOriginalUnit_name
27612	ERA40	ECMWF		ERA40			55.750	37.570	187.0														1958-01-01	1978-12-31																																	x												35		101																																			
