primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	station_configuration_code
0-20000-0-43192	5	0	C:4208	[]	GOA/PANJIM	[]	[]	0	73.82	15.38	NA	1956-06-21	1961-11-30	1	0	63	NMS	[]	Mormugao	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	73.30142895557228	74.33857104442771	14.88	15.88	S. Schroeder	0	8
0-20000-0-07005	5	1	1:07005	[]	ABBEVILLE	[]	[]	0	1.834	50.134998	NA	1920-07-01	1921-03-31	1	0	63	NMS	[]	Abbeville	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	1.0539455604159143	2.614054439584086	49.634998	50.634998	S. Schroeder	0	8
0-20000-0-07110	5	2	1:07110	[]	BREST-GUIPAVAS	[]	[]	0	-4.412	48.444	NA	1948-01-29	1958-12-31	1	0	63	NMS	[]	Guipavas	NA	NA	0	63	29	1	NA	NA	[2, 29]	NA	[]	-5.165747918176411	-3.6582520818235884	47.944	48.944	S. Schroeder	0	13
0-20000-0-07145	5	3	1:07145	[]	TRAPPES	[]	[]	0	2.009	48.773998	NA	1948-01-02	1958-12-31	1	0	63	NMS	[]	Trappes	NA	NA	0	63	29	1	NA	NA	[2, 29]	NA	[]	1.2503101795291702	2.76768982047083	48.273998	49.273998	S. Schroeder	0	13
0-20000-0-07145	5	4	1:07149	[]	TRAPPES	[]	[]	0	2.384	48.716	NA	1921-03-01	1921-03-31	1	0	63	NMS	[]	Athis-Mons	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	1.6261852433879942	3.1418147566120056	48.216	49.216	S. Schroeder	0	8
0-20000-0-07145	5	5	1:07150	[]	TRAPPES	[]	[]	0	2.427	48.966999	NA	1920-07-01	1948-11-20	1	0	63	NMS	[]	Bonneuil	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	1.6653779694026967	3.1886220305973034	48.466999	49.466999	S. Schroeder	0	8
0-20000-0-07169	5	6	1:07169	[]	SAINT-DIZIER	[]	[]	0	4.903	48.631001	NA	1921-01-02	1921-03-31	1	0	63	NMS	[]	Saint-Dizier	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	4.14646265447098	5.659537345529019	48.131001	49.131001	S. Schroeder	0	8
0-20000-0-07180	5	7	1:07180	[]	NANCY-ESSEY	[]	[]	0	6.221	48.687	NA	1954-06-16	1958-12-31	1	0	63	NMS	[]	Saint-Max	NA	NA	0	63	29	1	NA	NA	[2, 29]	NA	[]	5.463621743029437	6.978378256970563	48.187	49.187	S. Schroeder	0	13
0-20000-0-07190	5	8	1:07190	[]	STRASBOURG-ENTZHEIM	[]	[]	0	7.64	48.549	NA	1923-05-02	1939-09-02	1	0	63	NMS	[]	Lingolsheim	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	6.884689362443761	8.39531063755624	48.049	49.049	S. Schroeder	0	8
0-20000-0-07280	5	9	1:07280	[]	DIJON-LONGVIC	[]	[]	0	5.088	47.266998	NA	1920-12-04	1933-12-31	1	0	63	NMS	[]	Chenôve	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	4.351170311318687	5.824829688681313	46.766998	47.766998	S. Schroeder	0	8
0-20000-0-07335	5	10	1:07335	[]	POITIERS-BIARD	[]	[]	0	0.314	46.592999	NA	1921-03-15	1921-03-31	1	0	63	NMS	[]	Poitiers	NA	NA	0	63	29	1	NA	NA	[111, 112]	NA	[]	-0.4136153296360781	1.0416153296360782	46.092999	47.092999	S. Schroeder	0	8
0-20000-0-07480	5	11	1:07480	[]	LYON-BRON	[]	[]	0	4.937	45.726002	NA	1920-09-01	1942-12-31	1	0	63	NMS	[]	Bron	NA	NA	0	63	29	1	NA	NA	[111, 112, 2, 29]	NA	[]	4.22076040197523	5.65323959802477	45.226002	46.226002	S. Schroeder	0	13
0-20000-0-07510	5	12	1:07510	[]	BORDEAUX MERIGNAC	[]	[]	0	-0.691	44.831001	NA	1920-11-10	1936-12-30	1	0	63	NMS	[]	Mérignac	NA	NA	0	63	29	1	NA	NA	[111, 112, 2, 29]	NA	[]	-1.3960303014983215	0.014030301498321518	44.331001	45.331001	S. Schroeder	0	13
