level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	zapolyarnyy	20.4	69.415408	30.813551																						[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20300-0-nan	IGRA2	zapolyarnyy	20.4	69.415408	30.813551																						[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	zapolyarnyy	20.4	69.415408	30.813551																						[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Petsamo	69.53	31.22	15				5514.0	-999-999	-999-999		0.0		0-20400-0-5514	CHUAN	zapolyarnyy	20.4	69.415408	30.813551		-999																				[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Alauostari (Petsamo)	69.53	31.25	6				4794.0	-999-999	-999-999		1.2		0-20400-0-4794	CHUAN	zapolyarnyy	20.4	69.415408	30.813551		-999																				[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Alauostari (Petsamo)	69.53	31.25	6				4795.0	-999-999	-999-999		1.2		0-20400-0-4795	CHUAN	zapolyarnyy	20.4	69.415408	30.813551		-999																				[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Petsamo, Finland / Pechenga, Russia	69.53	31.22	-999				22006.0				0.0		0-20600-0-22006	SCHROEDER	zapolyarnyy	20.4	69.415408	30.813551		22006	653.0	1926-01-01 00:00:00	1937-01-01 00:00:00																	[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20700-0-nan	WMO	zapolyarnyy	20.4	69.415408	30.813551																						[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	zapolyarnyy	20.4	69.415408	30.813551																						[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20111-0-nan	HARA	zapolyarnyy	20.4	69.415408	30.813551																						[69.53, 69.53]	[31.22, 31.22]	5514B.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	5514	0-20400-0-5514	['126', '137', '106', '107', '137', '138', '139', '140', '117']
