level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-72249	FORT WORTH, TX.	32.835	-97.29861111111111		Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(T)	32 50 06N	097 17 55W	72249	999	999	True	13.5		OSCAR	0-20000-0-72249	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20000-0-74739	FORT WORTH MEACHAM INT. ARPT	32.81888888888889	-97.3611111111111	215.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	32 49 08N	097 21 40W	74739	999	999	False	15.1		OSCAR	0-20000-0-74739	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2	0-20000-0-72259	DALLAS-FORT WORTH/FORT WORTH REG.AIRPORT, TX.	32.9	-97.03333333333333	182.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBSN(S)	32 54 00N	097 02 00W	72259	999	999	False	28.5		OSCAR	0-20000-0-72259	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		FORT WORTH	32.835	-97.2986	195.2				72249	1937	2021	True	13.5		IGRA2	0-20300-0-72249	forest hill	5.6	32.671944399999994	-97.2688889	USM00072249																					[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		DALLAS HENSLEY FIELD	32.7333	-96.9667	149.0				13907	1931	1935	True	26.6		IGRA2	0-20300-0-13907	forest hill	5.6	32.671944399999994	-97.2688889	USW00013907																					[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		FORT WORTH MEACHAM FIELD	32.82	-97.35	214.88400000000001				13961	19460801	19530101		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		FORT WORTH MEACHUM	32.82	-97.35	215.18880000000001				13961	19360101	19370101		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		FORT WORTH MEACHUM	32.82	-97.35	209.7024				13961	19340101	19360101		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		FORT WORTH MEACHUM	32.82	-97.35					13961	19850131	19850501		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4		FORT WORTH MEACHAM FIELD	32.82	-97.35	216.40800000000002				13961	19950101	19970923		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5		FORT WORTH MEACHAM FIELD	32.82	-97.35	216.40800000000002				13961	19930101	19950101		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
6	6		FORT WORTH MEACHAM FIELD	32.82	-97.35	209.3976				13961	19911101	19930101		14.5		WBAN	0-20500-0-13961	forest hill	5.6	32.671944399999994	-97.2688889																						[32.72, 32.72]	[-97.25, -97.25]	5136.txt_converted_csv_reduced.csv	giub	1914-01-02	1962-12-30	5136	0-20000-0-72249	['126', '137', '106', '107', '137', '138', '139', '140', '117']
