level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-16464	SIRACUSA	37.066111111111105	15.279444444444445	3.0	Surface land meteorological station (SYNOP), GOS	37 03 58N	015 16 46E	16464	999	999	False	19.5		OSCAR	0-20000-0-16464	augusta	2.1	37.216667	15.216667																						[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20000-0-16460	CATANIA FONTANAROSSA	37.46666666666667	15.06388888888889	17.0	Surface land meteorological station (SYNOP), GOS	37 28 00N	015 03 50E	16460	999	999	False	28.9		OSCAR	0-20000-0-16460	augusta	2.1	37.216667	15.216667																						[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		CATANIA	37.47	15.07	142.0				00012	1941	1943	True	29.0		IGRA2	0-20300-0-00012	augusta	2.1	37.216667	15.216667	ITXUAC00012																					[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		GERBINI MU 5	37.35	15.02	35.052				33108	19430801	19430930		20.8		WBAN	0-20500-0-33108	augusta	2.1	37.216667	15.216667																						[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		FONTANA	37.45	15.05	3.048				33111	19431001	19440331		27.8		WBAN	0-20500-0-33111	augusta	2.1	37.216667	15.216667																						[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Augusta	37.23	15.2	31				5047	-999-999	-999-999		0.0		CHUAN	0-20400-0-5047	augusta	2.1	37.216667	15.216667		-999																				[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Catania	37.07	15.08	5				5090	-999-999	-999-999		20.7		CHUAN	0-20400-0-5090	augusta	2.1	37.216667	15.216667		-999																				[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Syracusa, Sicily, Italy	37.07	15.3	-999				16464				19.9		SCHROEDER	0-20600-0-16464	augusta	2.1	37.216667	15.216667		16464	598.0	1939-02-24 00:00:00	1939-02-24 00:00:00																	[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		CATANIA FONTANAROSSA    0	37.46666666666667	15.05	-999.0				16460				29.4		WMO	0-20700-0-16460	augusta	2.1	37.216667	15.216667		16460	946.0																			[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															AMMA	0-20800-0-nan	augusta	2.1	37.216667	15.216667																						[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															HARA	0-20111-0-nan	augusta	2.1	37.216667	15.216667																						[37.23, 37.23]	[15.2, 15.2]	5047A.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5047	0-20000-0-16464	['126', '137', '106', '107', '137', '138', '139', '140', '117']
