level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20300-0-nan	IGRA2	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Mys Shmidta	68.92	180.53	7				4716.0	193610	193706		0.0		0-20400-0-4716	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Mys Shmidta	68.92	180.53	10				4726.0	193708	193806		0.0		0-20400-0-4726	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Mys Shmidta	68.92	180.53	7				4735.0	193810	193906		0.0		0-20400-0-4735	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		Mys Shmidta	68.92	180.53	7				4743.0	193907	194006		0.0		0-20400-0-4743	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4		Mys Shmidta	68.92	180.53	14				4750.0	194407	194506		0.0		0-20400-0-4750	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5		Mys Shmidta	68.92	180.53	12				4759.0	194608	194706		0.0		0-20400-0-4759	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
6	6		Mys Shmidta	68.92	180.53	12				4769.0	194807	194812		0.0		0-20400-0-4769	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
7	7		Mys Shmidta	68.92	180.53	12				4779.0	194907	194912		0.0		0-20400-0-4779	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
8	8		Mys Shmidta	68.92	180.53	14				5995.0	-999-999	-999-999		0.0		0-20400-0-5995	CHUAN	anadyr	483.8	64.75	177.48333300000004		-999																				[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20600-0-nan	SCHROEDER	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20700-0-nan	WMO	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20111-0-nan	HARA	anadyr	483.8	64.75	177.48333300000004																						[68.92, 68.92]	[180.53, 180.53]	4779.txt_converted_csv_reduced.csv	giub	1906-01-02	1962-12-30	4779	0-20400-0-4716	['126', '137', '106', '107', '137', '138', '139', '140', '117']
