level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-91929	BORA-BORA-MOTU-AERO	-16.44527777777778	-151.75194444444443	3.0	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, GSN, RBCN, CLIMAT(C)	16 26 43S	151 45 07W	91929	999	999	False	5.1		OSCAR	0-20000-0-91929	faaa	257.7	-17.55	-149.6																						[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		BORA-BORA	-16.45	-151.75	3.0				91929	1974	1999	True	4.6		IGRA2	0-20300-0-91929	faaa	257.7	-17.55	-149.6	FPM00091929																					[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		BORA BORA NF	-16.47	-151.75	6.096				61503	19420401	19451130		2.4		WBAN	0-20500-0-61503	faaa	257.7	-17.55	-149.6																						[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		BORA BORA AAF	-16.45	-151.77	3.048				61502	19430701	19440831		4.8		WBAN	0-20500-0-61502	faaa	257.7	-17.55	-149.6																						[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Faanui 1	-16.491	-151.756	2				4429	195011	-999-999		0.0		CHUAN	0-20400-0-4429	faaa	257.7	-17.55	-149.6		91930																				[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Faanui 1	-16.491	-151.756	2				4428	195011	-999-999		0.0		CHUAN	0-20400-0-4428	faaa	257.7	-17.55	-149.6		91930																				[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Bora-Bora, Society Islands, French Polynesia	-16.45	-151.75	-999				91929				4.6		SCHROEDER	0-20600-0-91929	faaa	257.7	-17.55	-149.6		91929	3793.0	1998-06-25 00:00:00	1998-06-25 00:00:00																	[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		NTTB Bora-Bora AP, Society Islands, French Polynesia	-16.45	-151.75	-999				91930				4.6		SCHROEDER	0-20600-0-91930	faaa	257.7	-17.55	-149.6		91930	3794.0	9999999	9999999																	[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		BORA BORA                	-16.483333333333334	-151.75	-999.0				91930				1.1		WMO	0-20700-0-91930	faaa	257.7	-17.55	-149.6		91930	135.0																			[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		BORA-BORA-MOTU-AERO      	-16.433333333333334	-151.75	-999.0				91929				6.4		WMO	0-20700-0-91929	faaa	257.7	-17.55	-149.6		91929	4822.0																			[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															AMMA	0-20800-0-nan	faaa	257.7	-17.55	-149.6																						[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															HARA	0-20111-0-nan	faaa	257.7	-17.55	-149.6																						[-16.491, -16.491]	[-151.756, -151.756]	4428A.txt_converted_csv_reduced.csv	giub	1906-05-29	1960-12-31	4428	0-20000-0-91929	['126', '137', '106', '107', '137', '138', '139', '140', '117']
