level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20300-0-nan	IGRA2	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Cape Tscheljuskin	77.53	105.67	0				5766.0	-999-999	-999-999		0.0		0-20400-0-5766	CHUAN	None	None	None	None		-999																				[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Cape Tscheljuskin	77.53	105.67	0				5768.0	-999-999	-999-999		0.0		0-20400-0-5768	CHUAN	None	None	None	None		-999																				[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Cape Tscheljuskin	77.53	105.67	0				5767.0	-999-999	-999-999		0.0		0-20400-0-5767	CHUAN	None	None	None	None		-999																				[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20600-0-nan	SCHROEDER	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20700-0-nan	WMO	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20111-0-nan	HARA	None	None	None	None																						[77.53, 77.53]	[105.67, 105.67]	5768.txt_converted_csv_reduced.csv	giub	1908-10-10	1960-12-31	5768	0-20400-0-5766	['126', '137', '106', '107', '137', '138', '139', '140', '117']
