level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20300-0-nan	IGRA2	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Angoulême	45.65	0.15	100				5638.0	-999-999	-999-999		0.0		0-20400-0-5638	CHUAN	angouleme	0.0	45.65	0.15		-999																				[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Angoulême-Lucioles	45.633	0.203	130				6066.0	192101	193004		4.5		0-20400-0-6066	CHUAN	angouleme	0.0	45.65	0.15		-999																				[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Angoulême-Lucioles	45.633	0.203	130				4503.0	192101	193004		4.5		0-20400-0-4503	CHUAN	angouleme	0.0	45.65	0.15		-999																				[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		Angoulême-Lucioles	45.633	0.203	130				6063.0	192101	193004		4.5		0-20400-0-6063	CHUAN	angouleme	0.0	45.65	0.15		-999																				[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4		Angoulême-Isle d'Espagnac	45.666	0.216	83				6064.0	193005	197609		5.4		0-20400-0-6064	CHUAN	angouleme	0.0	45.65	0.15		-999																				[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5		Angoulême	45.67	0.22	134				5041.0	-999-999	-999-999		5.9		0-20400-0-5041	CHUAN	angouleme	0.0	45.65	0.15		-999																				[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20600-0-nan	SCHROEDER	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20700-0-nan	WMO	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20111-0-nan	HARA	angouleme	0.0	45.65	0.15																						[45.65, 45.65]	[0.15, 0.15]	5638.txt_converted_csv_reduced.csv	giub	1922-10-26	1960-12-31	5638	0-20400-0-5638	['126', '137', '106', '107', '137', '138', '139', '140', '117']
