level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-67341	MAPUTO/MAVALANE	-25.916666666666668	32.56666666666667	44.0	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(ST), RBCN, CLIMAT(C)	25 55 00S	032 34 00E	67341	999	999	True	0.5		OSCAR	0-20000-0-67341	maputo	5.4	-25.96527780000001	32.5891667																						[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-508-0-67340	PORTO DE MAPUTO_AUTO	-25.966666666666665	32.56666666666667		Automatic weather station (AWS), Climatological station, Precipitation station, Surface land meteorological station (SYNOP), GOS, RBSN	25 58 00S	032 34 00E	67340	999	999	False	5.2		OSCAR	0-508-0-67340	maputo	5.4	-25.96527780000001	32.5891667																						[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2	0-20000-0-67339	MAPUTO OBSERVATORIO	-25.966666666666665	32.6	60.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	25 58 00S	032 36 00E	67339	999	999	False	6.0		OSCAR	0-20000-0-67339	maputo	5.4	-25.96527780000001	32.5891667																						[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3	0-508-0-67348	UMBELUZI_AUTO	-26.05	32.38		Automatic weather station (AWS), Climatological station, Precipitation station, Surface land meteorological station (SYNOP), CLIMAT(C), RBSN, GOS	26 03 00S	032 22 48E	67348	999	999	False	23.9		OSCAR	0-508-0-67348	maputo	5.4	-25.96527780000001	32.5891667																						[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		MAPUTO/MAVALANE	-25.917	32.567	44.0				67341	1937	1996	True	0.4		IGRA2	0-20300-0-67341	maputo	5.4	-25.96527780000001	32.5891667	MZM00067341																					[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WBAN	0-20500-0-nan	maputo	5.4	-25.96527780000001	32.5891667																						[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Maputo/Mavalane-Mozambique	-25.92	32.57	37				5853	190901	-999-999		0.0		CHUAN	0-20400-0-5853	maputo	5.4	-25.96527780000001	32.5891667		673410																				[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	2		Maputo/Mavalane-Mozambique	-25.92	32.57	37				4207	190901	-999-999		0.0		CHUAN	0-20400-0-4207	maputo	5.4	-25.96527780000001	32.5891667		67341																				[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	4		Maputo	-25.97	32.6	69				4823	-999-999	-999-999		6.3		CHUAN	0-20400-0-4823	maputo	5.4	-25.96527780000001	32.5891667		-999																				[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	5		Maputo	-25.97	32.6	39				4825	-999-999	-999-999		6.3		CHUAN	0-20400-0-4825	maputo	5.4	-25.96527780000001	32.5891667		-999																				[-25.92, -25.92]	[32.57, 32.57]	4207A.txt_converted_csv_reduced.csv	giub	1914-02-01	1954-10-31	4207	0-20000-0-67341	['126', '137', '106', '107', '137', '138', '139', '140', '117']
