level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None																						[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		OSTROV CHETYREKHSTOLBO	70.63	162.4	38.0				21965	1924	1994	True	0.0		0-20300-0-21965	IGRA2	None	None	None	None	RSM00021965																					[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	None	None	None	None																						[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Ostrov Chetyriohstolbovii	70.63	162.4	11				4718	193611	193704		0.0		0-20400-0-4718	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Ostrov Chetyriohstolbovii	70.63	162.4	11				4728	193710	193806		0.0		0-20400-0-4728	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Ostrov Chetyriohstolbovii	70.63	162.4	10				4737	193807	193904		0.0		0-20400-0-4737	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		Ostrov Chetyriohstolbovii	70.63	162.4	10				4745	193912	194005		0.0		0-20400-0-4745	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4		Ostrov Chetyriohstolbovii	70.63	162.4	10				4751	194407	194506		0.0		0-20400-0-4751	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5		Ostrov Chetyriohstolbovii	70.63	162.4	10				4761	194611	194706		0.0		0-20400-0-4761	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
6	6		Ostrov Chetyriohstolbovii	70.63	162.4	10				4771	194807	194812		0.0		0-20400-0-4771	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
7	7		Ostrov Chetyriohstolbovii	70.63	162.4	10				4781	194907	194909		0.0		0-20400-0-4781	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
8	8		Ostrov Chetyrekhstolbovoy	70.63	162.4	10				5997	-999-999	-999-999		0.0		0-20400-0-5997	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
9	9		Ostrov Chetyrekhstolbovoy	70.72	162.42	0				5770	-999-999	-999-999		10.1		0-20400-0-5770	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
10	10		Ostrov Chetyrekhstolbovoy	70.72	162.42	0				5771	-999-999	-999-999		10.1		0-20400-0-5771	CHUAN	None	None	None	None		-999																				[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Ostrov Chetyrekhstolbovoy, Russia	70.63	162.4	-999				21965				0.0		0-20600-0-21965	SCHROEDER	None	None	None	None		21965	650.0	1933-09-01 00:00:00	1993-10-28 00:00:00																	[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		OSTROV CETYREH-STOLBOVOJ 	70.63333333333334	162.4	-999.0				21965				0.4		0-20700-0-21965	WMO	None	None	None	None		21965	762.0																			[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	None	None	None	None																						[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		OSTROV CHETYREKHSTOLBO 	70.63	162.4					21965			True	0.0		0-20111-0-21965	HARA	None	None	None	None		21965																	SOVIET	17650.0	58-87	[70.63, 70.63]	[162.4, 162.4]	5997.txt_converted_csv_reduced.csv	giub	1926-07-05	1967-06-19	5997	0-20300-0-21965	['126', '137', '106', '107', '137', '138', '139', '140', '117']
