level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-554-0-89668	Arrival Heights	-77.83194444444445	166.66		GAW Regional, NDACC, GOS	77 49 55S	166 39 36E	89668	999	999	False	22.0		OSCAR	0-554-0-89668	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20008-0-ARH	Arrival Heights	-77.83194444444445	166.66		GAW Regional, NDACC, GOS	77 49 55S	166 39 36E	ARH	999	999	False	22.0		OSCAR	0-20008-0-ARH	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2	0-20000-0-89664	MCMURDO	-77.85	166.66666666666666	24.0	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), ANTON, GOS, GUAN, GSN, ANTON(T), CLIMAT(C)	77 51 00S	166 40 00E	89664	999	999	True	24.0		OSCAR	0-20000-0-89664	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3	0-554-0-89665	Scott Base	-77.85	166.76611111111112		Surface land meteorological station (SYNOP), GAW Regional, NDACC, GOS	77 51 00S	166 45 58E	89665	999	999	False	24.9		OSCAR	0-554-0-89665	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4	0-20008-0-SBS	Scott Base	-77.85	166.76611111111112		Surface land meteorological station (SYNOP), GAW Regional, NDACC, GOS	77 51 00S	166 45 58E	SBS	999	999	False	24.9		OSCAR	0-20008-0-SBS	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5	0-20000-0-89674	WILLIAMS FIELD	-77.86666666666666	166.96666666666667		Surface land meteorological station (SYNOP), GOS	77 52 00S	166 58 00E	89674	999	999	False	28.9		OSCAR	0-20000-0-89674	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		MCMURDO	-77.85	166.6667	24.0				89664	1956	2021	True	24.0		IGRA2	0-20300-0-89664	None	None	None	None	AYM00089664																					[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		MCMURDO STN AIR SAMP	-77.83	166.6	11.277600000000001				87604	19851204	19871028		21.3		WBAN	0-20500-0-87604	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		HUT POINT	-77.88	166.73	26.2128				87603	19621001	99991231		27.6		WBAN	0-20500-0-87603	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		MCMURDO SOUND NAF	-77.88	166.73	24.0792				87601	19560301	99991231		27.6		WBAN	0-20500-0-87601	None	None	None	None																						[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Mt. Erebus	-77.65	166.3	0				4842	-999-999	-999-999		0.0		CHUAN	0-20400-0-4842	None	None	None	None		-999																				[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		(made up station ID) McMurdo (operated by US Navy), Antarctica rocketsondes	-77.85	166.62	-999				89663				23.6		SCHROEDER	0-20600-0-89663	None	None	None	None		89663	3705.0	1962-12-21 00:00:00	1962-12-21 00:00:00																	[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		McMurdo (operated by US Navy), Antarctica	-77.85	166.62	-999				89664				23.6		SCHROEDER	0-20600-0-89664	None	None	None	None		89664	3706.0	1956-04-15 00:00:00	1991-11-22 00:00:00																	[-77.65, -77.65]	[166.3, 166.3]	4842.txt_converted_csv_reduced.csv	giub	1896-11-14	1968-11-29	4842	0-20000-0-89664	['126', '137', '106', '107', '137', '138', '139', '140', '117']
