level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-08222	MADRID, RETIRO	40.411944444444444	-3.6780555555555554	667.0	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), GOS	40 24 43N	003 40 41W	08222	999	999	False	1.3		OSCAR	0-20000-0-08222	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-724-0-0000000000008222	MADRID,RETIRO	40.41166666666666	-3.6780555555555554		Precipitation station, GOS	40 24 42N	003 40 41W	0000000000008222	999	999	False	1.3		OSCAR	0-724-0-0000000000008222	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2	0-20000-0-08220	MADRID/C. UNIVERSITARIA	40.45166666666667	-3.7241666666666666	669.0	Surface land meteorological station (SYNOP), GOS	40 27 06N	003 43 27W	08220	999	999	False	6.9		OSCAR	0-20000-0-08220	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3	0-724-0-0000000000008220	MADRID, C. UNIVERSITARIA	40.45166666666667	-3.7241666666666666		Precipitation station, GOS	40 27 06N	003 43 27W	0000000000008220	999	999	False	6.9		OSCAR	0-724-0-0000000000008220	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4	0-20000-0-08223	MADRID/CUATRO VIENTOS	40.37555555555556	-3.786111111111111	687.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	40 22 32N	003 47 10W	08223	999	999	False	9.4		OSCAR	0-20000-0-08223	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5	0-20001-0-08221	MADRID/BARAJAS RS	40.46527777777778	-3.579722222222222		Upper-air / Radiosonde station, RBSN(T), GOS	40 27 55N	003 34 47W	08221	999	999	True	11.2		OSCAR	0-20001-0-08221	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
6	6	0-20000-0-08224	MADRID/GETAFE	40.29944444444444	-3.7222222222222223	617.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	40 17 58N	003 43 20W	08224	999	999	False	11.7		OSCAR	0-20000-0-08224	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
7	7	0-20000-0-08221	MADRID/BARAJAS	40.46666666666667	-3.5555555555555554	582.0	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), CLIMAT(C)	40 28 00N	003 33 20W	08221	999	999	False	12.9		OSCAR	0-20000-0-08221	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
8	8	0-20000-0-08227	MADRID/TORREJON	40.483333333333334	-3.443611111111111	612.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	40 29 00N	003 26 37W	08227	999	999	False	22.1		OSCAR	0-20000-0-08227	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
9	9	0-20000-0-08228	TORREJON DE VELASCO	40.17583333333333	-3.713611111111111		Surface land meteorological station (SYNOP), GOS	40 10 33N	003 42 49W	08228	999	999	False	25.1		OSCAR	0-20000-0-08228	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		MADRID/BARAJAS RS	40.4653	-3.5797	631.0				08221	1950	2021	True	11.2		IGRA2	0-20300-0-08221	madrid	1.4	40.408566	-3.69222	SPM00008221																					[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		MADRID	40.32	-3.72	624.2304				14012	19551101	19570930		9.5		WBAN	0-20500-0-14012	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		MADRID	40.47	-3.57					14007	19450801	19461231		12.1		WBAN	0-20500-0-14007	madrid	1.4	40.408566	-3.69222																						[40.4, 40.4]	[-3.68, -3.68]	5222A.txt_converted_csv_reduced.csv	giub	1920-01-25	1956-12-31	5222	0-20001-0-08221	['126', '137', '106', '107', '137', '138', '139', '140', '117']
