level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-41196	SHARJAH INTERNATIONAL AIRPORT	25.333333333333332	55.516666666666666	33.0	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, CLIMAT(C), RBCN, RBSN(S)	25 20 00N	055 31 00E	41196	999	999	False	11.9		OSCAR	0-20000-0-41196	sharjah	0.9	25.35731	55.40330400000001																						[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20000-0-41194	DUBAI INTERNATIONAL AIRPORT	25.25	55.333333333333336	5.0	Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	25 15 00N	055 20 00E	41194	999	999	False	13.0		OSCAR	0-20000-0-41194	sharjah	0.9	25.35731	55.40330400000001																						[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		SHARJAH	25.25	55.37	4.0				05467	1935	1942	True	11.5		IGRA2	0-20300-0-05467	sharjah	0.9	25.35731	55.40330400000001	AEXUAE05467																					[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		SHARJAH	25.35	55.4	2.1336				32504	19440301	19450831		0.0		WBAN	0-20500-0-32504	sharjah	0.9	25.35731	55.40330400000001																						[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		DUBAI NODE 027 D S	25.25	55.37	4.8768				32510	19910201	19910228		11.5		WBAN	0-20500-0-32510	sharjah	0.9	25.35731	55.40330400000001																						[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		SHARJAH NODE 010 D S	25.33	55.52	33.8328				32513	19910201	19910331		12.3		WBAN	0-20500-0-32513	sharjah	0.9	25.35731	55.40330400000001																						[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		AL MINHAD NODE 004	25.17	55.37	91.44				32511	19901001	19910228		20.2		WBAN	0-20500-0-32511	sharjah	0.9	25.35731	55.40330400000001																						[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Sharjah	25.35	55.4	10				5552	-999-999	-999-999		0.0		CHUAN	0-20400-0-5552	sharjah	0.9	25.35731	55.40330400000001		-999																				[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Sharjah	25.35	55.4	10				5831	-999-999	-999-999		0.0		CHUAN	0-20400-0-5831	sharjah	0.9	25.35731	55.40330400000001		-999																				[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Sharjah	25.25	55.37	4				5467	-999-999	-999-999		11.5		CHUAN	0-20400-0-5467	sharjah	0.9	25.35731	55.40330400000001		-999																				[25.35, 25.35]	[55.4, 55.4]	5552.txt_converted_csv_reduced.csv	giub	1900-04-21	1952-01-26	5552	0-20000-0-41196	['126', '137', '106', '107', '137', '138', '139', '140', '117']
