level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	logansport	17.4	40.7544444	-86.3566667																						[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		ROYAL CENTER	40.8833	-86.4833	224.0				94881	1918	1932	True	0.5		0-20300-0-94881	IGRA2	logansport	17.4	40.7544444	-86.3566667	USW00094881																					[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		ROYAL CENTER	40.86	-86.51	219.45600000000002				94881	20020520	20020926		3.4		0-20500-0-94881	WBAN	logansport	17.4	40.7544444	-86.3566667																						[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		ROYAL CENTER	40.86	-86.51	219.45600000000002				94881	19990401	20020520		3.4		0-20500-0-94881	WBAN	logansport	17.4	40.7544444	-86.3566667																						[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		ROYAL CENTER	40.85	-86.5	219.45600000000002				94881	19880301	19990401		3.7		0-20500-0-94881	WBAN	logansport	17.4	40.7544444	-86.3566667																						[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		ROYAL CENTER 2 NE	40.85	-86.5	220.06560000000002				94881	19700301	19700324		3.7		0-20500-0-94881	WBAN	logansport	17.4	40.7544444	-86.3566667																						[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4		ROYAL CENTER	40.85	-86.5	220.06560000000002				94881	19700324	19880301		3.7		0-20500-0-94881	WBAN	logansport	17.4	40.7544444	-86.3566667																						[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Royal Center	40.88	-86.48	220				5307	-999-999	-999-999		0.0		0-20400-0-5307	CHUAN	logansport	17.4	40.7544444	-86.3566667		-999																				[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Royal Center	40.88	-86.48	220				5309	-999-999	-999-999		0.0		0-20400-0-5309	CHUAN	logansport	17.4	40.7544444	-86.3566667		-999																				[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	3		Royal Center	40.88	-86.48	220				5308	-999-999	-999-999		0.0		0-20400-0-5308	CHUAN	logansport	17.4	40.7544444	-86.3566667		-999																				[40.88, 40.88]	[-86.48, -86.48]	5307B.txt_converted_csv_reduced.csv	giub	1921-07-12	1955-04-22	5307	0-20300-0-94881	['126', '137', '106', '107', '137', '138', '139', '140', '117']
