level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20300-0-nan	IGRA2	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Calais	50.95	1.87	5				5653.0	-999-999	-999-999		0.0		0-20400-0-5653	CHUAN	calais	0.8	50.951241	1.85899		-999																				[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Saint-Inglevert	50.875	1.74	123				6048.0	192007	193911		12.4		0-20400-0-6048	CHUAN	calais	0.8	50.951241	1.85899		-999																				[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Saint-Inglevert	50.875	1.74	123				4500.0	192007	193911		12.4		0-20400-0-4500	CHUAN	calais	0.8	50.951241	1.85899		-999																				[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		St. Inglevert	50.87	1.73	123				5344.0	-999-999	-999-999		13.3		0-20400-0-5344	CHUAN	calais	0.8	50.951241	1.85899		-999																				[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20600-0-nan	SCHROEDER	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20700-0-nan	WMO	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20111-0-nan	HARA	calais	0.8	50.951241	1.85899																						[50.95, 50.95]	[1.87, 1.87]	5653.txt_converted_csv_reduced.csv	giub	1920-10-01	1959-12-31	5653	0-20400-0-5653	['126', '137', '106', '107', '137', '138', '139', '140', '117']
