level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		DUE WEST	34.35	-82.3667	217.0				93871	1920	1932	True	0.3		0-20300-0-93871	IGRA2	greenwood	25.7	34.1952778	-82.1619444	USW00093871																					[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		DUE WEST	34.35	-82.37	217.01760000000002				93871	19201201	19210101		0.0		0-20500-0-93871	WBAN	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		DUE WEST	34.35	-82.37	217.01760000000002				93871	19210101	19321231		0.0		0-20500-0-93871	WBAN	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		GREENWOOD	34.25	-82.16	192.3288				53874	20000524	99991231		22.3		0-20500-0-53874	WBAN	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Due West	34.35	-82.37	213				5122	-999-999	-999-999		0.0		0-20400-0-5122	CHUAN	greenwood	25.7	34.1952778	-82.1619444		-999																				[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Due West	34.35	-82.37	213				6077	-999-999	-999-999		0.0		0-20400-0-6077	CHUAN	greenwood	25.7	34.1952778	-82.1619444		-999																				[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	4		Due West	34.35	-82.37	213				5123	-999-999	-999-999		0.0		0-20400-0-5123	CHUAN	greenwood	25.7	34.1952778	-82.1619444		-999																				[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	5		Due West	34.35	-82.37	213				4899	-999-999	-999-999		0.0		0-20400-0-4899	CHUAN	greenwood	25.7	34.1952778	-82.1619444		-999																				[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		(assigned station ID) Due West kite station, SC	34.35	-82.37	-999				72312				0.0		0-20600-0-72312	SCHROEDER	greenwood	25.7	34.1952778	-82.1619444		72312	2454.0	1920-10-12 00:00:00	1920-10-12 00:00:00																	[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20700-0-nan	WMO	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20800-0-nan	AMMA	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20111-0-nan	HARA	greenwood	25.7	34.1952778	-82.1619444																						[34.35, 34.35]	[-82.37, -82.37]	5122B.txt_converted_csv_reduced.csv	giub	1909-08-22	1959-09-08	5122	0-20300-0-93871	['126', '137', '106', '107', '137', '138', '139', '140', '117']
