level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-16570	TEULADA	38.98916666666667	8.66	52.0	Surface land meteorological station (SYNOP), GOS	38 59 21N	008 39 36E	16570	999	999	False	20.4		OSCAR	0-20000-0-16570	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20000-0-16549	CARLOFORTE	39.136944444444445	8.311388888888889	13.0	Surface land meteorological station (SYNOP), GOS	39 08 13N	008 18 41E	16549	999	999	False	23.2		OSCAR	0-20000-0-16549	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															IGRA2	0-20300-0-nan	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WBAN	0-20500-0-nan	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Capo Sperone	38.95	8.43	178				5086	-999-999	-999-999		0.0		CHUAN	0-20400-0-5086	carbonia	25.4	39.167222	8.522222		-999																				[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	2		Capo Sperone	38.95	8.43	225				4892	-999-999	-999-999		0.0		CHUAN	0-20400-0-4892	carbonia	25.4	39.167222	8.522222		-999																				[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															SCHROEDER	0-20600-0-nan	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WMO	0-20700-0-nan	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															AMMA	0-20800-0-nan	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															HARA	0-20111-0-nan	carbonia	25.4	39.167222	8.522222																						[38.95, 38.95]	[8.43, 8.43]	5086B.txt_converted_csv_reduced.csv	giub	1900-09-14	1952-12-31	5086	0-20000-0-16570	['126', '137', '106', '107', '137', '138', '139', '140', '117']
