level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-13455	HERCEG NOVI-IGALO	42.45	18.55	10.0	Surface land meteorological station (SYNOP), GOS	42 27 00N	018 33 00E	13455	999	999	False	4.7		OSCAR	0-20000-0-13455	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1	0-20000-0-13457	TIVAT	42.4	18.733333333333334	5.0	Surface land meteorological station (SYNOP), GOS, RBSN(S)	42 24 00N	018 44 00E	13457	999	999	False	11.5		OSCAR	0-20000-0-13457	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															IGRA2	0-20300-0-nan	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WBAN	0-20500-0-nan	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Gjenovic	42.43	18.6	5				5142	-999-999	-999-999		0.0		CHUAN	0-20400-0-5142	trebinje	37.7	42.71194439999999	18.3441667		-999																				[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Kumbor	42.43	18.6	5				5191	-999-999	-999-999		0.0		CHUAN	0-20400-0-5191	trebinje	37.7	42.71194439999999	18.3441667		-999																				[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Denodic	42.43	18.6	5				5112	-999-999	-999-999		0.0		CHUAN	0-20400-0-5112	trebinje	37.7	42.71194439999999	18.3441667		-999																				[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															SCHROEDER	0-20600-0-nan	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WMO	0-20700-0-nan	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															AMMA	0-20800-0-nan	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															HARA	0-20111-0-nan	trebinje	37.7	42.71194439999999	18.3441667																						[42.43, 42.43]	[18.6, 18.6]	5142B.txt_converted_csv_reduced.csv	giub	-999-03-30	1972-12-31	5142	0-20000-0-13455	['126', '137', '106', '107', '137', '138', '139', '140', '117']
