level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0	0-20000-0-25563	ANADYR'	64.78333333333333	177.56666666666666	60.94	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), GOS, RBCN, RBSN(S), GSN	64 47 00N	177 34 00E	25563	999	999	False	0.5		OSCAR	0-20000-0-25563	anadyr	4.9	64.75	177.48333300000004																						[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		ANADYR	64.7833	177.5667	64.0				25563	1940	2013	True	0.5		IGRA2	0-20300-0-25563	anadyr	4.9	64.75	177.48333300000004	RSM00025563																					[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															WBAN	0-20500-0-nan	anadyr	4.9	64.75	177.48333300000004																						[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Anadyr	64.78	177.56	0				5991	-999-999	-999-999		0.0		CHUAN	0-20400-0-5991	anadyr	4.9	64.75	177.48333300000004		-999																				[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Anadyr	64.78	177.56	0				6004	-999-999	-999-999		0.0		CHUAN	0-20400-0-6004	anadyr	4.9	64.75	177.48333300000004		-999																				[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Anadir'	64.78	177.57	23				4541	195404	195409		0.5		CHUAN	0-20400-0-4541	anadyr	4.9	64.75	177.48333300000004		-999																				[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		Anadir'	64.78	177.57	23				4603	195410	195504		0.5		CHUAN	0-20400-0-4603	anadyr	4.9	64.75	177.48333300000004		-999																				[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Anadyr', Russia	64.75	177.48	-999				25563				5.1		SCHROEDER	0-20600-0-25563	anadyr	4.9	64.75	177.48333300000004		25563	709.0	1940-10-23 00:00:00	2003-06-11 00:00:00																	[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		ANADYR'                  	64.78333333333333	177.56666666666666	-999.0				25563				0.5		WMO	0-20700-0-25563	anadyr	4.9	64.75	177.48333300000004		25563	710.0																			[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															AMMA	0-20800-0-nan	anadyr	4.9	64.75	177.48333300000004																						[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															HARA	0-20111-0-nan	anadyr	4.9	64.75	177.48333300000004																						[64.78, 64.78]	[177.56, 177.56]	5991.txt_converted_csv_reduced.csv	giub	1928-03-13	1944-06-29	5991	0-20000-0-25563	['126', '137', '106', '107', '137', '138', '139', '140', '117']
