level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	GCOS	ASECNA	Frequency per day	SOP frequency	IOP frequency	Upgraded ground station	2006 Success Rate (%)	Best 2006 Monthly success (%)	min_date	max_date	files	conv_lat	conv_lon	COUNTRY	#_OF _SOUNDINGS	YEARS	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None																						[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		BUKHTA TIKHAYA/GUKER IS.	80.45	52.8	5.0				20047	1934	1956	True	14.5		0-20300-0-20047	IGRA2	None	None	None	None	RSM00020047																					[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0															0-20500-0-nan	WBAN	None	None	None	None																						[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
0	0		Buhta Tihaya	80.32	52.8	5				4547	195404	195409		0.0		0-20400-0-4547	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
1	1		Buhta Tihaya	80.32	52.8	5				4609	195410	195504		0.0		0-20400-0-4609	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
2	2		Buhta Tihaya	80.32	52.8	33				4713	193607	193606		0.0		0-20400-0-4713	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
3	3		Buhta Tihaya	80.32	52.8	38				4721	193707	193806		0.0		0-20400-0-4721	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
4	4		Buhta Tihaya	80.32	52.8	0				4731	193807	193906		0.0		0-20400-0-4731	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
5	5		Buhta Tihaya	80.32	52.8	2				4740	193907	194006		0.0		0-20400-0-4740	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
6	6		Buhta Tihaya	80.32	52.8	11				4747	194410	194412		0.0		0-20400-0-4747	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
7	7		Buhta Tihaya	80.32	52.8	11				4756	194607	194705		0.0		0-20400-0-4756	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
8	8		Buhta Tihaya	80.32	52.8	11				4766	194807	194812		0.0		0-20400-0-4766	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
9	9		Buhta Tihaya	80.32	52.8	11				4774	194907	194912		0.0		0-20400-0-4774	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
10	10		Buhta Tikaya	80.32	52.8	11				5992	-999-999	-999-999		0.0		0-20400-0-5992	CHUAN	None	None	None	None		-999																				[80.32, 80.32]	[52.8, 52.8]	4547.txt_converted_csv_reduced.csv	giub	1923-06-12	1956-10-31	4547	0-20300-0-20047	['126', '137', '106', '107', '137', '138', '139', '140', '117']
