	Unnamed: 0	date_time	sensor_id	value	source	comment
105	105	2013-02-22 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
106	106	2013-02-23 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
107	107	2013-02-23 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
108	108	2013-02-24 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
109	109	2013-02-24 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
110	110	2013-02-25 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
111	111	2013-02-25 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
112	112	2013-02-26 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
113	113	2013-02-26 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
114	114	2013-02-27 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
115	115	2013-02-27 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
116	116	2013-02-28 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
117	117	2013-02-28 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
118	118	2013-03-01 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
119	119	2013-03-01 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
120	120	2013-03-02 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
121	121	2013-03-02 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
122	122	2013-03-03 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
123	123	2013-03-03 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
124	124	2013-03-04 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
125	125	2013-03-04 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
126	126	2013-03-05 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
127	127	2013-03-05 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
128	128	2013-03-06 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
129	129	2013-03-06 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
130	130	2013-03-07 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
131	131	2013-03-07 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
132	132	2013-03-08 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
133	133	2013-03-08 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
134	134	2013-03-09 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
135	135	2013-03-09 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
136	136	2013-03-10 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
137	137	2013-03-10 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
138	138	2013-03-11 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
139	139	2013-03-11 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
140	140	2013-03-12 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
141	141	2013-03-12 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
142	142	2013-03-13 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
143	143	2013-03-13 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
144	144	2013-03-14 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
145	145	2013-03-14 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
146	146	2013-03-15 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
147	147	2013-03-15 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
148	148	2013-03-16 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
149	149	2013-03-16 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
150	150	2013-03-17 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
151	151	2013-03-17 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
152	152	2013-03-18 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
153	153	2013-03-18 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
154	154	2013-03-19 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
155	155	2013-03-19 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
156	156	2013-03-20 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
157	157	2013-03-20 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
158	158	2013-03-21 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
159	159	2013-03-21 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
160	160	2013-03-22 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
161	161	2013-03-22 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
162	162	2013-03-23 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
163	163	2013-03-23 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
164	164	2013-03-24 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
165	165	2013-03-24 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
166	166	2013-03-25 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
167	167	2013-03-25 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
168	168	2013-03-26 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
169	169	2013-03-26 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
170	170	2013-03-27 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
171	171	2013-03-27 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
172	172	2013-03-28 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
173	173	2013-03-28 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
174	174	2013-03-29 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
175	175	2013-03-29 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
176	176	2013-03-30 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
177	177	2013-03-30 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
178	178	2013-03-31 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
179	179	2013-03-31 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
180	180	2013-04-01 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
181	181	2013-04-01 23:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
182	182	2013-04-02 11:00:00	26	2	WMO	Meteolabor Basora (Switzerland)                
