	station_id	station_name	latitude	longitude	station_name	ObsRems	original_latitude	original_longitude
12576	0-20000-0-13367	ZLATIBOR	43.73	19.72	ZLATIBOR	Surface land meteorological station (SYNOP), RBSN(S), GOS	43 44 00N	019 43 00E
12577	0-20000-0-13173	ZRENJANIN	45.37	20.42	ZRENJANIN	Surface land meteorological station (SYNOP), GOS, RBSN(S)	45 22 00N	020 25 00E
12578	0-20000-0-11813	BRATISLAVA - KOLIBA	48.17	17.11	BRATISLAVA - KOLIBA	Automatic weather station (AWS), Climatological station, Surface land meteorological station (SYNOP), GOS	48 10 04N	017 06 21E
12579	0-20000-0-11816	BRATISLAVA-LETISKO	48.17	17.21	BRATISLAVA-LETISKO	Surface land meteorological station (SYNOP), GOS	48 10 13N	017 12 27E
12580	0-20000-0-11916	CHOPOK	48.94	19.59	CHOPOK	Surface land meteorological station (SYNOP), GOS	48 56 36N	019 35 21E
12581	0-20000-0-11880	DUDINCE	48.17	18.87	DUDINCE	Surface land meteorological station (SYNOP), GOS	48 10 00N	018 52 00E
12582	0-20000-0-11858	HURBANOVO	47.87	18.2	HURBANOVO	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C)	47 52 00N	018 12 00E
12583	0-20000-0-11819	JASLOVSKE BOHUNICE	48.48	17.67	JASLOVSKE BOHUNICE	Precipitation station, Surface land meteorological station (SYNOP), GOS	48 29 00N	017 40 00E
12584	0-20000-0-11993	KAMENICA NAD CIROCHOU	48.93	22.0	KAMENICA NAD CIROCHOU	Surface land meteorological station (SYNOP), GOS	48 56 00N	022 00 00E
12585	0-20000-0-11958	KOJSOVSKA HOLA	48.78	20.98	KOJSOVSKA HOLA	Surface land meteorological station (SYNOP), GOS	48 47 00N	020 59 00E
12586	0-20000-0-11968	KOSICE	48.67	21.22	KOSICE	Climatological station, Surface land meteorological station (SYNOP), RBCN, RBSN(S), GOS, CLIMAT(C)	48 40 00N	021 13 00E
12587	0-20000-0-11918	LIESEK	49.37	19.68	LIESEK	Surface land meteorological station (SYNOP), GOS	49 22 00N	019 41 00E
12588	0-20000-0-11930	LOMNICKY STIT	49.2	20.21	LOMNICKY STIT	Surface land meteorological station (SYNOP), GOS	49 11 43N	020 12 47E
12589	0-20000-0-11927	LUCENEC	48.33	19.73	LUCENEC	Surface land meteorological station (SYNOP), GOS	48 20 00N	019 44 00E
12590	0-20000-0-11801	MALACKY	48.4	17.15	MALACKY	Surface land meteorological station (SYNOP), GOS	48 24 00N	017 09 00E
12591	0-20000-0-11978	MILHOSTOV	48.67	21.73	MILHOSTOV	Surface land meteorological station (SYNOP), GOS	48 40 00N	021 44 00E
12592	0-20000-0-11856	MOCHOVCE	48.29	18.45	MOCHOVCE	Automatic weather station (AWS), Climatological station, Precipitation station, Surface land meteorological station (SYNOP), GOS	48 17 20N	018 27 18E
12593	0-20000-0-11855	NITRA	48.28	18.13	NITRA	Surface land meteorological station (SYNOP), GOS	48 17 00N	018 08 00E
12594	0-20000-0-11826	PIESTANY	48.62	17.83	PIESTANY	Climatological station, Surface land meteorological station (SYNOP), RBCN, GOS, CLIMAT(C), RBSN(S)	48 37 00N	017 50 00E
12595	0-20000-0-11952	POPRAD-GANOVCE	49.03	20.32	POPRAD-GANOVCE	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(T)	49 02 00N	020 19 00E
12596	0-20000-0-11934	POPRAD/TATRY	49.07	20.25	POPRAD/TATRY	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, RBCN, CLIMAT(C), RBSN(S)	49 04 00N	020 15 00E
12597	0-20000-0-11955	PRESOV	49.03	21.32	PRESOV	Surface land meteorological station (SYNOP), GOS	49 02 00N	021 19 00E
12598	0-20000-0-11867	PRIEVIDZA	48.77	18.6	PRIEVIDZA	Surface land meteorological station (SYNOP), GOS	48 46 00N	018 36 00E
12599	0-20000-0-11903	SLIAC	48.65	19.15	SLIAC	Climatological station, Surface land meteorological station (SYNOP), RBSN(S), GOS, CLIMAT(C), RBCN	48 39 00N	019 09 00E
12600	0-20000-0-11933	STRBSKE PLESO	49.12	20.06	STRBSKE PLESO	Surface land meteorological station (SYNOP), GOS	49 07 04N	020 03 45E
12601	0-20000-0-11976	STROPKOV, TISINEC	49.22	21.65	STROPKOV, TISINEC	Surface land meteorological station (SYNOP), GOS	49 13 00N	021 39 00E
12602	0-20000-0-11938	TELGART	48.85	20.18	TELGART	Surface land meteorological station (SYNOP), GOS	48 51 00N	020 11 00E
12603	0-20000-0-11841	ZILINA/HRICOV	49.23	18.61	ZILINA/HRICOV	Surface land meteorological station (SYNOP), GOS	49 13 57N	018 36 51E
12604	0-705-0-1376	BABNO POLJE	45.65	14.54	BABNO POLJE	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 38 43N	014 32 42E
12605	0-705-0-245	BILJE	45.9	13.62	BILJE	Automatic weather station (AWS), Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	45 53 44N	013 37 26E
12606	0-705-0-1917	BLEGOŠ	46.17	14.08	BLEGOŠ	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 10 03N	014 04 54E
12607	0-705-0-1065	BOHINJSKA ČEŠNJICA	46.29	13.94	BOHINJSKA ČEŠNJICA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 17 39N	013 56 32E
12608	0-705-0-2167	BORŠT PRI GORENJI VASI	46.09	14.18	BORŠT PRI GORENJI VASI	Automatic weather station (AWS), Precipitation station, Radiation station, GOS	46 05 07N	014 10 55E
12609	0-705-0-1886	BREGINJ	46.26	13.43	BREGINJ	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 15 45N	013 25 39E
12610	0-705-0-1711	BUKOVSKI VRH	46.14	13.89	BUKOVSKI VRH	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 08 25N	013 53 18E
12611	0-20000-0-14023	CELJE	46.24	15.23	CELJE	Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	46 14 12N	015 13 33E
12612	0-20000-0-14122	CERKLJE OB KRKI	45.9	15.52	CERKLJE OB KRKI	Surface land meteorological station (SYNOP), GOS, RBSN(S)	45 53 55N	015 31 06E
12613	0-705-0-1875	CERKNIŠKO JEZERO	45.72	14.4	CERKNIŠKO JEZERO	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 43 23N	014 23 56E
12614	0-20000-0-14120	CRNOMELJ	45.56	15.15	CRNOMELJ	Surface land meteorological station (SYNOP), GOS	45 33 36N	015 08 46E
12615	0-705-0-1881	DAVČA	46.2	14.07	DAVČA	Automatic weather station (AWS), Precipitation station, GOS	46 11 51N	014 04 06E
12616	0-705-0-1137	GAČNIK	46.62	15.68	GAČNIK	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 37 04N	015 41 02E
12617	0-705-0-1883	GODNJE	45.75	13.84	GODNJE	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	45 45 17N	013 50 36E
12618	0-705-0-1884	GORNJI GRAD	46.3	14.81	GORNJI GRAD	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 17 55N	014 48 23E
12619	0-705-0-1885	HOČKO POHORJE	46.49	15.59	HOČKO POHORJE	Automatic weather station (AWS), Precipitation station, GOS	46 29 31N	015 35 15E
12620	0-705-0-1887	IDRIJA	46.01	14.03	IDRIJA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 00 40N	014 01 45E
12621	0-705-0-1082	ISKRBA	45.56	14.86	ISKRBA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	45 33 40N	014 51 29E
12622	0-705-0-677	JERONIM	46.27	14.95	JERONIM	Automatic weather station (AWS), Precipitation station, GOS	46 16 00N	014 56 53E
12623	0-705-0-1888	JERUZALEM	46.48	16.19	JERUZALEM	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 28 33N	016 11 17E
12624	0-705-0-1869	JEZERSKO	46.41	14.51	JEZERSKO	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 24 18N	014 30 52E
12625	0-705-0-1891	KAMNIŠKA BISTRICA	46.31	14.6	KAMNIŠKA BISTRICA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 18 31N	014 36 12E
12626	0-705-0-1892	KANIN	46.36	13.47	KANIN	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 21 29N	013 28 28E
12627	0-20000-0-14012	KATARINA	46.09	14.37	KATARINA	Surface land meteorological station (SYNOP), GOS	46 05 35N	014 22 15E
12628	0-20000-0-14118	KOCEVJE	45.65	14.85	KOCEVJE	Surface land meteorological station (SYNOP), GOS	45 38 45N	014 51 00E
12629	0-705-0-1894	KOČEVJE	45.65	14.85	KOČEVJE	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 38 45N	014 50 59E
12630	0-705-0-1921	KORENSKO SEDLO	46.52	13.75	KORENSKO SEDLO	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 31 00N	013 45 06E
12631	0-705-0-1896	KRANJ	46.25	14.36	KRANJ	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 14 52N	014 21 53E
12632	0-20000-0-14008	KREDARICA	46.38	13.85	KREDARICA	Surface land meteorological station (SYNOP), GOS	46 22 44N	013 50 56E
12633	0-705-0-123	KREDARICA	46.38	13.85	KREDARICA	Automatic weather station (AWS), Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	46 22 43N	013 50 56E
12634	0-705-0-1897	KRN	46.24	13.66	KRN	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 14 17N	013 39 29E
12635	0-705-0-11	KRVAVEC	46.3	14.53	KRVAVEC	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 17 50N	014 32 00E
12636	0-705-0-1898	KUBED	45.52	13.87	KUBED	Automatic weather station (AWS), Precipitation station, GOS	45 31 12N	013 52 08E
12637	0-705-0-1899	KUM	46.09	15.07	KUM	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 05 16N	015 04 24E
12638	0-20000-0-14010	LESCE	46.36	14.17	LESCE	Surface land meteorological station (SYNOP), GOS	46 21 43N	014 10 18E
12639	0-705-0-1982	LETALIŠČE JOŽETA PUČNIKA LJUBLJANA	46.21	14.48	LETALIŠČE JOŽETA PUČNIKA LJUBLJANA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	46 12 41N	014 28 42E
12640	0-20000-0-14024	LISCA	46.07	15.29	LISCA	Surface land meteorological station (SYNOP), GOS	46 04 04N	015 17 06E
12641	0-705-0-1034	LISCA	46.07	15.29	LISCA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	46 04 04N	015 17 06E
12642	0-705-0-1900	LITIJA	46.07	14.82	LITIJA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 03 55N	014 49 06E
12643	0-20000-0-14015	LJUBLJANA/BEZIGRAD	46.07	14.51	LJUBLJANA/BEZIGRAD	Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(ST), CLIMAT(C)	46 03 56N	014 30 44E
12644	0-705-0-460	LJUBLJANA - BEŽIGRAD	46.07	14.51	LJUBLJANA - BEŽIGRAD	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	46 03 56N	014 30 44E
12645	0-20000-0-14014	LJUBLJANA/BRNIK	46.22	14.47	LJUBLJANA/BRNIK	Surface land meteorological station (SYNOP), RBSN(S), GOS	46 13 03N	014 28 22E
12646	0-705-0-1934	LOGARSKA DOLINA	46.39	14.63	LOGARSKA DOLINA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 23 37N	014 37 52E
12647	0-705-0-367	LOGATEC	45.91	14.2	LOGATEC	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 54 28N	014 12 11E
12648	0-20000-0-14026	MARIBOR/SLIVNICA	46.48	15.68	MARIBOR/SLIVNICA	Surface land meteorological station (SYNOP), GOS, RBSN(S)	46 28 47N	015 40 55E
12649	0-705-0-1950	MARIBOR - VRBANSKI PLATO	46.57	15.63	MARIBOR - VRBANSKI PLATO	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 34 04N	015 37 34E
12650	0-705-0-1882	MARINČA VAS	45.87	14.82	MARINČA VAS	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 52 19N	014 49 04E
12651	0-705-0-1904	METLIKA	45.64	15.32	METLIKA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 38 39N	015 19 12E
12652	0-705-0-1905	MEŽICA	46.53	14.86	MEŽICA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 31 47N	014 51 35E
12653	0-705-0-1949	MIKLAVŽ NA GORJANCIH	45.77	15.32	MIKLAVŽ NA GORJANCIH	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 46 30N	015 19 12E
12654	0-20000-0-14031	MURSKA SOBOTA	46.65	16.19	MURSKA SOBOTA	Surface land meteorological station (SYNOP), GOS, RBSN(S)	46 39 07N	016 11 29E
12655	0-705-0-934	MURSKA SOBOTA - RAKIČAN	46.65	16.19	MURSKA SOBOTA - RAKIČAN	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	46 39 07N	016 11 29E
12656	0-705-0-1906	NANOS	45.77	14.05	NANOS	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	45 46 17N	014 03 13E
12657	0-20000-0-14106	NOVA GORICA	45.9	13.62	NOVA GORICA	Surface land meteorological station (SYNOP), RBSN(S), CLIMAT(C), GOS	45 53 44N	013 37 28E
12658	0-705-0-1907	NOVA VAS - BLOKE	45.77	14.51	NOVA VAS - BLOKE	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 46 08N	014 30 32E
12659	0-20000-0-14121	NOVO MESTO	45.8	15.18	NOVO MESTO	Surface land meteorological station (SYNOP), GOS, RBSN(S)	45 48 07N	015 10 38E
12660	0-705-0-604	NOVO MESTO	45.8	15.18	NOVO MESTO	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	45 48 07N	015 10 38E
12661	0-705-0-1908	OSILNICA	45.53	14.69	OSILNICA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 31 53N	014 41 29E
12662	0-705-0-1909	PASJA RAVAN	46.1	14.23	PASJA RAVAN	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 05 53N	014 13 41E
12663	0-705-0-1910	PAVLIČEVO SEDLO	46.42	14.59	PAVLIČEVO SEDLO	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 25 30N	014 35 07E
12664	0-705-0-99	PLANINA POD GOLICO	46.47	14.05	PLANINA POD GOLICO	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 28 02N	014 03 09E
12665	0-705-0-1911	PODNANOS	45.8	13.97	PODNANOS	Automatic weather station (AWS), Precipitation station, GOS	45 48 16N	013 57 57E
12666	0-20000-0-14105	PORTOROZ/SECOVLJE	45.48	13.62	PORTOROZ/SECOVLJE	Surface land meteorological station (SYNOP), GOS, RBSN(S)	45 28 31N	013 36 57E
12667	0-20000-0-14112	POSTOJNA	45.77	14.19	POSTOJNA	Surface land meteorological station (SYNOP), GOS	45 45 58N	014 11 34E
12668	0-705-0-1912	POSTOJNA	45.77	14.2	POSTOJNA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	45 46 20N	014 11 50E
12669	0-705-0-1913	PREDEL	46.42	13.58	PREDEL	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 25 06N	013 34 42E
12670	0-705-0-1914	PTUJ	46.42	15.85	PTUJ	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 25 11N	015 50 57E
12671	0-705-0-683	RADEGUNDA	46.37	14.93	RADEGUNDA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 21 58N	014 55 59E
12672	0-20000-0-14007	RATECE	46.5	13.72	RATECE	Surface land meteorological station (SYNOP), GOS, RBSN(S), CLIMAT(C)	46 29 51N	013 43 03E
12673	0-705-0-1915	RATITOVEC	46.24	14.09	RATITOVEC	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 14 10N	014 05 25E
12674	0-705-0-1918	ROGAŠKA SLATINA	46.24	15.64	ROGAŠKA SLATINA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 14 27N	015 38 38E
12675	0-705-0-1044	ROGLA	46.45	15.33	ROGLA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 27 11N	015 19 53E
12676	0-705-0-1135	RUDNO POLJE	46.35	13.92	RUDNO POLJE	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 20 47N	013 55 25E
12677	0-705-0-1880	ŠEBRELJSKI VRH	46.06	13.91	ŠEBRELJSKI VRH	Automatic weather station (AWS), Precipitation station, Radiation station, GOS	46 03 46N	013 54 41E
12678	0-705-0-1922	SEVNO	45.98	14.92	SEVNO	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 58 55N	014 55 25E
12679	0-705-0-1923	SLAVNIK	45.53	13.98	SLAVNIK	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	45 32 01N	013 58 34E
12680	0-20000-0-14021	SLOVENJ GRADEC	46.49	15.11	SLOVENJ GRADEC	Surface land meteorological station (SYNOP), GOS, RBSN(S)	46 29 22N	015 06 40E
12681	0-705-0-1924	SLOVENSKE KONJICE	46.34	15.44	SLOVENSKE KONJICE	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 20 36N	015 26 12E
12682	0-705-0-827	ŠMARTNO PRI SLOVENJ GRADCU	46.49	15.11	ŠMARTNO PRI SLOVENJ GRADCU	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 29 22N	015 06 40E
12683	0-705-0-1925	SVETI TRIJE KRALJI	46.44	15.46	SVETI TRIJE KRALJI	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 26 24N	015 27 24E
12684	0-705-0-1927	SVIŠČAKI	45.58	14.4	SVIŠČAKI	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 34 32N	014 23 56E
12685	0-705-0-1874	TATRE	45.6	14.09	TATRE	Automatic weather station (AWS), Precipitation station, GOS	45 35 56N	014 05 15E
12686	0-705-0-1928	TOLMIN - VOLČE	46.18	13.72	TOLMIN - VOLČE	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 10 40N	013 43 05E
12687	0-705-0-1929	TOPOL	46.09	14.37	TOPOL	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 05 39N	014 22 17E
12688	0-705-0-1930	TREBNJE	45.91	15.01	TREBNJE	Automatic weather station (AWS), Precipitation station, GOS	45 54 40N	015 00 26E
12689	0-705-0-1931	TROJANE - LIMOVCE	46.2	14.91	TROJANE - LIMOVCE	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, Surface land meteorological station (SYNOP), GOS	46 11 54N	014 54 41E
12690	0-705-0-724	URŠLJA GORA	46.48	14.96	URŠLJA GORA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 29 06N	014 57 48E
12691	0-705-0-1933	VEDRIJAN	46.01	13.54	VEDRIJAN	Automatic weather station (AWS), Precipitation station, Radiation station, GOS	46 00 47N	013 32 28E
12692	0-705-0-1878	VELENJE	46.36	15.11	VELENJE	Automatic weather station (AWS), Precipitation station, GOS	46 21 37N	015 06 43E
12693	0-705-0-1712	VELIKE LAŠČE	45.83	14.64	VELIKE LAŠČE	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	45 49 52N	014 38 34E
12694	0-20000-0-14006	VOGEL	46.26	13.84	VOGEL	Surface land meteorological station (SYNOP), GOS	46 15 49N	013 50 27E
12695	0-705-0-1773	VOGEL	46.26	13.84	VOGEL	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 15 34N	013 50 23E
12696	0-20000-0-14009	VOJSKO	46.02	13.9	VOJSKO	Surface land meteorological station (SYNOP), GOS	46 01 30N	013 54 11E
12697	0-705-0-1877	VRHNIKA	45.97	14.27	VRHNIKA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 57 58N	014 16 18E
12698	0-705-0-1932	VRŠIČ	46.43	13.75	VRŠIČ	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 25 58N	013 44 52E
12699	0-705-0-1876	ZADLOG	45.94	14.0	ZADLOG	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	45 56 22N	014 00 08E
12700	0-705-0-1721	ZELENICA	46.43	14.23	ZELENICA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 25 44N	014 13 59E
12701	0-705-0-1916	ZGORNJA KAPLA	46.64	15.35	ZGORNJA KAPLA	Automatic weather station (AWS), Cryosphere station, Precipitation station, Radiation station, GOS	46 38 36N	015 21 00E
12702	0-705-0-1868	ZGORNJA RADOVNA	46.42	13.94	ZGORNJA RADOVNA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 25 27N	013 56 07E
12703	0-705-0-1879	ZGORNJA SORICA	46.22	14.03	ZGORNJA SORICA	Automatic weather station (AWS), Cryosphere station, Precipitation station, GOS	46 13 19N	014 01 43E
12704	0-724-0-0000000000008427	ABLA	37.14	-2.78	ABLA	Precipitation station, GOS	37 08 29N	002 46 48W
12705	0-724-0-0000000000008486	ADRA,CLUB NAÚTICO	36.75	-3.02	ADRA,CLUB NAÚTICO	Precipitation station, GOS	36 44 50N	003 01 14W
12706	0-724-0-0000000000008432	ÁGUILAS	37.42	-1.59	ÁGUILAS	Precipitation station, Surface land meteorological station (SYNOP), GOS	37 25 02N	001 35 12W
12707	0-20000-0-08019	AGUION	43.46	-6.3	AGUION	Surface land meteorological station (SYNOP), GOS	43 27 45N	006 18 07W
12708	0-724-0-0000000000008380	ALAJAR, CABEZO MOLINOS	37.87	-6.68	ALAJAR, CABEZO MOLINOS	Precipitation station, Surface land meteorological station (SYNOP), GOS	37 52 07N	006 40 30W
12709	0-20000-0-08280	ALBACETE/LOS LLANOS	38.95	-1.86	ALBACETE/LOS LLANOS	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S), GSN, CLIMAT(C)	38 57 06N	001 51 45W
12710	0-724-0-0000000000008279	ALBACETE,OBS.	39.01	-1.86	ALBACETE,OBS.	Precipitation station, GOS	39 00 20N	001 51 44W
12711	0-724-0-0000000000008164	ALCAÑIZ	41.06	-0.14	ALCAÑIZ	Precipitation station, GOS	41 03 29N	000 08 29W
12712	0-20000-0-08475	ALHAURIN EL GRANDE	36.61	-4.66	ALHAURIN EL GRANDE	Surface land meteorological station (SYNOP), GOS	36 36 48N	004 39 33W
12713	0-20000-0-08359	ALICANTE	38.37	-0.49	ALICANTE	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	38 22 21N	000 29 39W
12714	0-20000-0-08360	ALICANTE/EL ALTET	38.28	-0.57	ALICANTE/EL ALTET	Climatological station, Surface land meteorological station (SYNOP), CLIMAT(C), RBCN, GOS, RBSN(S)	38 16 58N	000 34 15W
12715	0-20000-0-08487	ALMERIA/AEROPUERTO	36.85	-2.36	ALMERIA/AEROPUERTO	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	36 50 47N	002 21 25W
12716	0-724-0-0000000000008061	ALTO CAMPOO	43.04	-4.37	ALTO CAMPOO	Precipitation station, GOS	43 02 12N	004 22 28W
12717	0-724-0-0000000000008217	ALTO DE LOS LEONES	40.71	-4.14	ALTO DE LOS LEONES	Precipitation station, GOS	40 42 23N	004 08 30W
12718	0-724-0-0000000000008347	ANDÚJAR	38.02	-4.06	ANDÚJAR	Precipitation station, GOS	38 01 23N	004 03 50W
12719	0-20000-0-08913	ANSO, REFUGIO DE LINZA	42.9	-0.8	ANSO, REFUGIO DE LINZA	Surface land meteorological station (SYNOP), GOS	42 53 52N	000 47 56W
12720	0-724-0-0000000000008413	ANTEQUERA-BOBADILLA	37.03	-4.75	ANTEQUERA-BOBADILLA	Precipitation station, GOS	37 01 46N	004 44 54W
12721	0-724-0-0000000000008095	ARAGÜES DEL PUERTO	42.71	-0.67	ARAGÜES DEL PUERTO	Precipitation station, Surface land meteorological station (SYNOP), GOS	42 42 29N	000 40 23W
12722	0-20000-0-08911	ARAGUES DEL PUERTO, LIZARRA	42.77	-0.63	ARAGUES DEL PUERTO, LIZARRA	Surface land meteorological station (SYNOP), GOS	42 45 54N	000 37 39W
12723	0-724-0-0000000000008144	ARANDA DE DUERO	41.67	-3.74	ARANDA DE DUERO	Precipitation station, Surface land meteorological station (SYNOP), GOS	41 39 57N	003 44 34W
12724	0-724-0-0000000000008229	ARANJUEZ	40.07	-3.55	ARANJUEZ	Precipitation station, GOS	40 04 02N	003 32 46W
12725	0-724-0-0000000000008186	ARENYS DE MAR	41.59	2.54	ARENYS DE MAR	Precipitation station, GOS	41 35 14N	002 32 24E
12726	0-724-0-0000000000008352	ARROYO DEL OJANCO	38.31	-2.89	ARROYO DEL OJANCO	Precipitation station, GOS	38 18 53N	002 53 23W
12727	0-724-0-0000000000008107	ARTIES	42.7	0.88	ARTIES	Precipitation station, GOS	42 42 01N	000 52 37E
12728	0-20000-0-08011	ASTURIAS/AVILES	43.57	-6.04	ASTURIAS/AVILES	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	43 34 01N	006 02 39W
12729	0-20000-0-08210	AVILA	40.66	-4.68	AVILA	Surface land meteorological station (SYNOP), GOS, CLIMAT(C)	40 39 33N	004 40 48W
12730	0-724-0-0000000000008381	AYAMONTE, ISLA CANELA	37.19	-7.4	AYAMONTE, ISLA CANELA	Precipitation station, GOS	37 11 41N	007 23 42W
12731	0-20000-0-08330	BADAJOZ/TALAVERA LA REAL	38.88	-6.81	BADAJOZ/TALAVERA LA REAL	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, CLIMAT(C), RBSN(S)	38 53 00N	006 48 50W
12732	0-20000-0-08081	BAKIO	43.4	-2.84	BAKIO	Surface land meteorological station (SYNOP), GOS	43 24 12N	002 50 31W
12733	0-20000-0-08181	BARCELONA/AEROPUERTO	41.29	2.07	BARCELONA/AEROPUERTO	Climatological station, Surface land meteorological station (SYNOP), RBCN, CLIMAT(C), GOS, GSN, RBSN(S)	41 17 34N	002 04 12E
12734	0-724-0-0000000000008180	BARCELONA,CMT	41.39	2.2	BARCELONA,CMT	Precipitation station, GOS	41 23 26N	002 12 00E
12735	0-20000-0-08190	BARCELONA SERVEI	41.38	2.12	BARCELONA SERVEI	Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), GOS, RBSN(T)	41 23 04N	002 07 05E
12736	0-724-0-0000000000008087	BARDENAS REALES	42.2	-1.48	BARDENAS REALES	Precipitation station, Surface land meteorological station (SYNOP), GOS	42 11 55N	001 28 30W
12737	0-724-0-0000000000008424	BAZA, CRUZ ROJA	37.51	-2.73	BAZA, CRUZ ROJA	Precipitation station, Surface land meteorological station (SYNOP), GOS	37 30 21N	002 44 06W
12738	0-724-0-0000000000008077	BELORADO	42.42	-3.17	BELORADO	Precipitation station, GOS	42 25 16N	003 10 13W
