	station_id	WMO_id	station_name	latitude	longitude
577	5811	-999	Madras (Chennai)	13.07	80.25
578	5812	-999	Madras (Chennai)	13.07	80.25
579	5813	-999	Malegaon	20.53	74.62
580	5814	-999	Mandalay	21.98	96.13
581	5815	-999	Mangalore	12.98	74.88
582	5816	-999	New Delhi	28.6	77.22
583	5817	-999	Patna	25.62	85.17
584	5818	-999	Peshawar	34.02	71.58
585	5819	-999	Peshawar	34.02	71.58
586	5820	-999	Port Blair	11.67	92.72
587	5821	-999	Pune	18.53	73.85
588	5822	-999	Purnea	25.77	87.52
589	5823	-999	Quetta	30.17	67.02
590	5824	-999	Quetta	30.17	67.02
591	5825	-999	Ranchi	23.38	85.38
592	5826	-999	Rangpur	25.75	89.3
593	5827	-999	Rangun (Mingalodon)	16.78	96.22
594	5828	-999	Risalpur	34.08	71.98
595	5829	-999	Sambalpur	21.47	84.02
596	5830	-999	Sandoway	18.47	94.37
597	5831	-999	Sharjah	25.35	55.4
598	5832	-999	Shimla	31.08	77.18
599	5833	-999	Sholapur	17.67	75.93
600	5834	-999	Silchar	24.83	92.85
601	5835	-999	Sukkur	27.7	68.92
602	5836	-999	Tavoy	14.08	98.22
603	5837	-999	Tezpur	26.62	92.88
604	5838	-999	Trivandrum	8.52	77.0
605	5839	-999	Victoria Point	10.02	98.55
606	5840	-999	Waltair (Visakhapatnam)	17.68	83.35
607	5841	-999	Eismitte	70.9	-40.7
608	5842	-999	Eismitte	70.9	-40.7
609	5843	-999	Oststation	71.17	-24.4
610	5844	-999	Oststation	71.17	-24.4
611	5845	-999	Oststation	71.17	-24.4
612	5846	-999	Weststation	71.18	-51.13
613	5848	-999	Berlin	52.48	13.38
614	5849	-999	Reichenau	47.27	11.43
615	5853	673410	Maputo/Mavalane-Mozambique	-25.92	32.57
616	5853	673410	Maputo/Mavalane-Mozambique	-25.92	32.57
617	5854	661600	Luanda/Angola	-8.85	13.23
618	5855	-999	Lumbo/Mozambique	-15.03	40.67
619	5856	-999	Lumbo/Mozambique	-15.03	40.67
620	5856	-999	Lumbo/Mozambique	-15.03	40.67
621	5857	-999	Pune	18.53	73.85
622	5858	664220	Moçâmedes-Mozambique	-15.2	12.15
623	5858	664220	Moçâmedes-Mozambique	-15.2	12.15
624	5966	-999	E.L.T.A. Amsterdam	52.32	4.77
625	5967	-999	Prinsenberg	52.17	4.35
626	5968	-999	Duin Dal	52.12	4.32
627	5968	-999	Duin Dal	52.12	4.32
628	5969	-999	De Bilt	52.13	5.28
629	5969	-999	De Bilt	52.13	5.28
630	5970	-999	Dundo	-7.37	20.82
631	5971	-999	Lobito	-12.37	13.53
632	5972	-999	Malange	-9.83	16.9
633	5973	-999	Huambo (Nova Lisboa)	-12.77	15.73
634	5974	-999	Luena (Vila Luso)	-11.78	19.9
635	5975	-999	Santa Ana	-999.0	-999.0
636	5976	-999	Uyuni	-20.47	-66.83
637	5977	-999	Abu Halfa	17.72	32.77
638	5978	-999	Mariut (Alexandria)	31.17	29.9
639	5980	-999	Amman	31.95	35.93
640	5981	-999	Ramla	31.93	34.87
641	5982	-999	Amra	29.98	31.27
642	5983	-999	Wau	28.0	7.7
643	5984	-999	Helwan	29.88	31.03
644	5985	-999	Seerappen	54.75	20.28
645	5986	-999	Utrecht	52.08	5.12
646	5987	-999	Hyderabad	17.37	78.47
647	5988	-999	Mormugão/India	15.48	73.82
648	5991	-999	Anadyr	64.78	177.56
649	5992	-999	Buhta Tikaya	80.32	52.8
650	5993	-999	Buhta Tiksi	71.58	128.92
651	5994	-999	Mys Chelyuskin	77.72	104.28
652	5995	-999	Mys Shmidta	68.92	180.53
653	5996	-999	Mys Zhelanya	76.85	68.58
654	5997	-999	Ostrov Chetyrekhstolbovoy	70.63	162.4
655	5998	-999	Ostrov Dikson	73.5	80.4
656	5999	-999	Amderma	69.77	61.75
657	6000	-999	Barentsburg	78.05	14.25
658	6001	-999	Buhta Tikaya	80.32	52.8
659	6002	-999	Malye Karmakuly	72.38	52.73
660	6003	-999	Mys Zhelanya	76.85	68.58
661	6004	-999	Anadyr	64.78	177.56
662	6005	-999	Ostrov Kotelny	76.0	137.9
663	6006	-999	Mys Zhelanya	76.85	68.58
664	6007	-999	Ostrov Kotelnii	76.0	137.9
665	6008	-999	Buhta Providenia	64.4	186.77
666	6009	07761	Ajaccio-aéroport	41.918	8.792
667	6010	07510	Bordeaux-Mérignac	44.831	-0.691
668	4201	61766	Bissau/Guiné-Bissau	11.88	-15.65
669	4202	61766	Bissau/Guiné-Bissau	11.87	-15.63
670	4203	97390	Dili/Timor	-8.58	125.58
671	4204	-999	Dundo/Angola	-7.37	20.83
672	4205	43192	Goa/India	15.43	73.82
673	4206	66285	Luena/Luso/Angola	-11.78	19.92
674	4207	67341	Maputo/Mavalane-Mozambique	-25.92	32.57
675	4207	67341	Maputo/Mavalane-Mozambique	-25.92	32.57
676	4700	-999	Arkit	41.88	71.98
677	4701	-999	Brichmulla	41.58	70.13
678	4702	-999	Djambul	42.85	71.38
679	4703	-999	Frunze	42.85	74.53
680	4704	-999	Tashkent	41.33	69.3
681	4705	-999	Pavlovsk_Slutsk	59.68	30.48
682	4706	-999	Pavlovsk_Slutsk	59.68	30.48
683	4667	-999	Balhash	46.77	75.08
684	4668	-999	Balhash	46.77	75.08
685	4669	-999	Chardjou	39.08	63.6
686	4670	-999	Djambul	42.85	71.38
687	4671	-999	Dushanbe	38.58	68.73
688	4672	-999	Karaganda	49.8	73.13
689	4673	-999	Kara-Kul	41.6	72.63
690	4674	-999	Kara-Kul	41.6	72.63
691	4675	-999	Kzyl-Orda	44.82	65.53
692	4676	-999	Kzyl-Rabat	40.5	62.15
693	4677	-999	Osh	40.63	72.8
694	4678	-999	Osh	40.63	72.8
695	4679	-999	Sari-Tash	39.72	73.25
696	4680	-999	Chimkent	42.28	69.62
697	4681	-999	Daraut-Kurgan	39.55	72.18
698	4682	-999	Djambul	42.85	71.38
699	4683	-999	Dushanbe	38.58	68.73
700	4684	-999	Horog	37.5	71.5
701	4685	-999	Kumbel'	43.33	71.48
702	4686	-999	Pskem	41.9	70.37
703	4687	-999	Tashkent	41.33	69.3
704	4688	-999	Urta-Tokai, water reservoir	41.37	71.45
705	4689	-999	Chardara	41.32	67.95
706	4690	-999	Djambul	42.85	71.38
707	4691	-999	Djambul	42.85	71.38
708	4692	-999	Frunze	42.85	74.53
709	4693	-999	Mirzachul	40.5	68.76
710	4695	-999	Tashkent	41.33	69.3
711	4696	-999	Tashkent	41.33	69.3
712	4697	-999	Tashkent	41.33	69.3
713	4698	-999	Turk	41.05	70.18
714	4699	-999	Turk	41.05	71.18
715	4707	-999	Barenzburg	78.05	14.25
716	4708	-999	Buhta Tihaya	80.32	52.8
717	5768	-999	Cape Tscheljuskin	77.53	105.67
718	5769	-999	Enurmino	66.88	-171.63
719	5770	-999	Ostrov Chetyrekhstolbovoy	70.72	162.42
720	5771	-999	Ostrov Chetyrekhstolbovoy	70.72	162.42
721	5772	-999	Abu Sueir	30.08	32.15
722	5773	-999	Ash Shallal (Roseires)	11.8	34.4
723	5774	-999	Aswan	24.08	32.9
724	5775	-999	Bahir Dar (Bahrdar Georgis)	11.58	37.38
725	4665	-999	Aflatun	41.62	71.92
726	4666	-999	Arkit	41.88	71.98
727	6015	07145	Trappes	48.774	2.009
728	6018	91938	Faaa   	-17.555	-149.614
729	6019	78897	Le Raizet-Guadeloupe	16.624	-61.516
730	6035	78926	Fort de France-Desaix	14.617	-61.063
731	6036	78925	Lamentin aéroport	14.595	-60.995
732	6011	07110	Brest-Guipavas	48.444	-4.412
733	6012	07480	Lyon-Bron	45.726	4.937
734	6013	07180	Nancy-Essey	48.687	6.221
735	6014	07645	Nîmes-Courbessac	43.856	4.406
736	6016	81405	Rochambeau	4.822	-52.365
737	6017	89642	Base Dumont d'Urville	-66.663	140.001
738	4923	-999	Sevilla	37.38	-6.0
739	4936	-999	al-Khartum	15.58	32.55
740	4926	-999	Tampico	22.12	-97.88
741	4929	-999	Trappes	48.78	1.98
742	4931	-999	Vera Cruz	19.2	-96.13
743	4935	-999	Helwan	29.88	31.03
744	4934	-999	Zaragoza	41.67	-0.85
745	6124	-999	Kaukjärvi	60.78	21.67
746	5614	-999	Napoli	40.83	14.25
747	5591	-999	Felixstowe	51.97	1.35
748	5659	-999	Cordoba	37.88	-4.78
749	5652	-999	Budapest	47.43	19.18
750	6125	-999	Funchal	32.65	-16.9
751	5707	-999	Magdeburg	52.13	11.62
752	5699	-999	Leuchars	56.38	-2.88
753	5657	-999	Clermont	45.78	3.08
754	5656	-999	Cherbourg	49.63	-1.63
755	5649	-999	Brest	48.38	-4.48
756	5636	-999	Anema?	-999.0	-999.0
757	5708	-999	Malmö	55.6	13.0
758	5605	-999	Maddalena	41.22	9.4
759	5587	-999	Düsseldorf	51.23	6.78
760	5592	-999	Firenze	43.78	11.25
761	5590	-999	Epinal	48.17	6.45
762	6087	-999	De Bilt	52.13	5.28
763	5603	-999	Lympne	51.08	1.03
764	6110	-999	Banghazi	32.07	20.07
765	6109	-999	Badajoz	41.38	2.17
766	6106	-999	Toulon	43.12	5.88
767	6105	-999	Sommesous	48.73	4.2
768	6103	-999	Oran	35.7	-0.63
769	6101	-999	Mulhouse	47.73	7.43
770	6100	-999	Montpellier	43.62	3.88
771	6099	-999	Messina	38.2	15.55
772	6098	-999	Malmslätt	58.42	15.52
773	6096	-999	Limoges	45.8	1.27
774	6095	-999	Lille	50.63	3.05
775	6094	-999	La Coruña	43.38	-8.38
776	6092	-999	Den Helder	52.92	4.78
777	6090	-999	Den Helder	52.92	4.78
778	6086	-999	Biarritz	43.48	-1.57
779	6082	-999	Cosne	47.42	2.92
780	5767	-999	Cape Tscheljuskin	77.53	105.67
781	5764	-999	Wroclaw	51.12	17.03
782	5759	-999	Vlissingen	51.45	3.57
783	5757	-999	Valladolid	41.65	-4.73
784	5755	-999	Valencia	39.45	-0.35
785	5751	-999	Tarp	54.67	9.4
786	5749	-999	Szczecin	53.43	14.55
787	5746	-999	Strasbourg	48.58	7.75
788	5744	-999	St. Raphaël	43.42	6.78
789	5743	-999	St. Pierre de Quibéron	47.52	-3.12
790	5737	-999	Schkeuditz	51.4	12.22
791	5733	-999	Reykjavik	61.13	-21.9
792	5731	-999	Renfrew	55.88	-4.38
793	5727	-999	Prag	50.1	14.28
794	5726	-999	Poznan	52.4	16.92
795	5724	-999	Paris	48.85	2.33
796	5723	-999	Paris	48.85	2.33
797	5722	-999	Orléans	47.9	1.92
798	5720	-999	Olomouc	49.6	17.25
799	5719	-999	Nordhorn	52.43	7.07
800	5717	-999	Nancy	48.68	6.18
801	5714	-999	Melilla	35.3	-2.93
802	5712	-999	Marignane	43.42	5.22
803	5711	-999	Mannheim	49.47	8.52
804	5710	-999	Malta	35.9	14.51
805	5706	-999	Lympne	51.08	1.03
806	5703	-999	Ljungbyhed	56.07	13.22
807	5702	-999	Linz	48.3	14.28
808	5701	-999	Linköping	58.42	15.62
809	5697	-999	Laghouat	33.8	2.88
810	5696	-999	Krakow	50.07	19.95
811	5685	-999	Hamburg	53.62	9.98
812	5682	-999	Graz	47.07	15.43
813	5681	-999	Graudenz	53.5	18.75
814	5680	-999	Granada	37.18	-3.6
815	5679	-999	Göteborg	57.72	11.78
816	5673	-999	Friedrichshafen	47.65	9.48
817	5672	-999	Friedrichshafen	47.65	9.48
818	5671	-999	Farnborough	51.3	-0.75
819	5667	-999	Eger	47.9	20.37
820	5665	-999	Dortmund	51.52	7.47
821	5664	-999	Diedenhofen	49.35	6.17
822	5663	-999	De Bilt	52.12	5.18
823	5662	-999	De Bilt	52.12	5.18
824	5658	-999	Clermont	45.78	3.08
825	5655	-999	Châteauroux	46.82	1.68
826	5651	-999	Bruxelles	50.85	4.35
827	5643	-999	Biskra	34.85	5.73
828	5641	-999	Berlin	52.47	13.4
829	5640	-999	Beaune	47.03	4.83
830	5639	-999	Barcelona	41.38	2.17
831	5637	-999	Angers	47.48	-0.57
832	5633	-999	Almeria	36.83	-2.47
833	5631	-999	Abbeville	50.1	1.83
834	5630	-999	Aachen	50.78	6.08
835	5629	-999	Valenciennes	50.35	3.52
836	5628	-999	Tromsö	69.7	19.02
837	5627	-999	Tours	47.4	0.68
838	5626	-999	Torino	45.02	7.63
839	5625	-999	Thionville	49.35	6.17
840	5623	-999	Staaken (Berlin)	52.52	13.13
841	5622	-999	Shotwick	53.23	-3.0
842	5621	-999	Rostock	54.18	12.07
843	5620	-999	Rostock	54.18	12.07
844	5618	-999	Plymouth	50.37	-4.13
845	5617	-999	Perpignan	42.7	2.9
846	5616	-999	Padova	45.4	11.85
847	5615	-999	Östersund	63.12	14.3
848	5613	-999	München	48.13	11.7
849	5612	-999	Montélimar	44.581	4.733
850	5611	-999	Milano	45.47	9.28
851	5610	-999	Metz	49.11	6.18
852	5609	-999	Malmslätt	58.42	15.52
853	5608	-999	Malaga	36.72	-4.42
854	5607	-999	Mainz	50.0	8.27
855	5606	-999	Madrid	40.47	-3.57
856	5604	-999	Lyon	45.73	4.94
857	5602	-999	Livorno	43.55	10.3
858	5600	-999	Le Havre	49.511	0.08
859	5599	-999	Landau	49.2	8.12
860	5598	-999	Karlsruhe	49.0	8.4
861	5597	-999	Holyhead	53.32	-4.63
862	5596	-999	Hannover	52.47	9.7
863	5595	-999	Genova	44.4	8.9
864	5594	-999	Fürth	49.48	10.98
865	5593	-999	Frankfurt	50.02	8.67
866	5586	-999	Düren	50.4	6.48
867	5583	-999	Cranz (Hamburg or East Prussia)	-999.0	-999.0
868	5582	-999	Casablanca	33.58	-7.62
869	5581	-999	Bonn	50.73	7.1
870	5577	-999	Ancona	43.63	13.52
871	5580	-999	Bizerta	37.28	9.87
872	5579	-999	Bayonne	43.5	-1.48
873	5578	-999	Andover	51.22	-1.48
874	5576	-999	Amiens	49.9	2.3
875	5760	-999	Warszawa	52.23	21.02
876	5763	-999	Wilhelmshaven	53.52	8.12
877	5761	-999	Warszawa	52.23	21.02
878	6123	-999	Worthy Down	51.12	-1.32
879	6122	-999	Almaza	30.08	31.37
880	5756	-999	Valentia	51.92	-10.35
881	6121	-999	Veliko Gradiste	44.75	21.52
882	5754	-999	Upper Heyford	51.93	-1.25
883	5740	-999	Sétif	36.18	5.42
884	5739	-999	Seerappen	54.75	20.28
885	5738	-999	Sealand	53.23	-3.0
886	5736	-999	Salzburg	47.82	13.05
887	5735	-999	Rochefort?	45.92	-0.98
888	5732	-999	Rennes	48.12	-1.68
889	6120	-999	Skopje	42.0	21.43
890	6119	-999	Torun	53.02	18.6
891	5721	-999	Orenburg	55.1	55.1
892	5718	-999	Norderney	53.71	7.15
893	6118	-999	Petrovaradin	45.23	19.88
894	5716	-999	Montelimar	44.55	4.75
895	5713	-999	Marseille	43.3	5.37
896	5705	-999	L'viv	49.83	24.03
897	5704	-999	Lublin	51.25	22.57
898	6117	-999	Nürnberg	49.45	11.08
899	5700	-999	Linköping	58.42	15.62
900	6116	-999	Kosovska Mitrovica	42.88	20.88
901	5695	-999	Koice (Kaschau)	48.72	21.25
902	5693	-999	Klagenfurt	46.63	14.32
903	5691	-999	Karlskrona	56.17	15.58
904	5690	-999	Kaliningrad	54.7	20.5
905	5689	-999	Kairouan	35.68	10.1
906	5688	-999	Jablonna?	-999.0	-999.0
907	5684	-999	Hamburg	53.62	9.98
908	5683	-999	Halle	51.48	11.97
909	6115	-999	Lienz	46.8	12.77
910	5678	-999	Gliwice	50.3	18.67
911	5677	-999	Gdansk	54.35	18.65
912	5670	-999	Farnborough	51.3	-0.75
913	5669	-999	Essen	51.45	7.02
914	5666	-999	Dresden	51.12	13.68
915	6114	-999	Banja Koviljaca	44.5	19.17
916	5661	-999	Darmstadt	49.87	8.65
917	5660	-999	Cranwell	53.03	-0.47
918	5584	-999	Croydon	51.37	-0.1
919	6113	-999	Gera	50.9	12.07
920	5654	-999	Calshot	50.82	-1.32
921	5645	-999	Borkum	53.58	6.68
922	6112	-999	Debrecen	47.53	21.63
923	5642	-999	Berlin	52.47	13.4
924	6111	-999	Bucuresti	44.42	26.1
925	5624	-999	Taranto	40.47	17.23
926	6107	-999	Trier	49.75	6.63
927	6108	-999	Zara	44.12	15.32
928	6104	-999	Poitiers	46.75	0.3
929	6102	-999	Nitra	48.32	18.83
930	6097	-999	Lorient	47.75	-3.37
931	5601	-999	Leipzig	51.33	12.37
932	6093	-999	Hamburg	53.62	9.98
933	6085	-999	Baldonnell	53.3	-6.43
934	6091	-999	Den Helder	52.92	4.78
935	5589	-999	Eger	50.08	12.37
936	5588	-999	Duxford	52.02	0.23
937	6089	-999	Elbing	54.17	19.42
938	5585	-999	Dessau	51.83	12.25
939	6084	-999	Avord	47.03	2.65
940	6083	-999	Grain	51.45	0.72
941	6088	07280	Dijon	47.267	5.088
942	5638	-999	Angoulême	45.65	0.15
943	5575	-999	Altenwalde	53.82	8.67
944	5408	-999	Ikengüng	41.9	107.75
945	5407	-999	Edsen-Gol	42.07	101.28
946	5406	-999	Zürich	47.38	8.55
947	5405	-999	Zinoviivsk	48.52	32.28
948	5403	-999	Zaragoza	41.65	-0.88
949	5402	-999	Zara	44.12	15.32
950	5400	-999	Yakutsk	62.02	129.68
951	5398	-999	Worthy Down	51.12	-1.32
952	5398	-999	Worthy Down	51.12	-1.32
953	5395	-999	Wilna	54.68	25.25
954	5394	-999	Willis Island	-16.3	149.97
955	5394	-999	Willis Island	-16.3	149.97
956	5389	-999	Villacoublay	48.8	2.2
957	5386	-999	Vigna di Valle	42.1	12.18
958	5385	-999	Viatka	58.6	49.67
959	5384	-999	Veliko Gradiste	44.75	21.52
960	5383	-999	Varignano	44.1	9.83
961	5381	-999	Valladolid	41.63	-0.73
962	5381	-999	Valladolid	41.63	-0.73
963	5379	-999	Vajnori	48.2	17.2
964	5379	-999	Vajnori	48.2	17.2
965	5377	-999	Uzhorod	48.63	22.27
966	5376	-999	Usti n. Orlice	49.97	16.4
967	5375	-999	Ust Syssolsk	61.67	50.85
968	5375	-999	Ust Syssolsk	61.67	50.85
969	5373	-999	Upper Heyford	51.93	-1.25
970	5373	-999	Upper Heyford	51.93	-1.25
971	5372	-999	Uhersky Brod	49.02	17.65
972	5367	-999	Trappes	48.77	2.0
973	5367	-999	Trappes	48.77	2.0
974	5366	-999	Toulon	43.12	5.88
975	5364	-999	Tortosa	40.82	0.5
976	5364	-999	Tortosa	40.82	0.5
977	5363	-999	Tokyo	35.68	139.77
978	5362	-999	Tokorozawa	35.8	139.47
979	5360	-999	Tiflis	41.72	44.3
980	5358	-999	Tenerife	28.32	-16.5
981	5356	-999	Tateno	36.05	140.13
982	5352	-999	Tartu	58.73	26.72
983	5351	-999	Szombately	47.25	16.6
984	5350	-999	Szeged	46.25	20.15
985	5348	-999	Sydney	-34.0	151.5
986	5345	-999	Strasbourg	48.58	7.75
987	5344	-999	St. Inglevert	50.87	1.73
988	5343	-999	St. Cyr	48.78	2.2
989	5341	-999	Slutsk	59.68	30.4
990	5339	-999	Slutsk	59.68	30.4
991	5338	-999	Skoplje	41.95	21.43
992	5338	-999	Skoplje	41.95	21.43
993	5334	-999	Shoeburyness	51.53	0.78
994	5336	-999	Skillingaryd	57.18	14.0
995	5333	-999	Shimla	31.1	77.22
996	5331	-999	Sevilla	37.38	-6.0
997	5331	-999	Sevilla	37.38	-6.0
998	5329	-999	Sestrorezk	60.83	29.97
999	5328	-999	Sesto Calende	45.73	8.62
1000	5326	-999	Sealand	53.23	-3.0
1001	5324	-999	Schkeuditz	51.42	12.22
1002	5324	-999	Schkeuditz	51.42	12.22
1003	5322	-999	Saratow	51.57	46.0
1004	5320	-999	Santander	43.47	-3.78
1005	5319	-999	San Juan, PR	18.42	-66.12
1006	5318	-999	San Giusto	43.68	10.38
1007	5316	-999	San Francisco	37.78	-122.43
1008	5312	-999	Saarbrücken	49.22	7.02
1009	5311	-999	Saarbrücken	49.22	7.02
1010	5307	-999	Royal Center	40.88	-86.48
1011	5306	-999	Roswell	33.4	-104.45
1012	5304	-999	Rostock	54.08	12.08
1013	5303	-999	Röst	67.5	12.07
1014	5300	-999	Risalpore	34.07	71.98
1015	5299	-999	Rio de Janeiro	-22.9	-43.17
1016	5297	-999	Rennes	48.12	-1.72
1017	5294	-999	Quetta	30.2	67.0
1018	5292	-999	Pune	18.52	73.92
1019	5291	-999	Pulham	52.52	-1.8
1020	5293	-999	Quetta	30.2	67.0
1021	5287	-999	Porto Seguro	-16.43	-39.0
1022	5286	-999	Pontedera	43.48	10.62
1023	5285	-999	Poitiers	46.75	0.3
1024	5284	-999	Plauen	50.5	12.13
1025	5283	-999	Piestany	48.6	17.82
1026	5281	-999	Petrovaradin	45.25	19.87
1027	5280	-999	Petropavlovskoe	61.67	30.68
1028	5278	-999	Peshawar	34.03	71.62
1029	5277	-999	Peshawar	34.03	71.62
1030	5276	-999	Perpignan	42.73	2.87
1031	5274	-999	Pavlovsk	59.68	30.4
1032	5273	-999	Pavia	45.18	9.17
1033	5271	-999	Pau	43.37	-0.4
1034	5269	-999	Palermo	38.12	13.35
1035	5269	-999	Palermo	38.12	13.35
1036	5268	-999	Palau	7.33	134.48
1037	5266	-999	Orenburg	51.75	55.1
1038	5262	-999	Olinda	-8.02	-34.85
1039	5261	-999	Oklahoma City	35.43	-97.55
1040	5260	-999	Oihama	35.3	139.63
1041	5259	-999	Odessa	46.43	30.77
1042	5257	-999	Nitra	48.32	18.83
1043	5257	-999	Nitra	48.32	18.83
1044	5255	-999	Nijni Novgorod	56.33	44.0
1045	5253	-999	Nemecky Brod	49.62	15.58
1046	5250	-999	München	48.13	11.58
1047	5250	-999	München	48.13	11.58
1048	5249	-999	Mulhouse	47.73	7.43
1049	5248	-999	Mourmelon	49.12	4.35
1050	5246	-999	Moskva	55.75	37.97
1051	5244	-999	Montélimar	44.58	4.72
1052	5242	-999	Modena	44.65	10.92
1053	5241	-999	Mirafiori	45.17	7.63
1054	5241	-999	Mirafiori	45.17	7.63
1055	5239	-999	Milovice	50.23	14.88
1056	5239	-999	Milovice	50.23	14.88
1057	5237	-999	Messina	38.2	15.55
1058	5235	-999	Melilla	35.28	-2.97
1059	5234	-999	Melbourne	-37.82	144.97
1060	5233	-999	Medwjesch Gora	62.88	34.45
1061	5232	-999	Matotschkin Shar	73.27	56.4
1062	5230	-999	Marignane	43.43	5.2
1063	5228	-999	Malta	35.9	14.52
1064	5228	-999	Malta	35.9	14.52
1065	5225	-999	Malmslätt	58.4	15.52
1066	5224	-999	Malmö	55.62	13.03
1067	5222	-999	Madrid	40.4	-3.68
1068	5219	-999	Lyon	45.73	4.92
1069	5218	-999	Lympne	51.08	1.02
1070	5217	-999	L'viv	49.8	24.0
1071	5212	-999	Ljungbyhed	56.08	13.22
1072	5211	-999	Limoges	45.85	1.25
1073	5210	-999	Lieksa	63.32	30.5
1074	5208	-999	Leuchars	56.38	-2.88
1075	5206	-999	Leipzig	51.4	12.4
1076	5205	-999	Leipzig	51.4	12.4
1077	5204	-999	Le Puy	45.05	3.88
1078	5202	-999	Le Bourget (Paris)	48.95	2.43
1079	5199	-999	La Habana	23.15	-82.43
1080	5199	-999	La Habana	23.15	-82.43
1081	5197	-999	La Coruña	43.38	-8.38
1082	5196	-999	Kyiv	50.45	30.5
1083	5195	-999	Kutschino	55.75	37.97
1084	5194	-999	Kutka	35.28	62.35
1085	5193	-999	Kursk	51.75	36.2
1086	5193	-999	Kursk	51.75	36.2
1087	5190	-999	Kronstadt (Ostrov Kotlin)	59.98	29.78
1088	5188	-999	Kostroma	57.72	40.95
1089	5188	-999	Kostroma	57.72	40.95
1090	5185	-999	Kohat	33.6	71.43
1091	5185	-999	Kohat	33.6	71.43
1092	5183	-999	Kislowodsk	43.9	42.7
1093	5182	-999	Kisily Orda	44.85	65.45
1094	6081	-999	Blankensee	53.82	10.72
1095	5180	-999	Kharkiv	50.0	36.23
1096	5177	-999	Kazan'	55.78	49.13
1097	5178	-999	Kbely	50.13	14.52
1098	5175	-999	Karlsruhe	49.0	8.43
1099	5174	-999	Kara-Kul	39.1	73.52
1100	5173	-999	Karachi	24.83	67.07
1101	5172	-999	Kamenetz Podilsk	48.67	26.57
1102	5171	-999	Kalinovik	43.5	18.45
1103	5170	-999	Jugorsky Shar	69.8	60.77
1104	5168	-999	Jan Mayen	70.98	-8.3
1105	5402	-999	Zara	44.12	15.32
1106	5167	-999	Jalta	44.5	34.18
1107	5165	-999	Isola d'Ischia	40.72	13.95
1108	5166	-999	Izaña	28.32	-16.48
1109	5165	-999	Isola d'Ischia	40.72	13.95
1110	5164	-999	Isinomaki	38.43	141.32
1111	5162	-999	Ingøy	71.07	24.15
1112	5159	-999	Hong Kong	22.3	114.17
1113	5158	-999	Hong Kong	22.3	114.17
1114	5156	-999	Heliopolis	30.08	31.37
1115	5200	-999	Lahore	31.57	74.35
1116	5148	-999	Granada	37.15	-3.6
1117	5154	-999	Halle	51.5	12.0
1118	5152	-999	Guardia Vecchia	41.23	9.45
1119	5150	-999	Groesbeck	31.5	-96.47
1120	5147	-999	Gouriev	47.12	51.92
1121	5146	-999	Göteborg	57.7	11.8
1122	5145	-999	Gomel	52.43	30.98
1123	5144	-999	Goderich	43.73	-81.73
1124	5143	-999	Gliwice	50.27	18.67
1125	5141	-999	Gijon	43.55	-5.65
1126	5140	-999	Ghedi	45.43	10.28
1127	5135	-999	Florianopolis	-27.6	-48.5
1128	5131	-999	Farnborough	51.28	-0.75
1129	5131	-999	Farnborough	51.28	-0.75
1130	5130	-999	Eupatorija	45.15	33.27
1131	5128	-999	Eskdalemuir	55.32	-3.2
1132	6079	-999	Key West	24.58	-81.7
1133	5126	-999	Ellendale	45.98	-98.57
1134	6078	-999	Ellendale	45.98	-98.57
1135	5122	-999	Due West	34.35	-82.37
1136	5121	-999	Drexel	41.35	-96.27
1137	5119	-999	Dretunj	55.87	29.22
1138	5118	-999	Dresden	51.08	13.77
1139	5117	-999	Dniepropetrivsk	48.45	35.07
1140	5115	-999	Diamond Harbour	22.18	88.4
1141	5114	-999	Dessau	51.8	12.2
1142	5111	-999	Davenport	41.5	-90.63
1143	5109	-999	Darmstadt	49.87	8.65
1144	5107	-999	Cuiabá	-15.6	-56.1
1145	5107	-999	Cuiabá	-15.6	-56.1
1146	5105	-999	Compiègne	49.38	2.92
1147	5103	-999	Colombo	6.9	79.97
1148	5103	-999	Colombo	6.9	79.97
1149	5101	-999	Cinisello	45.53	9.22
1150	5100	-999	Ciampino (Roma)	41.68	12.6
1151	5098	-999	Cheb	50.08	12.4
1152	5098	-999	Cheb	50.08	12.4
1153	5096	-999	Chartres	48.45	1.5
1154	5094	-999	Centocelle	41.87	12.55
1155	5091	-999	Cattewater	50.37	-4.13
1156	5089	-999	Castellaccio	44.4	8.95
1157	5087	-999	Capodichino	40.88	14.28
1158	5086	-999	Capo Sperone	38.95	8.43
1159	5085	-999	Capo Mele	43.08	8.2
1160	5080	-999	Buenos Aires	-34.6	-58.42
1161	5082	-999	Campoformido	46.03	13.18
1162	6077	-999	Due West	34.35	-82.37
1163	5076	-999	Broken Arrow	36.03	-95.82
1164	5074	-999	Brest Litowsk (Brzesc)	52.1	23.67
1165	5073	-999	Bremen	53.83	8.78
1166	5071	-999	Bordeaux	44.83	-0.7
1167	5070	-999	Bologoje	57.85	34.05
1168	5068	-999	Bojourichte	42.77	23.2
1169	5067	-999	Bjørnøya	74.47	19.28
1170	5066	-999	Bircham Newton	52.87	0.67
1171	5063	-999	Berlin	52.48	13.43
1172	5062	-999	Bergen	60.4	5.32
1173	5062	-999	Bergen	60.4	5.32
1174	5054	-999	Barcelona	41.38	2.98
1175	5061	-999	Berdjansk	46.63	36.8
1176	5060	-999	Beograd	44.8	20.45
1177	5058	-999	Batum	41.65	41.63
