	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	elevation
52	0-20000-0-02185	0	52	1:2057,1:2185,2057,2185,2186	3	LULEA-KALLAX (2185-0)			0	22.114444444444445	65.54333333333334		19490201	20231230	1	0	63	NMS	196,196.0	Lulea									106,107,117,126,137,138,139,140,39							L.Haimberger	0	17.0
53	0-20000-0-02226	0	53	1:2062,1:2225,2062,2225,9:3717,9:4185	3	OSTERSUND FROSON			0	14.500277777777775	63.19555555555555		19330608	20050618	1	0	63	NMS	196,196.0	Ostersund									106,107,117,126,137,138,139,140,39							L.Haimberger	0	359.2
54	0-20000-0-02229	0	54	5615,9:3353,C:5615	3	OSTERSUND, SOL			0	14.479722222222222	63.19694444444444		19210712	19791221	1	0	63	NMS	196,196.0	Ostersund									106,107,117,126,137,138,139,140							L.Haimberger	0	374.0
55	0-20000-0-02260	0	55	2259	3	VASTMARKUM			0	18.25555555555556	63.125277777777775		19800226	19870128	1	0	63	NMS	196.0	Harnosand									106,107,117,126,137,138,139,140,39							L.Haimberger	0	142.74
56	0-20000-0-02331	0	56	2330	3	HUNGE			0	15.08777777777778	62.75138888888889		19850504	19860601	1	0	63	NMS	196.0	Ostersund									106,107,117,126,137,138,139,140,39							L.Haimberger	0	343.19
57	0-20000-0-02365	0	57	1:2066,1:2365,2066,2365,2366	3	SUNDSVALL HARNOSAND (2365-0)			0	17.43611111111111	62.531666666666666		19650819	20231231	1	0	63	NMS	196,196.0	Timra									106,107,117,126,137,138,139,140,39							L.Haimberger	0	8.5
58	0-20000-0-02417	0	58	2417	3	PALGRUNDEN			0	13.15	58.75		20000510	20000510	1	0	63	NMS	196.0	Lidkoping									106,107,117,139,140							L.Haimberger	0	50.0
59	0-20000-0-02429	0	59	5572,C:5572	3	DAGLOSEN			0	14.183055555555557	59.66194444444445		19351017	19351019	1	0	63	NMS	196,196.0	Kristinehamn									106,107,117,126,137,138,139,140							L.Haimberger	0	133.39
60	0-20000-0-02432	0	60	2432	3	OREBRO			0	15.045555555555556	59.22888888888889		19991026	19991107	1	0	63	NMS	196.0	Orebro									106,107,117,139,140							L.Haimberger	0	53.0
61	0-20000-0-02464	0	61	1:2465,2077,2465,5745,9:3718,9:4187,9:974,C:5745	3	STOCKHOLM/BROMMA			0	17.897777777777776	59.36527777777778		19200713	19950127	1	0	63	NMS	196,196.0	Solna									106,107,117,126,137,138,139,140,39							L.Haimberger	0	13.6
62	0-20000-0-02483	0	62	1:2077,2077	3	STOCKHOLM, SOL			0	18.063333333333333	59.35333333333333		19490101	19950127	1	0	63	NMS	196.0	Solna									106,107,117,126,138,139,140							L.Haimberger	0	30.0
63	0-20000-0-02501	0	63	2501	3	VADEROARNA			0	11.066111111111113	58.57611111111112		19850203	19950625	1	0	63	NMS	196.0	Uddevalla									106,107,117,126,137,138,139,140,39							L.Haimberger	0	23.6
64	0-20000-0-02515	0	64	2515	3	TORPABRON			0	12.154166666666669	58.19972222222222		1977	1977	1	0	63	NMS	196	Trollhattan									106,107,126,138							L.Haimberger	0	20.0
65	0-20000-0-02516	0	65	2517	3	VINGA			0	11.604722222222222	57.63222222222223		19870625	19870625	1	0	63	NMS	196.0	Goteborg									106,107,117,126,137,138,139,140,39							L.Haimberger	0	19.0
66	0-20000-0-02518	0	66	2519	3	NIDINGEN			0	11.90638888888889	57.303888888888885		19890417	19890417	1	0	63	NMS	196.0	Varberg									106,107,117,139,140							L.Haimberger	0	1.7
67	0-20000-0-02520	0	67	2520	3	SATENAS			0	12.713888888888889	58.428888888888885		19850307	19850307	1	0	63	NMS	196.0	Vanersborg									106,107,117,139,140							L.Haimberger	0	54.0
68	0-20000-0-02527	0	68	1:2084,2527,5146	3	GOTEBORG/LANDVETTER			0	12.29111111111111	57.657222222222224		19260914	20231220	1	0	63	NMS	196,196.0	Goteborg,Lerum,Molnlycke									106,107,117,126,137,138,139,140,39							L.Haimberger	0	94.0
69	0-20000-0-02531	0	69	1:2515,1:2527,2084,2515,5679,9:3719,C:5679	3	GOTEBORG, SOL			0	11.979444444444445	57.687777777777775		19260611	19771002	1	0	63	NMS	196,196.0	Goteborg									106,107,117,126,137,138,139,140,39							L.Haimberger	0	94.0
70	0-20000-0-02544	0	70	2544	3	KARLSBORG			0	14.507222222222222	58.51361111111111		19800221	19890322	1	0	63	NMS	196.0	Motala									106,107,117,126,137,138,139,140,39							L.Haimberger	0	93.5
71	0-20000-0-02548	0	71	2313	3	VISINGSO			0	14.408611111111112	58.09527777777778		20130723	20140627	1	0	63	NMS	196.0	Tranas									106,107,126,138							L.Haimberger	0	94.83
72	0-20000-0-02556	0	72	5335,5336,9:4186	3	HAGSHULT			0	14.14	57.2925		19280717	19300725	1	0	63	NMS	196,196.0	Varnamo									106,107,117,126,137,138,139,140							L.Haimberger	0	169.0
73	0-20000-0-02562	0	73	5225,5226,5609,5700,5701,6098,9:4184,C:5225,C:5226,C:5609,C:5700,C:5701,C:6098	3	LINKOPING/MALMSLATT			0	15.525833333333336	58.39805555555556		19221130	19350911	1	0	63	NMS	196,196.0	Linkoping									106,107,117,126,137,138,139,140							L.Haimberger	0	93.0
74	0-20000-0-02591	0	74	1:2160,1:2591,2160,2591	3	VISBY AEROLOGISKA STATION			0	18.35	57.65		19660520	20231231	1	0	63	NMS	196,196.0	Visby									106,107,117,126,137,138,139,140,39							L.Haimberger	0	47.0
75	0-20000-0-02611	0	75	5212,5703,9:4183,C:5703	3	HELSINGBORG			0	12.765277777777778	56.03055555555555		19271001	19340628	1	0	63	NMS	196,196.0	Eslov									106,107,117,126,137,138,139,140							L.Haimberger	0	44.27
76	0-20000-0-02635	0	76	5224,5708,C:5708	3	MALMO			0	13.073611111111113	55.57138888888889		19260705	19331111	1	0	63	NMS	196,196.0	Malmo									106,107,117,126,137,138,139,140							L.Haimberger	0	20.81
77	0-20000-0-02665	0	77	2668	3	KARLSKRONA, SOL			0	15.623055555555556	56.10944444444445		19880301	19880301	1	0	63	NMS	196.0	Karlskrona									106,107,117,126,137,138,139,140,39							L.Haimberger	0	8.0
78	0-20000-0-02667	0	78	5691,C:5691	3	KARLSKRONA-SODERSTJERNA			0	15.586666666666668	56.14305555555556		19310605	19340619	1	0	63	NMS	196,196.0	Karlskrona									106,107,117,126,137,138,139,140							L.Haimberger	0	4.1
79	0-20000-0-02679	0	79	2599	3	HOBURG A			0	18.150555555555552	56.92111111111111		19850314	19850314	1	0	63	NMS	196.0	Visby									106,107,117,39							L.Haimberger	0	36.3
80	0-20000-0-02814	0	80	5510,C:5510	3	KEMIJARVI AIRFIELD			0	27.159166666666664	66.71555555555555		19320915	19330913	1	0	63	NMS	69,69.0	Rovaniemi									106,107,117,126,137,138,139,140							L.Haimberger	0	209.0
81	0-20000-0-02832	0	81	9:4171	3	TOHMAJARVI KEMIE			0	30.346666666666664	62.23527777777778		19440703	19440708	1	0	63	NMS	69,69.0	Joensuu									117,126							L.Haimberger	0	90.0
82	0-20000-0-02836	0	82	2836	3	SODANKYLA ARCTIC RESEARCH CENTRE			0	26.628888888888888	67.36666666666666		19570901	20211231	1	0	63	NMS	69,69.0	Rovaniemi									106,107,117,126,137,138,139,140,39							L.Haimberger	0	179.3
83	0-20000-0-02847	0	83	9:4173	3	ROVANIEMI RAUTATIEASEMA			0	25.70888888888889	66.49833333333333		19420108	19440913	1	0	63	NMS	69,69.0	Rovaniemi									117,126							L.Haimberger	0	82.3
84	0-20000-0-02864	0	84	9:4168	3	KEMI-TORNIO AIRPORT			0	24.58277777777778	65.78944444444444		19441205	19450526	1	0	63	NMS	69,69.0	Kemi									117,126							L.Haimberger	0	14.5
85	0-20000-0-02917	0	85	2917	3	SIILINJARVI KUOPIO AIRPORT			0	27.808055555555555	62.998333333333335		19900924	19900924	1	0	63	NMS	69.0	Siilinjarvi									106,107,117,126,137,138,139,140,39							L.Haimberger	0	96.9
86	0-20000-0-02919	0	86	9:4170	3	LAPPEENRANTA HIEKKAPAKKA			0	28.47305555555556	61.19833333333333		19440710	19440919	1	0	63	NMS	69,69.0	Imatra									117,126							L.Haimberger	0	79.5
87	0-20000-0-02935	0	87	1:2935,2935	3	JYVASKYLA AIRPORT			0	25.67083333333333	62.3975		19570802	20161231	1	0	63	NMS	69,69.0	Laukaa									106,107,117,126,137,138,139,140,39							L.Haimberger	0	139.0
88	0-20000-0-02963	0	88	2963	3	JOKIOINEN OBSERVATORY			0	23.4975	60.81388888888888		19570901	20211231	1	0	63	NMS	69,69.0	Forssa									106,107,117,126,137,138,139,140,39							L.Haimberger	0	103.0
89	0-20000-0-02966	0	89	5526,5527,5528,C:5526,C:5527,C:5528	3	KOUVOLA UTTI AIRFIELD			0	26.948888888888888	60.89833333333333		19220614	19351209	1	0	63	NMS	69,69.0	Valkeala									106,107,117,126,137,138,139,140							L.Haimberger	0	99.5
90	0-20000-0-02974	0	90	1:2974,2974	3	VANTAA HELSINKI-VANTAA AIRPORT			0	24.956666666666667	60.32666666666667		19350220	19561231	1	0	63	NMS	69,69.0	Tuusula									106,107,117,126,138,139,140							L.Haimberger	0	53.5
91	0-20000-0-02981	0	91	2981	3	PARAINEN UTO			0	21.37472222222222	59.77916666666667		20000825	20010222	1	0	63	NMS	69.0	Parainen									106,107,117,126,137,138,139,140,39							L.Haimberger	0	6.8
92	0-20000-0-02982	0	92	2982	3	HANKO RUSSARO			0	22.94861111111112	59.77361111111111		19890820	19910409	1	0	63	NMS	69.0	Tammisaari									106,107,117,126,137,138,139,140,39							L.Haimberger	0	6.5
93	0-20000-0-03002	0	93	2001,3001,3007	3	BALTASOUND NO 2			0	-0.8555555555555555	60.748333333333335		19820512	19980503	1	0	63	NMS	76.0	Fraserburgh									106,107,117,126,137,138,139,140,39							L.Haimberger	0	15.0
94	0-20000-0-03005	0	94	1:3005,3003,3005,9:4174	3	LERWICK			0	-1.1847222222222222	60.13916666666667		19400607	20231231	1	0	63	NMS	76,76.0	Fraserburgh									106,107,117,126,137,138,139,140,39							L.Haimberger	0	82.0
95	0-20000-0-03023	0	95	3023	3	SOUTH UIST RANGE			0	-7.385000000000001	57.3575		19790731	20231106	1	0	63	NMS	76,76.0	Inverness									106,107,117,126,137,138,139,140,39							L.Haimberger	0	4.0
96	0-20000-0-03026	0	96	1:3026,3026	3	STORNOWAY AIRPORT			0	-6.318888888888889	58.21361111111111		19480101	20021025	1	0	63	NMS	76,76.0	Inverness									106,107,117,126,137,138,139,140,39							L.Haimberger	0	7.9
97	0-20000-0-03066	0	97	3066	3	KINLOSS			0	-3.563611111111111	57.64555555555555		19890919	20060331	1	0	63	NMS	76,76.0	Elgin									106,107,117,126,137,138,139,140,39							L.Haimberger	0	6.7
98	0-20000-0-03091	0	98	3091,5021,C:5021	3	DYCE			0	-2.205277777777778	57.205000000000005		19280717	20001216	1	0	63	NMS	76,76.0	Aberdeen									106,107,117,126,137,138,139,140,39							L.Haimberger	0	65.5
99	0-20000-0-03132	0	99	3130,3132	3	WEST FREUGH			0	-4.935277777777778	54.85916666666667		19930609	20150515	1	0	63	NMS	231.0,76.0	Stranraer									106,107,117,126,137,138,139,140,39							L.Haimberger	0	11.0
100	0-20000-0-03134	0	100	5731,C:5731	3	GLASGOW, BISHOPTON			0	-4.5325	55.906666666666666		19210424	19340621	1	0	63	NMS	76,76.0	Clydebank									106,107,117,126,137,138,139,140							L.Haimberger	0	59.0
101	0-20000-0-03162	0	101	3162,5128,C:5128	3	ESKDALEMUIR			0	-3.206944444444445	55.31194444444444		19250416	20000331	1	0	63	NMS	76,76.0	Hawick									106,107,117,126,137,138,139,140,39							L.Haimberger	0	242.0
102	0-20000-0-03171	0	102	1:3170,1:3171,3170,3171,5134,5208,5699,C:5134,C:5208,C:5699	3	LEUCHARS			0	-2.862777777777778	56.376666666666665		19211031	20060116	1	0	63	NMS	76,76.0	Buckhaven,Dundee,Saint Andrews									106,107,117,126,137,138,139,140,39							L.Haimberger	0	11.6
103	0-20000-0-03204	0	103	3204	3	RONALDSWAY			0	-4.631944444444445	54.08527777777778		19980930	19980930	1	0	63	NMS	103.0	Whitehaven									106,107,117,126,137,138,139,140,39							L.Haimberger	0	16.0
104	0-20000-0-03214	0	104	1:3213,3213	3	WALNEY ISLAND			0	-3.2580555555555555	54.125		19691117	20000720	1	0	63	NMS	76,76.0	Whitehaven									106,107,117,126,137,138,139,140,39							L.Haimberger	0	15.0
105	0-20000-0-03238	0	105	3238	3	ALBEMARLE			0	-1.8816666666666664	55.01972222222222		20021113	20231230	1	0	63	NMS	76,76.0	Newburn									106,107,117,126,137,138,139,140,39							L.Haimberger	0	142.0
106	0-20000-0-03240	0	106	3240	3	BOULMER			0	-1.601388888888889	55.42083333333333		19910625	20020214	1	0	63	NMS	76,76.0	Ashington									106,107,117,126,137,138,139,140,39							L.Haimberger	0	22.9
107	0-20000-0-03257	0	107	3257	3	LEEMING			0	-1.5330555555555554	54.29694444444444		19890921	20100502	1	0	63	NMS	76,76.0	Northallerton									106,107,117,126,137,138,139,140,39							L.Haimberger	0	40.2
108	0-20000-0-03266	0	108	3266	3	LINTON-ON-OUSE			0	-1.251111111111111	54.04527777777778		19850531	19850531	1	0	63	NMS	76.0	York									106,107,117,139,140							L.Haimberger	0	16.2
109	0-20000-0-03302	0	109	3302,5597,C:5597	3	VALLEY			0	-4.536388888888888	53.2525		19210513	19800306	1	0	63	NMS	76,76.0	Colwyn Bay									106,107,117,126,137,138,139,140,39							L.Haimberger	0	11.0
110	0-20000-0-03305	0	110	3406	3	CAPEL CURIG NO 3			0	-3.941388888888889	53.094166666666666		19820812	19820812	1	0	63	NMS	76.0	Colwyn Bay									106,107,117,139,140							L.Haimberger	0	216.0
111	0-20000-0-03316	0	111	1:3322,3322	3	CROSBY			0	-3.057777777777777	53.49722222222222		19480101	19960331	1	0	63	NMS	76,76.0	Ormskirk									106,107,117,126,137,138,139,140,39							L.Haimberger	0	9.0
112	0-20000-0-03321	0	112	3321,5326,5622,5738,C:5326,C:5622,C:5738	3	HAWARDEN AIRPORT			0	-2.9875000000000003	53.17472222222222		19220327	19890613	1	0	63	NMS	76,76.0	Chester									106,107,117,126,137,138,139,140,39							L.Haimberger	0	10.0
113	0-20000-0-03344	0	113	3339	3	BINGLEY NO 2			0	-1.8666666666666667	53.81111111111111		19840919	19840919	1	0	63	NMS	76.0	Keighley									106,107,117,126,137,138,139,140,39							L.Haimberger	0	262.0
114	0-20000-0-03354	0	114	3354	3	NOTTINGHAM, WATNALL			0	-1.251111111111111	53.00555555555555		19970121	20231231	1	0	63	NMS	76,76.0	Heanor									106,107,117,126,137,138,139,140,39							L.Haimberger	0	117.0
115	0-20000-0-03377	0	115	3373,3377,3379,5660,C:5660	3	WADDINGTON			0	-0.5233333333333334	53.17527777777777		19210513	20100907	1	0	63	NMS	76,76.0	Lincoln,Sleaford									106,107,117,126,137,138,139,140,39							L.Haimberger	0	63.0
116	0-20000-0-03385	0	116	3388,3396	3	DONNA NOOK NO 2			0	0.1527777777777777	53.47472222222223		19840707	19841210	1	0	63	NMS	76.0	Cleethorpes,Grimsby									106,107,117,139,140							L.Haimberger	0	8.0
117	0-20000-0-03414	0	117	3414	3	SHAWBURY			0	-2.664722222222222	52.79472222222222		19970812	20060301	1	0	63	NMS	76,76.0	Shrewsbury									106,107,117,126,137,138,139,140,39							L.Haimberger	0	72.0
118	0-20000-0-03462	0	118	1:3452	3	WITTERING			0	-0.4611111111111111	52.61138888888889		19490101	19490531	1	0	63	NMS	76.0	Oakham									106,107,117,126,138,139,140							L.Haimberger	0	73.0
