primary_id	file
0-20000-0-36859	era5.36859.bfr
0-20000-0-36870	era5.36870.bfr
0-20000-0-36883	era5.36880.bfr
0-20000-0-36974	era5.36974.bfr
0-20000-0-37018	era5.3718.bfr
0-20000-0-37472	era5.37472.bfr
0-20000-0-37484	era5.37484.bfr
0-20000-0-37548	era5.37549.bfr
0-20000-0-37575	era5.37575.bfr
0-20000-0-37686	era5.37686.bfr
0-20000-0-37717	era5.37709.bfr
0-20000-0-37736	era5.37735.bfr
0-20000-0-37747	era5.37747.bfr
0-20000-0-37788	era5.37789.bfr
0-20000-0-37808	era5.37815.bfr
0-20000-0-37864	era5.37860.bfr
0-20000-0-37897	era5.37897.bfr
0-20000-0-37899	era5.37895.bfr
0-20000-0-37914	era5.37914.bfr
0-20000-0-37936	era5.37936.bfr
0-20000-0-37985	era5.37985.bfr
0-20000-0-38001	era5.381.bfr
0-20000-0-38062	era5.3861.bfr
0-20000-0-38064	era5.3862.bfr
0-20000-0-38232	era5.38232.bfr
0-20000-0-38328	era5.38328.bfr
0-20000-0-38353	era5.38353.bfr
0-20000-0-38392	era5.38392.bfr
0-20000-0-38413	era5.38413.bfr
0-20000-0-38457	era5.38457.bfr
0-20000-0-38527	era5.38527.bfr
0-20000-0-38606	era5.38606.bfr
0-20000-0-38613	era5.38613.bfr
0-20000-0-38687	era5.38687.bfr
0-20000-0-38750	era5.38750.bfr
0-20000-0-38836	era5.38836.bfr
0-20000-0-38878	era5.38879.bfr
0-20000-0-38880	era5.38880.bfr
0-20000-0-38927	era5.38927.bfr
0-20000-0-38954	era5.38954.bfr
0-20000-0-38989	era5.38989.bfr
0-20000-0-40001	era5.401.bfr
0-20000-0-40007	era5.407.bfr
0-20000-0-40022	era5.4022.bfr
0-20000-0-40030	era5.4030.bfr
0-20000-0-40039	era5.4039.bfr
0-20000-0-40045	era5.4045.bfr
0-20000-0-40100	era5.40100.bfr
0-20000-0-40190	era5.40191.bfr
0-20000-0-40199	era5.40199.bfr
0-20000-0-40226	era5.40165.bfr
0-20000-0-40233	era5.62338.bfr
0-20000-0-40265	era5.40265.bfr
0-20000-0-40270	era5.40270.bfr
0-20000-0-40373	era5.40373.bfr
0-20000-0-40375	era5.40375.bfr
0-20000-0-40400	era5.40400.bfr
0-20000-0-40416	era5.40416.bfr
0-20000-0-40430	era5.40430.bfr
0-20000-0-40438	era5.40438.bfr
0-20000-0-40439	era5.40439.bfr
0-20000-0-40642	era5.40642.bfr
0-20000-0-40648	era5.40648.bfr
0-20000-0-40650	era5.40650.bfr
0-20000-0-40676	era5.40676.bfr
0-20000-0-40689	era5.40689.bfr
0-20000-0-40706	era5.40706.bfr
0-20000-0-40745	era5.40745.bfr
0-20000-0-40754	era5.40754.bfr
0-20000-0-40766	era5.40766.bfr
0-20000-0-40794	era5.40795.bfr
0-20000-0-40800	era5.40800.bfr
0-20000-0-40841	era5.40841.bfr
0-20000-0-40848	era5.40848.bfr
0-20000-0-40938	era5.40938.bfr
0-20000-0-40948	era5.40948.bfr
0-20000-0-40990	era5.40990.bfr
0-20000-0-41020	era5.40477.bfr
0-20000-0-41024	era5.4124.bfr
0-20000-0-41061	era5.40495.bfr
0-20000-0-41114	era5.40569.bfr
0-20000-0-41141	era5.40572.bfr
0-20000-0-41150	era5.40427.bfr
0-20000-0-41194	era5.40449.bfr
0-20000-0-41256	era5.40462.bfr
0-20000-0-41316	era5.40575.bfr
0-20000-0-41443	era5.40586.bfr
0-20000-0-41515	era5.41515.bfr
0-20000-0-41529	era5.41530.bfr
0-20000-0-41560	era5.41560.bfr
0-20000-0-41571	era5.41571.bfr
0-20000-0-41593	era5.41594.bfr
0-20000-0-41598	era5.41598.bfr
0-20000-0-41620	era5.41620.bfr
0-20000-0-41624	era5.41624.bfr
0-20000-0-41640	era5.41640.bfr
0-20000-0-41675	era5.41675.bfr
0-20000-0-41710	era5.41710.bfr
0-20000-0-41712	era5.41712.bfr
0-20000-0-41715	era5.41715.bfr
0-20000-0-41718	era5.41718.bfr
0-20000-0-41739	era5.41739.bfr
0-20000-0-41744	era5.41744.bfr
0-20000-0-41749	era5.41749.bfr
0-20000-0-41756	era5.41756.bfr
0-20000-0-41768	era5.41768.bfr
0-20000-0-41780	era5.41780.bfr
0-20000-0-41883	era5.41858.bfr
0-20000-0-41891	era5.41900.bfr
0-20000-0-41907	era5.41855.bfr
0-20000-0-41936	era5.41915.bfr
0-20000-0-41950	era5.41932.bfr
0-20000-0-41977	era5.41940.bfr
0-20000-0-41978	era5.41941.bfr
0-20000-0-41992	era5.41950.bfr
0-20000-0-42042	era5.43539.bfr
0-20000-0-42071	era5.4271.bfr
0-20000-0-42101	era5.42101.bfr
0-20000-0-42103	era5.42103.bfr
0-20000-0-42111	era5.42111.bfr
0-20000-0-42165	era5.42165.bfr
0-20000-0-42182	era5.42182.bfr
0-20000-0-42189	era5.42189.bfr
0-20000-0-42260	era5.42260.bfr
0-20000-0-42273	era5.42273.bfr
0-20000-0-42314	era5.42314.bfr
0-20000-0-42339	era5.42339.bfr
0-20000-0-42348	era5.42348.bfr
0-20000-0-42361	era5.42361.bfr
0-20000-0-42369	era5.42369.bfr
0-20000-0-42379	era5.42379.bfr
0-20000-0-42398	era5.42398.bfr
0-20000-0-42415	era5.42415.bfr
0-20000-0-42416	era5.42416.bfr
0-20000-0-42474	era5.42475.bfr
0-20000-0-42498	era5.42498.bfr
0-20000-0-42543	era5.42543.bfr
0-20000-0-42591	era5.42591.bfr
0-20000-0-42623	era5.42623.bfr
0-20000-0-42634	era5.42634.bfr
0-20000-0-42647	era5.42647.bfr
0-20000-0-42667	era5.42667.bfr
0-20000-0-42675	era5.42675.bfr
0-20000-0-42701	era5.42700.bfr
0-20000-0-42708	era5.42704.bfr
0-20000-0-42724	era5.42724.bfr
0-20000-0-42734	era5.42734.bfr
0-20000-0-42798	era5.42798.bfr
0-20000-0-42809	era5.42809.bfr
0-20000-0-42840	era5.42840.bfr
0-20000-0-42867	era5.42867.bfr
0-20000-0-42872	era5.42875.bfr
0-20000-0-42886	era5.42886.bfr
0-20000-0-42895	era5.42895.bfr
0-20000-0-42909	era5.42909.bfr
0-20000-0-42971	era5.42971.bfr
0-20000-0-43003	era5.433.bfr
0-20000-0-43014	era5.4314.bfr
0-20000-0-43041	era5.4341.bfr
0-20000-0-43049	era5.4349.bfr
0-20000-0-43063	era5.4363.bfr
0-20000-0-43128	era5.43128.bfr
0-20000-0-43149	era5.43149.bfr
0-20000-0-43150	era5.43150.bfr
0-20000-0-43181	era5.43181.bfr
0-20000-0-43192	era5.43192.bfr
0-20000-0-43193	era5.43193.bfr
0-20000-0-43194	era5.43194.bfr
0-20000-0-43201	era5.43201.bfr
0-20000-0-43237	era5.43237.bfr
0-20000-0-43279	era5.43279.bfr
0-20000-0-43284	era5.43284.bfr
0-20000-0-43285	era5.43285.bfr
0-20000-0-43295	era5.43295.bfr
0-20000-0-43296	era5.43296.bfr
0-20000-0-43311	era5.43311.bfr
0-20000-0-43333	era5.43333.bfr
0-20000-0-43336	era5.43353.bfr
0-20000-0-43344	era5.43344.bfr
0-20000-0-43346	era5.43346.bfr
0-20000-0-43347	era5.43347.bfr
0-20000-0-43367	era5.43368.bfr
0-20000-0-43369	era5.43369.bfr
0-20000-0-43371	era5.43371.bfr
0-20000-0-43413	era5.43413.bfr
0-20000-0-43418	era5.43418.bfr
0-20000-0-43466	era5.43466.bfr
0-20000-0-43497	era5.43497.bfr
0-20000-0-43555	era5.43555.bfr
0-20000-0-43599	era5.41350.bfr
0-20000-0-44212	era5.44212.bfr
0-20000-0-44218	era5.44218.bfr
0-20000-0-44231	era5.44231.bfr
0-20000-0-44239	era5.44239.bfr
0-20000-0-44241	era5.44241.bfr
0-20000-0-44259	era5.44259.bfr
0-20000-0-44272	era5.44272.bfr
0-20000-0-44277	era5.44277.bfr
0-20000-0-44282	era5.44282.bfr
0-20000-0-44288	era5.44288.bfr
0-20000-0-44292	era5.44292.bfr
0-20000-0-44341	era5.44341.bfr
0-20000-0-44354	era5.44354.bfr
0-20000-0-44373	era5.44373.bfr
0-20000-0-44449	era5.42382.bfr
0-20000-0-44454	era5.44454.bfr
0-20000-0-45005	era5.455.bfr
0-20000-0-47014	era5.54374.bfr
0-20000-0-47041	era5.4741.bfr
0-20000-0-47055	era5.43243.bfr
0-20000-0-47058	era5.4758.bfr
0-20000-0-47101	era5.47104.bfr
0-20000-0-47102	era5.47103.bfr
0-20000-0-47107	era5.47107.bfr
0-20000-0-47110	era5.47110.bfr
0-20000-0-47114	era5.47118.bfr
0-20000-0-47133	era5.47132.bfr
0-20000-0-47138	era5.47138.bfr
0-20000-0-47139	era5.47139.bfr
0-20000-0-47141	era5.47141.bfr
0-20000-0-47153	era5.47153.bfr
0-20000-0-47158	era5.47158.bfr
0-20000-0-47159	era5.47154.bfr
0-20000-0-47161	era5.47161.bfr
0-20000-0-47182	era5.47184.bfr
0-20000-0-47401	era5.47401.bfr
0-20000-0-47412	era5.47412.bfr
0-20000-0-47420	era5.47420.bfr
0-20000-0-47515	era5.47515.bfr
0-20000-0-47580	era5.47580.bfr
0-20000-0-47590	era5.47590.bfr
0-20000-0-47600	era5.47600.bfr
0-20000-0-47604	era5.47604.bfr
0-20000-0-47624	era5.47624.bfr
0-20000-0-47629	era5.47629.bfr
0-20000-0-47646	era5.47646.bfr
0-20000-0-47651	era5.47650.bfr
0-20000-0-47655	era5.47655.bfr
0-20000-0-47678	era5.47678.bfr
0-20000-0-47681	era5.47681.bfr
0-20000-0-47684	era5.47684.bfr
0-20000-0-47688	era5.47688.bfr
0-20000-0-47744	era5.47744.bfr
0-20000-0-47764	era5.47764.bfr
0-20000-0-47772	era5.47772.bfr
0-20000-0-47778	era5.47778.bfr
0-20000-0-47807	era5.47807.bfr
0-20000-0-47808	era5.47808.bfr
0-20000-0-47827	era5.47827.bfr
0-20000-0-47881	era5.47881.bfr
0-20000-0-47884	era5.47884.bfr
0-20000-0-47898	era5.47898.bfr
0-20000-0-47918	era5.47918.bfr
0-20000-0-47936	era5.47936.bfr
0-20000-0-47938	era5.47938.bfr
0-20000-0-47945	era5.47945.bfr
0-20000-0-48008	era5.488.bfr
0-20000-0-48053	era5.4853.bfr
0-20000-0-48060	era5.4860.bfr
0-20000-0-48062	era5.4862.bfr
0-20000-0-48078	era5.4878.bfr
0-20000-0-48080	era5.4880.bfr
0-20000-0-48094	era5.4894.bfr
0-20000-0-48096	era5.4896.bfr
0-20000-0-48097	era5.4897.bfr
0-20000-0-48108	era5.48108.bfr
0-20000-0-48109	era5.48109.bfr
0-20000-0-48110	era5.48110.bfr
0-20000-0-48112	era5.48112.bfr
0-20000-0-48327	era5.48327.bfr
0-20000-0-48378	era5.48378.bfr
0-20000-0-48379	era5.48379.bfr
0-20000-0-48383	era5.48947.bfr
0-20000-0-48400	era5.48400.bfr
0-20000-0-48402	era5.4112.bfr
0-20000-0-48403	era5.48403.bfr
0-20000-0-48419	era5.48456.bfr
0-20000-0-48455	era5.48455.bfr
0-20000-0-48480	era5.48480.bfr
0-20000-0-48500	era5.48500.bfr
0-20000-0-48532	era5.48532.bfr
0-20000-0-48551	era5.48551.bfr
0-20000-0-48565	era5.48565.bfr
0-20000-0-48568	era5.48568.bfr
0-20000-0-48601	era5.48601.bfr
0-20000-0-48602	era5.48602.bfr
0-20000-0-48615	era5.48615.bfr
0-20000-0-48620	era5.48620.bfr
0-20000-0-48647	era5.48647.bfr
0-20000-0-48657	era5.48657.bfr
0-20000-0-48687	era5.48687.bfr
0-20000-0-48692	era5.48692.bfr
0-20000-0-48694	era5.48694.bfr
0-20000-0-48698	era5.48698.bfr
0-20000-0-48803	era5.56989.bfr
0-20000-0-48820	era5.48819.bfr
0-20000-0-48845	era5.48845.bfr
0-20000-0-48852	era5.48852.bfr
0-20000-0-48860	era5.48860.bfr
0-20000-0-48870	era5.48870.bfr
0-20000-0-48892	era5.98501.bfr
0-20000-0-48894	era5.48902.bfr
0-20000-0-48930	era5.48930.bfr
0-20000-0-48940	era5.48940.bfr
0-20000-0-48948	era5.48948.bfr
0-20000-0-48955	era5.48955.bfr
0-20000-0-48966	era5.48966.bfr
0-20000-0-48972	era5.48972.bfr
0-20000-0-48991	era5.48991.bfr
0-20000-0-50353	era5.50353.bfr
0-20000-0-50527	era5.50527.bfr
0-20000-0-50557	era5.50557.bfr
0-20000-0-50603	era5.50603.bfr
0-20000-0-50745	era5.50745.bfr
0-20000-0-50953	era5.50953.bfr
0-20000-0-51076	era5.5176.bfr
0-20000-0-51133	era5.51133.bfr
0-20000-0-51156	era5.51156.bfr
0-20000-0-51243	era5.51243.bfr
0-20000-0-51288	era5.51288.bfr
0-20000-0-51334	era5.51334.bfr
0-20000-0-51379	era5.51379.bfr
