
########################################################################################
# This file contains data retrieved from the CDS https://cds.climate.copernicus.eu/cdsapp#!/dataset/insitu-observations-igra-baseline-network
# This is a C3S product under the following licences:
# #     - licence-to-use-copernicus-products
#     - igra-data-policy
# This is a CSV file following the CDS convention cdm-lev
# Data source: IGRA_H
# Version: v1
# Time extent: 20090401 - 20090401
# Geographic area: global
# Variables selected and units
# #	air_temperature [ K ]
########################################################################################
station_name,radiosonde_code,sensor_model,report_timestamp,actual_time,report_id,longitude,latitude,height_of_station_above_sea_level,air_pressure,air_temperature
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,43410,261.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,43250,261.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,42920,260.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,42520,260.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,41950,259.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,41570,259.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,41270,259.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,34460,249.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,33870,249.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,32500,246.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,31050,243.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,30690,243.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,30310,242.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,30000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,28350,239.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,27600,237.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,27370,237.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,26940,236.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,25000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,22770,226.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,21020,222.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,20000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,17540,212.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,16580,211.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,15000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,10940,191.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,10000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,9030,188.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,8800,189.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,8330,192.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,7660,193.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,7350,194.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,7190,196.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,7000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,6710,195.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,6450,198.75
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,6240,198.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,5980,202.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,5820,206.95
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,5000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,4470,206.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,4310,208.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,4150,207.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,3590,208.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,3250,212.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,3000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,2660,214.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,2550,219.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,2420,221.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,2000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1830,222.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1790,224.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1720,223.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1650,225.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1590,224.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1450,224.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1410,227.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1220,230.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1150,229.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,1000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,40000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,39690,257.85
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,39540,257.65
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,38690,257.05
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,37660,255.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,36710,253.45
PSM00091408,52,Vaisala RS80-57H,2009-04-01 00:00:00+00,2009-03-31 23:03:00+00,1963813,134.483,7.3333,30,36020,252.25
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,100000,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,93290,295.55
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,92500,
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,90970,294.15
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,88860,292.35
PSM00091408,52,Vaisala RS80-57H,2009-04-01 12:00:00+00,2009-04-01 11:05:00+00,1963823,134.483,7.3333,30,88020,292.25
