primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0-20100-0-01501	5	0			Regional Intercomparison		Crawley (UK)	0	-0.184474	51.112747		1987-05-01	1987-06-05	1	7	63	WMO	GBR									comp015rs3				-0.184474	-0.184474	51.112747	51.112747		
0-20100-0-01502	5	1			Regional Intercomparison		Crawley (UK)	0	-0.184474	51.112747		1987-05-01	1987-06-05	1	7	63	WMO	GBR									comp015vai				-0.184474	-0.184474	51.112747	51.112747		
0-20100-0-01503	5	2			Regional Intercomparison		Crawley (UK)	0	-0.184474	51.112747		1987-05-01	1987-06-05	1	7	63	WMO	GBR									comp015air				-0.184474	-0.184474	51.112747	51.112747		
0-20100-0-01301	5	3			Global Intercomparison		Wallops Island	0	75.48	37.83		1985-02-07	1985-03-13	1	7	63	WMO	USA									comp013viz				75.48	75.48	37.83	37.83		
0-20100-0-01302	5	4			Global Intercomparison		Wallops Island	0	75.48	37.83		1985-02-07	1985-03-13	1	7	63	WMO	USA									comp013aus				75.48	75.48	37.83	37.83		
0-20100-0-01303	5	5			Global Intercomparison		Wallops Island	0	75.48	37.83		1985-02-07	1985-03-13	1	7	63	WMO	USA									comp013fn1				75.48	75.48	37.83	37.83		
0-20100-0-01304	5	6			Global Intercomparison		Wallops Island	0	75.48	37.83		1985-02-07	1985-03-13	1	7	63	WMO	USA									comp013ind				75.48	75.48	37.83	37.83		
0-20100-0-01305	5	7			Global Intercomparison		Wallops Island	0	75.48	37.83		1985-02-07	1985-03-13	1	7	63	WMO	USA									comp013m60				75.48	75.48	37.83	37.83		
0-20100-0-00401	5	8			Global Intercomparison		Payerne	0	6.942	46.812		1956-05-27	1956-06-10	1	7	63	WMO	CHE									comp004bel				6.942	6.942	46.812	46.812		
0-20100-0-00402	5	9			Global Intercomparison		Payerne	0	6.942	46.812		1956-05-27	1956-06-10	1	7	63	WMO	CHE									comp004ddr				6.942	6.942	46.812	46.812		
0-20100-0-00403	5	10			Global Intercomparison		Payerne	0	6.942	46.812		1956-05-27	1956-06-10	1	7	63	WMO	CHE									comp004inf				6.942	6.942	46.812	46.812		
