primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role
0-20101-0-00000	5	0			WMO International Radiosonde Comparison [Phase 1]		  Beaufort Park	0	-0.35	51.57		84-06-20	84-07-25	1	7	63	WMO	76								UK Met Service RS3					-0.35	-0.35	51.57	51.57		
0-20101-0-00001	5	1			WMO International Radiosonde Comparison [Phase 1]		  Beaufort Park	0	-0.35	51.57		84-06-20	84-07-25	1	7	63	WMO	76								Vaisala RS80-15N					-0.35	-0.35	51.57	51.57		
0-20101-0-00002	5	2			WMO International Radiosonde Comparison [Phase 1]		  Beaufort Park	0	-0.35	51.57		84-06-20	84-07-25	1	7	63	WMO	76								VIZ Model 1392-510					-0.35	-0.35	51.57	51.57		
0-20101-0-00003	5	3			WMO International Radiosonde Comparison [Phase 1]		  Beaufort Park	0	-0.35	51.57		84-06-20	84-07-25	1	7	63	WMO	76								Graw G78C					-0.35	-0.35	51.57	51.57		
0-20101-0-00004	5	4			WMO International Radiosonde Comparison [Phase 1]		  Beaufort Park	0	-0.35	51.57		84-06-20	84-07-25	1	7	63	WMO	76								Beukers 1524-511					-0.35	-0.35	51.57	51.57		
0-20102-0-00000	5	5			WMO International Radiosonde Comparison [Phase 2]		  Wallops Island	0	-75.48	37.83		85-02-07	85-03-13	1	7	63	WMO	231								VIZ Model 1392					-75.48	-75.48	37.83	37.83		
0-20102-0-00001	5	6			WMO International Radiosonde Comparison [Phase 2]		  Wallops Island	0	-75.48	37.83		85-02-07	85-03-13	1	7	63	WMO	231								Phillips RS4 MK3					-75.48	-75.48	37.83	37.83		
0-20102-0-00002	5	7			WMO International Radiosonde Comparison [Phase 2]		  Wallops Island	0	-75.48	37.83		85-02-07	85-03-13	1	7	63	WMO	231								Vaisala RS80-15N					-75.48	-75.48	37.83	37.83		
0-20102-0-00003	5	8			WMO International Radiosonde Comparison [Phase 2]		  Wallops Island	0	-75.48	37.83		85-02-07	85-03-13	1	7	63	WMO	231								Indian MK III					-75.48	-75.48	37.83	37.83		
0-20102-0-00004	5	9			WMO International Radiosonde Comparison [Phase 2]		  Wallops Island	0	-75.48	37.83		85-02-07	85-03-13	1	7	63	WMO	231								Graw M60					-75.48	-75.48	37.83	37.83		
0-20103-0-00000	5	10			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								AIR Intellisonde					71.38	71.38	42.85	42.85		
0-20103-0-00001	5	11			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								Russian MRZ-3A					71.38	71.38	42.85	42.85		
0-20103-0-00002	5	12			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								Russian MARS-2					71.38	71.38	42.85	42.85		
0-20103-0-00003	5	13			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								Vaisala RS80-15N					71.38	71.38	42.85	42.85		
0-20103-0-00004	5	14			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								VIZ model 1392					71.38	71.38	42.85	42.85		
0-20103-0-00005	5	15			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								Chinese SMA-GZZ					71.38	71.38	42.85	42.85		
0-20103-0-00006	5	16			WMO International Radiosonde Comparison [Phase 3]		  Dzhambul	0	71.38	42.85		89-08-07	89-08-24	1	7	63	WMO	124								Chinese SMA-TC-1					71.38	71.38	42.85	42.85		
0-20104-0-00000	5	17			WMO International Radiosonde Comparison [Phase 4]		  Tsukuba	0	140.13	36.05		93-02-17	93-03-11	1	7	63	WMO	113								VIZ Mark-II radiosonde, small rod thermistor (2.5x0.1 cm), no correction, carbon resistive RH sensor					140.13	140.13	36.05	36.05		
0-20104-0-00001	5	18			WMO International Radiosonde Comparison [Phase 4]		  Tsukuba	0	140.13	36.05		93-02-17	93-03-11	1	7	63	WMO	113								VIZ Mark-II radiosonde, large rod thermistor (4.0x0.12 cm), no correction, carbon resistive RH sensor					140.13	140.13	36.05	36.05		
0-20104-0-00002	5	19			WMO International Radiosonde Comparison [Phase 4]		  Tsukuba	0	140.13	36.05		93-02-17	93-03-11	1	7	63	WMO	113								AIR-1680 MHz, thermistor same as VIZ, no correction, capacitive RH sensor					140.13	140.13	36.05	36.05		
0-20104-0-00003	5	20			WMO International Radiosonde Comparison [Phase 4]		  Tsukuba	0	140.13	36.05		93-02-17	93-03-11	1	7	63	WMO	113								AIR-403 MHz, thermistor same as VIZ, no correction, capacitive RH sensor					140.13	140.13	36.05	36.05		
0-20104-0-00004	5	21			WMO International Radiosonde Comparison [Phase 4]		  Tsukuba	0	140.13	36.05		93-02-17	93-03-11	1	7	63	WMO	113								Vaisala RS80-15N, DigiCora, Manufacturers radiation correction applied, A-Humicap RH sensor					140.13	140.13	36.05	36.05		
