primary_id	secondary_id	station_name	latitude	longitude	start	end	file
0-686-0-61660	[11101]	DAKAR-DIASS-AIBD	14.72	-17.23	1943-06-18 00:00:00	1944-05-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11101
0-20000-0-93113	[93113]	LONG BEACH/LB AIRP. DAUGHERTY FIELD,  CA.	33.75	-118.25	1935-09-02 00:00:00	1947-05-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:93113
0-20000-0-13841	[13841]	WILMINGTON, OH.	39.43	-83.800003	1943-12-23 00:00:00	1949-10-07 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13841
0-20000-0-95767	[94772]	LAKE MACQUARIE AWS	-33.049999	151.600006	1949-02-05 00:00:00	1953-07-24 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:94772
[]	[26601]	POINT HOPE	68.349998	-166.779999	1943-09-28 00:00:00	1945-10-25 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26601
0-20000-0-32932	[32932]	IMPHAL/TULIHAL	24.77	93.900002	1944-12-12 00:00:00	1945-09-03 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32932
[]	[51302]		12.9	-38.349998	1943-10-01 00:00:00	1945-04-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:51302
0-20000-0-41406	[41406]	WEATHER FORECAST OFFICE, GUAM, MARIANA IS.	13.48	144.800003	1944-09-13 00:00:00	1954-02-28 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:41406
[]	[80704]		8.07	178.380005	1944-01-14 00:00:00	1944-01-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:80704
[]	[13839]	DOTHAN (NAPIER FIELD)	31.32	-85.449997	1942-04-08 00:00:00	1945-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13839
0-20000-0-21503	[21503]	HILO HI, HAWAII	19.719999	-155.050003	1944-04-04 00:00:00	1945-12-26 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:21503
0-20000-0-20571	[20571]	COLOMBO	6.9	79.870003	1944-01-01 00:00:00	1948-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20571
0-20000-0-11501	[11501]	GRANTLEY ADAMS	13.07	-59.5	1943-10-01 00:00:00	1945-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11501
0-20000-0-32936	[32936]	BHAMO	24.27	97.25	1945-02-18 00:00:00	1945-09-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32936
[]	[13855]	TULLAHOMA WILLIAM NORTHERN AAF	35.380001	-86.230003	1943-08-17 00:00:00	1945-01-06 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13855
0-20000-0-10501	[10501]	CAYENNE MATOURY	4.83	-52.369999	1944-08-01 00:00:00	1946-03-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10501
0-20000-0-26605	[26605]	NUNIVAK	60.200001	-166.100006	1943-10-12 00:00:00	1945-08-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26605
0-20000-0-20696	[20696]	GANGNEUNG	37.75	128.899994	1935-07-01 00:00:00	1943-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20696
0-20000-0-41411	[41411]	WEATHER FORECAST OFFICE, GUAM, MARIANA IS.	13.43	144.630005	1944-12-14 00:00:00	1945-07-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:41411
[]	[51304]		12.78	-38.5	1943-06-11 00:00:00	1945-03-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:51304
0-20000-0-33003	[33003]	BIZERTE	37.200001	9.83	1944-04-07 00:00:00	1944-11-09 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33003
[]	[81302]		12.43	130.869995	1944-08-23 00:00:00	1945-01-23 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:81302
0-20000-0-25302	[25302]	YAKUTAT, AK	59.52	-139.669998	1942-08-08 00:00:00	1948-07-29 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:25302
0-20000-0-22516	[22516]	KAHULUI AIRPORT, MAUI, HAWAII	20.9	-156.429993	1944-02-01 00:00:00	1945-11-07 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:22516
0-20000-0-13846	[13846]	TYNDALL AFB, FL.	30.07	-85.580002	1942-05-29 00:00:00	1952-11-25 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13846
0-20000-0-20574	[20574]	TRINCOMALEE	8.58	81.25	1944-01-01 00:00:00	1948-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20574
0-20000-0-32938	[32938]	SHWEBO	22.58	95.730003	1945-02-03 00:00:00	1945-08-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32938
0-20000-0-11605	[11605]	PIARCO INT. AIRPORT,  TRINIDAD	10.5	-61.400002	1943-03-23 00:00:00	1943-10-20 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11605
[]	[13859]	WALTERBORO AAF	32.919998	-80.650002	1943-03-11 00:00:00	1945-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13859
0-20000-0-26608	[26608]	UNALAKLEET	63.900002	-160.779999	1943-08-25 00:00:00	1945-11-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26608
0-20000-0-10504	[10504]	AMAPA	2.08	-50.869999	1944-06-01 00:00:00	1946-08-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10504
0-20000-0-13802	[13802]	ST.LOUIS/LAMBERT,  ST.LOUIS INT., MO.	38.549999	-89.849998	1929-03-14 00:00:00	1959-09-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13802
[]	[52401]		22.92	-43.779999	1943-12-06 00:00:00	1945-08-27 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:52401
0-20000-0-41413	[41413]	TINIAN, MARIANA ISLANDS	15.0	145.630005	1944-12-02 00:00:00	1945-11-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:41413
0-20000-0-16560	[33019]	CAGLIARI ELMAS	39.25	9.08	1944-08-29 00:00:00	1946-01-19 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33019
[]	[81404]		10.6	142.300003	1944-02-01 00:00:00	1944-09-26 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:81404
0-20000-0-20699	[20699]	WONSAN	39.18	127.43	1935-01-04 00:00:00	1943-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20699
0-20000-0-23009	[23009]	ROSWELL/INDUSTRIAL AIR CENTER, NM	33.299999	-104.519997	1944-05-09 00:00:00	1954-09-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23009
0-20000-0-13849	[13849]	SHAW AFB, SC.	33.970001	-80.480003	1942-03-19 00:00:00	1954-04-29 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13849
0-20000-0-25504	[25504]	PORT HEIDEN	56.950001	-158.649994	1942-10-10 00:00:00	1945-10-02 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:25504
0-20000-0-20575	[20575]	MANNAR	9.0	79.830002	1944-01-01 00:00:00	1948-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20575
0-20000-0-32939	[32939]	MOGOKE	23.379999	96.57	1945-02-12 00:00:00	1945-03-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32939
0-20000-0-11617	[11617]	PIARCO INT. AIRPORT,  TRINIDAD	10.5	-61.400002	1943-04-01 00:00:00	1943-10-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11617
0-20000-0-13860	[13860]	MACON/LEWIS B.WILSON, GA.	32.630001	-83.599998	1943-01-10 00:00:00	1954-02-28 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13860
0-20000-0-82098	[10506]	MACAPA	0.03	-51.02	1944-01-18 00:00:00	1945-09-12 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10506
0-20000-0-26609	[26609]	WALES	65.620003	-168.050003	1943-07-02 00:00:00	1945-10-08 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26609
[]	[60501]		9.07	-158.020004	1943-08-01 00:00:00	1946-07-01 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:60501
0-20000-0-41604	[41604]	ENIWETAK ATOLL AWS, MARSHALL IS.	11.75	162.25	1944-03-08 00:00:00	1945-01-15 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:41604
0-20000-0-33109	[33109]	TUNIS-CARTHAGE	36.849998	10.25	1944-03-24 00:00:00	1946-01-08 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33109
[]	[81408]		19.27	146.75	1944-02-02 00:00:00	1944-05-15 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:81408
[]	[13851]	MARIANNA (AAF)	30.83	-85.199997	1942-12-02 00:00:00	1945-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13851
0-20000-0-23015	[23015]	MELROSE GUNNERY RANGE, NM.	34.48	-104.220001	1944-02-15 00:00:00	1945-06-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23015
0-20000-0-32941	[32941]	NYAUNG-U	21.4	94.629997	1945-02-15 00:00:00	1945-03-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32941
[]	[22061]		29.35	74.0	1944-01-11 00:00:00	1946-10-27 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:22061
0-20000-0-11707	[11707]	KINGSTON/NORMAN MANLEY	17.83	-76.669998	1943-07-12 00:00:00	1943-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11707
0-20000-0-20700	[20700]	KIMCHAEK	40.669998	129.199997	1935-04-02 00:00:00	1943-01-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20700
0-20000-0-10712	[10712]	COROZAL OESTE	8.98	-79.57	1944-08-01 00:00:00	1945-10-28 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10712
0-20000-0-30001	[30001]	LAGOS ROOF	6.45	3.4	1943-07-03 00:00:00	1944-11-12 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:30001
[]	[60701]		2.77	-171.720001	1943-04-13 00:00:00	1946-07-18 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:60701
0-20000-0-42001	[42001]	ZHIJIANG	27.450001	109.629997	1944-06-19 00:00:00	1946-01-04 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:42001
[]	[33201]	GAMBUT	31.870001	24.6	1944-01-21 00:00:00	1944-02-22 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33201
[]	[81410]		10.93	142.479996	1944-10-05 00:00:00	1945-01-10 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:81410
[]	[23018]	HOBBS AAF	32.75	-103.220001	1944-12-20 00:00:00	1945-06-25 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23018
[]	[13856]	TUSKEGEE (AAF)	32.5	-85.769997	1942-11-01 00:00:00	1945-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13856
0-20000-0-32942	[32942]	LASHIO	22.98	97.75	1945-05-10 00:00:00	1945-08-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32942
[]	[13903]	ARDMORE AFB	34.299999	-97.099998	1943-01-22 00:00:00	1961-05-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13903
0-20000-0-11803	[11803]	CORINTO	12.48	-87.18	1943-04-21 00:00:00	1945-11-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11803
[]	[10713]	SAN JOSE ISLAND	8.25	-79.129997	1944-10-01 00:00:00	1947-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10713
0-20000-0-31001	[31001]	KANO	12.05	8.53	1943-05-03 00:00:00	1945-06-17 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:31001
0-20000-0-20706	[20706]	SENBONG	42.32	130.399994	1935-07-06 00:00:00	1943-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:20706
0-20000-0-42003	[42003]	LIUZHOU	24.299999	109.269997	1944-05-05 00:00:00	1947-06-24 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:42003
[]	[60702]		2.73	-171.720001	1943-05-01 00:00:00	1945-09-10 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:60702
[]	[81502]		10.62	150.669998	1944-07-01 00:00:00	1944-08-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:81502
0-20000-0-33203	[33203]	NOUZHA	31.200001	29.879999	1944-09-04 00:00:00	1945-03-29 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33203
0-20000-0-23012	[23012]	DENVER/STAPLETON INT., CO.	39.720001	-104.879997	1940-01-24 00:00:00	1956-08-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23012
[]	[22097]	ALLAHABAD/BAMHRAULI	25.42	81.82	1944-01-01 00:00:00	1948-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:22097
0-20000-0-23101	[23101]	GILA BEND AAF, AZ.	32.450001	-112.849998	1944-11-04 00:00:00	1946-01-18 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23101
[]	[32943]	KUTKAI	23.469999	97.919998	1945-03-06 00:00:00	1945-04-24 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32943
0-20000-0-13857	[13857]	MOODY AFB, GA	30.969999	-83.199997	1942-06-01 00:00:00	1954-04-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13857
0-20000-0-13904	[13904]	AUSTIN-BERGSTROM INTL AIRPORT, TX.	30.200001	-97.669998	1943-10-01 00:00:00	1948-12-21 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13904
0-20000-0-25603	[25603]	COLD BAY, AK	55.200001	-162.720001	1942-06-09 00:00:00	1954-03-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:25603
0-20000-0-11902	[11902]	SAN JOSE (78647-0)	13.92	-90.830002	1943-07-01 00:00:00	1946-08-11 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11902
0-20000-0-11103	[11103]	DAKAR/YOFF	14.75	-17.5	1944-05-31 00:00:00	1946-09-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11103
0-20000-0-31101	[31101]	MAIDUGURI	11.85	13.08	1943-06-01 00:00:00	1945-06-15 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:31101
[]	[42004]	YANGKAI	25.5	103.080002	1944-03-29 00:00:00	1945-10-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:42004
[]	[61502]		16.450001	-151.770004	1943-07-26 00:00:00	1944-09-01 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:61502
[]	[81605]		17.530001	167.300003	1944-01-01 00:00:00	1944-07-28 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:81605
0-20000-0-33204	[33204]	TOBRUK	31.85	23.93	1944-10-27 00:00:00	1945-09-22 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33204
0-20000-0-13821	[13821]	MONTGOMERY/DANNELLY,  AL.	32.400002	-86.349998	1929-01-03 00:00:00	1954-12-17 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13821
0-20000-0-23208	[23208]	SACRAMENTO/EXECUTIVE CA.	38.669998	-121.400002	1940-05-17 00:00:00	1951-02-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23208
0-20000-0-23398	[23398]	CHUPUNGNYEONG	36.220001	128.0	1935-10-01 00:00:00	1943-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:23398
0-20000-0-23116	[23116]	BURBANK, CA	34.150002	-118.300003	1944-09-25 00:00:00	1945-02-16 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23116
0-20000-0-22121	[22121]	JHARSIGUDA	21.92	84.080002	1944-05-11 00:00:00	1948-12-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:22121
0-20000-0-12101	[12101]	ATAR	20.469999	-13.03	1943-05-06 00:00:00	1945-09-02 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12101
0-20000-0-32945	[32945]	SITTWE	20.129999	92.879997	1945-03-02 00:00:00	1945-10-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32945
0-20000-0-70222	[26501]	GALENA A.	64.720001	-156.899994	1942-09-22 00:00:00	1965-01-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26501
0-20000-0-42007	[42007]	NANNING	22.799999	108.300003	1944-06-29 00:00:00	1945-09-08 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:42007
0-20000-0-11608	[11608]	SAN JUAN/INT.,  PUERTO RICO	18.469999	-66.120003	1944-05-04 00:00:00	1945-12-09 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11608
[]	[61701]		13.23	-176.149994	1943-08-09 00:00:00	1944-05-14 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:61701
0-20000-0-31201	[31201]	EL FASHER	13.63	25.35	1943-07-10 00:00:00	1945-06-13 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:31201
0-20000-0-33205	[33205]	MERSA MATRUH	31.450001	27.200001	1944-12-29 00:00:00	1945-02-19 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33205
[]	[93102]	FALLON NAAS	39.43	-118.68	1944-08-03 00:00:00	1958-12-12 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:93102
0-20000-0-41219	[41219]	SANGLEY POINT	14.48	120.919998	1940-07-01 00:00:00	1940-07-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:41219
0-20000-0-22134	[22134]	SUPAUL (42353-0)	25.870001	86.620003	1944-01-01 00:00:00	1948-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:22134
0-20000-0-23124	[23124]	LOS ANGELES /INT.,  CA.	34.07	-118.43	1944-01-13 00:00:00	1945-08-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23124
0-20000-0-13920	[13920]	TOPEKA/MUN., KS.	38.950001	-95.669998	1943-02-01 00:00:00	1955-09-29 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13920
[]	[12707]	WALKER CAY	27.27	-78.379997	1943-11-08 00:00:00	1944-07-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12707
0-20000-0-32946	[32946]	DHAKA	23.780001	90.379997	1945-03-03 00:00:00	1945-12-23 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32946
0-20000-0-32701	[32701]	AGRA (42261-0)	27.17	78.029999	1942-11-06 00:00:00	1946-02-07 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32701
[]	[62701]		21.25	-175.130005	1943-01-01 00:00:00	1943-06-28 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:62701
0-20000-0-42008	[42008]	ZHANYI	25.629999	103.779999	1944-02-22 00:00:00	1945-10-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:42008
0-20000-0-40180	[33301]	BEN-GURION INT. AIRPORT	32.0	34.900002	1944-04-22 00:00:00	1945-05-17 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33301
0-20000-0-31202	[31202]	GENINA	13.45	22.450001	1943-07-28 00:00:00	1945-05-22 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:31202
0-20000-0-11615	[11615]	SANTO DOMINGO (78486-0)	18.48	-69.900002	1944-04-13 00:00:00	1946-04-20 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11615
0-20000-0-23130	[23130]	BURBANK, CA	34.220001	-118.5	1944-03-30 00:00:00	1945-02-22 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23130
0-20000-0-22145	[22145]	JAMSHEDPUR (42798-0)	22.82	86.18	1944-01-01 00:00:00	1948-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:22145
0-20000-0-12801	[12801]	BAUTA, LA HABANA	22.879999	-82.5	1943-06-18 00:00:00	1946-05-15 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12801
0-20000-0-32953	[32953]	MEIKTILA	20.879999	95.879997	1945-03-23 00:00:00	1945-04-25 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32953
0-20000-0-42009	[42009]	LIJING	26.879999	100.230003	1944-04-02 00:00:00	1945-07-28 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:42009
[]	[80405]		6.57	146.729996	1943-10-01 00:00:00	1945-08-09 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:80405
0-20000-0-33305	[33305]	RUTBAH	32.93	39.73	1944-08-31 00:00:00	1945-12-23 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33305
[]	[11708]	NAVASSA ISLAND	18.48	-75.019997	1944-03-26 00:00:00	1944-04-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11708
0-20000-0-31301	[31301]	ASMARA	15.03	39.049999	1943-04-24 00:00:00	1943-12-31 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:31301
0-20000-0-32901	[32901]	DIBRUGARH /MOHANBARI	27.5	95.120003	1942-10-28 00:00:00	1946-01-25 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32901
0-20000-0-23136	[23136]	POINT MUGU/NAS, CA.	34.220001	-119.07	1944-05-03 00:00:00	1944-10-09 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:23136
0-20000-0-22152	[22152]	COOCH BEHAR	26.33	89.449997	1944-02-11 00:00:00	1948-12-30 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.6:22152
[]	[12802]	FORT MYERS (BUCKINGHAM AAF)	26.65	-81.720001	1943-10-05 00:00:00	1945-10-07 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12802
0-20000-0-33034	[33034]	ANNABA	36.830002	7.8	1945-07-01 00:00:00	1945-07-01 00:00:00	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:33034
