primary_id	station_name	files
0-20000-0-10508	TIMEHRI/CHEDDI JAGAN INTERNATIONAL	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10508']
0-20000-0-10509	ZANDERIJ	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10509']
0-20000-0-10513	KOELN/BONN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10513']
0-20000-0-10532	GIESSEN-WETTENBERG	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10532']
0-20000-0-10548	MEININGEN (10548-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10548']
0-20000-0-10618	IDAR-OBERSTEIN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10618']
0-20000-0-10639	OFFENTHAL (RADAR)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10639']
0-20000-0-10642	OFFENBACH-WETTERPARK	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10642']
0-20000-0-10657	NEUHUETTEN-SPESSART	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10657']
0-20000-0-10659	NIEDERSTETTEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10659']
0-20000-0-10672	NUERNBERG	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10672']
0-20000-0-10687	WEIDEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10687']
0-20000-0-10701	COROZAL OESTE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10701']
0-20000-0-10705	COROZAL OESTE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10705']
0-20000-0-10707	COROZAL OESTE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10707']
0-20000-0-10710	TOCUMEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10710']
0-20000-0-10711	COROZAL OESTE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10711']
0-20000-0-10712	COROZAL OESTE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10712']
0-20000-0-10716	COROZAL OESTE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10716']
0-20000-0-10717	BOGOTA/ELDORADO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10717']
0-20000-0-10727	RHEINSTETTEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10727']
0-20000-0-10738	STUTTGART-ECHTERDINGEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10738']
0-20000-0-10739	STUTTGART/SCHNARRENBERG (10739-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10739']
0-20000-0-10743	NIEDERSTETTEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:34163']
0-20000-0-10771	KUEMMERSBRUCK (10771-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10771']
0-20000-0-10804	DAVID	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10804']
0-20000-0-10806	TOBIAS BOLANOS PALMA INTERNATIONAL AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10806']
0-20000-0-10862	INGOLSTADT (FLUGPLATZ)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10862']
0-20000-0-10865	MUENCHEN-STADT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:34171']
0-20000-0-10866	MUENCHEN-STADT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10866']
0-20000-0-10868	MUENCHEN-OBERSCHLEISSHEIM	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10868']
0-20000-0-10921	KLIPPENECK	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10921']
0-20000-0-10934	GUETTINGEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10934']
0-20000-0-10953	ALTENSTADT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10953']
0-20000-0-10954	ALTENSTADT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:10954']
0-20000-0-11030	TULLN/LANGENLEBARN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11030']
0-20000-0-11035	WIEN/HOHE WARTE (11035-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11035']
0-20000-0-11103	DAKAR/YOFF	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11103']
0-20000-0-11501	GRANTLEY ADAMS	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11501']
0-20000-0-11518	PRAHA/RUZYNE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11518']
0-20000-0-1152	BODO VI	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:1152']
0-20000-0-11520	PRAHA-LIBUS	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11520']
0-20000-0-11567	PRAHA-KBELY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11567']
0-20000-0-11601	HEWANORRA INT'L AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11601']
0-20000-0-11604	VC BIRD INT'L AIRPORT ANTIGUA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11604']
0-20000-0-11605	PIARCO INT. AIRPORT,  TRINIDAD	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11605']
0-20000-0-11606	HATO AIRPORT, CURACAO (78988-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11606']
0-20000-0-11608	SAN JUAN/INT.,  PUERTO RICO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11608']
0-20000-0-11615	SANTO DOMINGO (78486-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11615']
0-20000-0-11616	C. AMALIE/TRUMAN,  ST. THOMAS	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11616']
0-20000-0-11617	PIARCO INT. AIRPORT,  TRINIDAD	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11617']
0-20000-0-11618	SAN JUAN/INT.,  PUERTO RICO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11618']
0-20000-0-11620	C. AMALIE/TRUMAN,  ST. THOMAS	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11620']
0-20000-0-11621	PORT OF SPAIN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11621']
0-20000-0-11629	SANTO DOMINGO (78486-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1923']
0-20000-0-11630	ROOSEVELT ROADS/NS,  PUERTO RICO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11630']
0-20000-0-11631	SAN JUAN/INT.,  PUERTO RICO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11631']
0-20000-0-11639	ROOSEVELT ROADS/NS,  PUERTO RICO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11639']
0-20000-0-11641	SAN JUAN/INT.,  PUERTO RICO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11641']
0-20000-0-11642	LE RAIZET AERO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11642']
0-20000-0-11644	HEWANORRA INT'L AIRPORT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11644']
0-20000-0-11645	JULIANA AIRPORT,  ST. MAARTEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11645']
0-20000-0-11646	SABANA DE LA MAR	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11646']
0-20000-0-11647	VC BIRD INT'L AIRPORT ANTIGUA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11647']
0-20000-0-11701	PORT-AU-PRINCE/AEROPORT INT.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11701']
0-20000-0-11703	QUEEN BEATRIX AIRPORT, ARUBA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11703']
0-20000-0-11704	KINGSTON/NORMAN MANLEY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11704']
0-20000-0-11706	GUANTANAMO, ORIENTE (78367-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11706']
0-20000-0-11707	KINGSTON/NORMAN MANLEY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11707']
0-20000-0-11709	PORT-AU-PRINCE/AEROPORT INT.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11709']
0-20000-0-11715	KINGSTON/NORMAN MANLEY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11715']
0-20000-0-11803	CORINTO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11803']
0-20000-0-11804	OWEN ROBERTS AIRPORT GRAND CAYMAN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11804']
0-20000-0-11805	MANAGUA A.C.SANDINO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11805']
0-20000-0-11806	TRUJILLO (78704-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11806']
0-20000-0-11807	ISLAS DEL CISNE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11807']
0-20000-0-11810	PUERTO CABEZAS	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11810']
0-20000-0-11812	OWEN ROBERTS AIRPORT GRAND CAYMAN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11812']
0-20000-0-11813	OWEN ROBERTS AIRPORT GRAND CAYMAN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11813']
0-20000-0-11814	SAN ANDRES (ISLA)/SESQUICENTENARIO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11814']
0-20000-0-11901	GUATEMALA (OBSERVATORIO NACIONAL)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11901']
0-20000-0-11902	SAN JOSE (78647-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11902']
0-20000-0-11904	HACIENDA YLANG YLANG VERACRUZ, VER.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11904']
0-20000-0-11934	POPRAD/TATRY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11934']
0-20000-0-11952	POPRAD-GANOVCE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11952']
0-20000-0-11968	KOSICE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:11968']
0-20000-0-12101	ATAR	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12101']
0-20000-0-12103	DAKHLA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12103']
0-20000-0-12105	KOSZALIN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12105']
0-20000-0-12120	LEBA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12120']
0-20000-0-12150	GDANSK-REBIECHOWO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12150']
0-20000-0-12295	BIALYSTOK	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12295']
0-20000-0-12330	POZNAN-LAWICA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12330']
0-20000-0-12374	LEGIONOWO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12374']
0-20000-0-12375	WARSZAWA-OKECIE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12375']
0-20000-0-1241	ORLAND III (1241-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:1241']
0-20000-0-12425	WROCLAW-STARACHOWICE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12425']
0-20000-0-12465	LODZ-LUBLINEK	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12465']
0-20000-0-12560	KATOWICE-MUCHOWICE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12560']
0-20000-0-12566	KRAKOW-BALICE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12566']
0-20000-0-12577	TARNOW	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12577']
0-20000-0-12580	RZESZOW-JASIONKA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12580']
0-20000-0-12701	CAMAGUEY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12701']
0-20000-0-12702	GRAND TURK	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12702']
0-20000-0-12703	ABRAHAM'S BAY,  MAYAGUANA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12703']
0-20000-0-12704	GEORGE TOWN, EXUMA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12704']
0-20000-0-12705	CAIBARIEN, VILLA CLARA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12705']
0-20000-0-12706	GEORGE TOWN, EXUMA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12706']
0-20000-0-12709	ABRAHAM'S BAY,  MAYAGUANA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12709']
0-20000-0-12710	NASSAU AIRPORT NEW PROVIDENCE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12710']
0-20000-0-12711	CAMAGUEY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12711']
0-20000-0-12712	FREEPORT, GRAND BAHAMA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12712']
0-20000-0-12713	DUNMORE TOWN, HARBOUR IS., ELEUTHERA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12713']
0-20000-0-12714	GRAND TURK	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12714']
0-20000-0-12715	ABRAHAM'S BAY, MAYAGUANA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12715']
0-20000-0-12716	COCKBURN TOWN, SAN SALVADOR (78089-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12716']
0-20000-0-12717	NASSAU AIRPORT NEW PROVIDENCE	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12717']
0-20000-0-12772	MISKOLC	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12772']
0-20000-0-12801	BAUTA, LA HABANA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12801']
0-20000-0-12803	FORT LAUDERDALE, FL, FORT LAUDERDALE-HOLYWOOD INT. ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12803']
0-20000-0-12804	AVON PARK GUNNERY RANGE, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12804']
0-20000-0-12806	TAMPA/INT., FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12806']
0-20000-0-12808	TAMPA BAY AREA, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12808']
0-20000-0-12809	AVON PARK GUNNERY RANGE, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12809']
0-20000-0-12812	SZOMBATHELY	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12812', '/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1958']
0-20000-0-12813	ORLANDO/JETPORT FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12813']
0-20000-0-12814	TAMPA BAY AREA, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12814']
0-20000-0-12816	GAINSVILLE, FL GAINSVILLE RGNL ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12816']
0-20000-0-12817	GAINSVILLE, FL GAINSVILLE RGNL ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12817']
0-20000-0-12822	GYOR	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12822']
0-20000-0-12823	GAINSVILLE, FL GAINSVILLE RGNL ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12823']
0-20000-0-12826	MIAMI, FL (72202-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12826']
0-20000-0-12827	APALACHICOLA/MUN.,  FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12827']
0-20000-0-12829	MIAMI, FL (72202-1)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12829']
0-20000-0-12832	APALACHICOLA/MUN.,  FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12832']
0-20000-0-12838	COCOA/PATRICK AFB,  FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12838']
0-20000-0-12840	BUDAPEST/PESTSZENTLORINC	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12840']
0-20000-0-12842	TAMPA BAY AREA, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12842']
0-20000-0-12843	BUDAPEST/PESTSZENTLORINC	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12843']
0-20000-0-12845	COCOA/PATRICK AFB,  FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12845']
0-20000-0-12848	MIAMI, FL (72202-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12848']
0-20000-0-12849	FORT LAUDERDALE, FL, FORT LAUDERDALE-HOLYWOOD INT. ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12849']
0-20000-0-12850	KEY WEST/INT., FL	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12850']
0-20000-0-12853	MIAMI, FL (72202-0)	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12853']
0-20000-0-12854	ORLANDO/JETPORT FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12854']
0-20000-0-12855	VERO BEACH, FL, VERO BEACH MUNI ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12855']
0-20000-0-12856	LA FE, ISLA DE LA JUVENTUD	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12856']
0-20000-0-12857	ISABEL RUBIO, PINAR DEL RIO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12857']
0-20000-0-12858	KEY WEST/INT., FL	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12858']
0-20000-0-12864	CASA BLANCA,  LA HABANA	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12864']
0-20000-0-12865	WEST PALM BEACH/ INT. FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12865']
0-20000-0-12867	CAPE KENNEDY, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12867']
0-20000-0-12868	CAPE KENNEDY, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12868']
0-20000-0-12877	CABO SAN ANTONIO,  PINAR DEL RIO	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12877']
0-20000-0-12878	AEROP.INTERNACIONAL MERIDA, YUC	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12878']
0-20000-0-12879	CAPE SAN BLAS, FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12879']
0-20000-0-12881	COCOA/PATRICK AFB,  FL.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12881']
0-20000-0-12882	DEBRECEN	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:12882']
0-20000-0-12901	GALVESTON, TX.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12901']
0-20000-0-12902	SAN ANTONIO/INT., TX.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12902']
0-20000-0-12904	BROWNSVILLE/INT., TX	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12904']
0-20000-0-12905	GALVESTON, TX.	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12905']
0-20000-0-12906	HOUSTON, TX WILLIAM P HOBBY ARPT	['/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:12906']
