	date_time	sensor_id	date_time_conv
0	1221771600	b'??? '	1938-09-19 21:00:00
29743	1972166400	b'ZCH '	1962-07-01 00:00:00
31550	2049926400	b'ZDB '	1964-12-17 00:00:00
34508	2177452800	b'Z?? '	1969-01-01 00:00:00
38404	2278627200	b'ZF1 '	1972-03-17 00:00:00
39707	2311459200	b'ZF1c'	1973-04-01 00:00:00
46307	2562710400	b'ZJ1c'	1981-03-18 00:00:00
46483	2570313600	b'ZJAc'	1981-06-14 00:00:00
50344	2739052800	b'ZKAc'	1986-10-19 00:00:00
51797	2802211200	b'ZKBc'	1988-10-19 00:00:00
52246	2821651200	b'US2c'	1989-06-01 00:00:00
52775	2845238400	b'USHc'	1990-03-01 00:00:00
55428	2958422400	b'USH '	1993-10-01 00:00:00
55913	2979417600	b'ZKB '	1994-06-01 00:00:00
58051	3073312800	b'ZK2 '	1997-05-22 18:00:00
58795	3105648000	b'VU3 '	1998-06-01 00:00:00
64715	3366273600	b'XXX '	2006-09-03 12:00:00
64716	3367569600	b'ZRg '	2006-09-18 12:00:00
69319	3565944000	b'87.0'	2012-12-31 12:00:00
69538	3575404800	b'nan'	2013-04-20 00:00:00
69926	3592144800	b'82.0'	2013-10-30 18:00:00
72699	3711957329	b'182.'	2017-08-17 11:15:29
