	date_time	sensor_id	date_time_conv
0	1338422400	b'XXX '	1942-06-01 00:00:00
16500	2428444800	b'RK5 '	1976-12-15 00:00:00
21744	2605089600	b'MRu '	1982-07-21 12:00:00
25776	2736720000	b'RRB '	1986-09-22 00:00:00
29513	2851783200	b'MRB '	1990-05-15 18:00:00
31051	2924294400	b'RZ3 '	1992-09-01 00:00:00
34517	3495052800	b'RHM '	2010-10-03 00:00:00
36036	3565944000	b'88.0'	2012-12-31 12:00:00
36141	3570566400	b'nan'	2013-02-23 00:00:00
37456	3631953600	b'29.0'	2015-02-03 12:00:00
38618	3685953600	b'89.0'	2016-10-20 12:00:00
38636	3686860800	b'90.0'	2016-10-31 00:00:00
42063	3843199980	b'162.'	2021-10-14 11:33:00
42162	3847478400	b'62.0'	2021-12-03 00:00:00
