	date_time	sensor_id	date_time_conv
0	2371892400	b'W_R '	1975-03-01 11:00:00
17365	2746713600	b'XXX '	1987-01-15 16:00:00
20139	2796249600	b'V8A '	1988-08-11 00:00:00
24415	2883769200	b'VDR '	1991-05-20 23:00:00
32552	3089570400	b'VFG '	1997-11-26 22:00:00
38213	3338712000	b'VN8 '	2005-10-19 12:00:00
38422	3347478000	b'VDG '	2006-01-28 23:00:00
38755	3362727600	b'VNg '	2006-07-24 11:00:00
43072	3565983600	b'81.0'	2012-12-31 23:00:00
43073	3566030400	b'nan'	2013-01-01 12:00:00
46366	3718696501	b'142.'	2017-11-03 11:15:01
47204	3756538800	b'42.0'	2019-01-15 11:00:00
