	date_time	sensor_id	date_time_conv
0	1488250800	b'NA '	1947-03-01 03:00:00
54429	3565944000	b'88.'	2012-12-31 12:00:00
54473	3567931200	b'nan'	2013-01-23 12:00:00
54526	3570220800	b'29.'	2013-02-19 00:00:00
55044	3593419200	b'39.'	2013-11-14 12:00:00
55305	3604867200	b'59.'	2014-03-27 00:00:00
55784	3626035200	b'89.'	2014-11-27 00:00:00
56653	3668846400	b'69.'	2016-04-05 12:00:00
57260	3697185600	b'90.'	2017-02-27 12:00:00
57698	3716884800	b'60.'	2017-10-13 12:00:00
58228	3740385600	b'62.'	2018-07-12 12:00:00
59058	3776412780	b'162'	2019-09-02 11:33:00
