	date_time	sensor_id	date_time_conv
0	1596204000	b'WRA '	1950-08-01 14:00:00
18664	2454408000	b'RA4 '	1977-10-11 12:00:00
21130	2521821600	b'MRa '	1979-11-30 18:00:00
23707	2585001600	b'XXX '	1981-12-01 00:00:00
33473	2866363200	b'RZ3 '	1990-10-31 12:00:00
47792	3565944000	b'88.0'	2012-12-31 12:00:00
47795	3566073600	b'27.0'	2013-01-02 00:00:00
47827	3567456000	b'28.0'	2013-01-18 00:00:00
47838	3567931200	b'nan'	2013-01-23 12:00:00
49147	3626078400	b'29.0'	2014-11-27 12:00:00
50456	3685867200	b'90.0'	2016-10-19 12:00:00
50532	3689150400	b'59.0'	2016-11-26 12:00:00
50589	3692044800	b'60.0'	2016-12-30 00:00:00
51166	3718008000	b'89.0'	2017-10-26 12:00:00
51983	3753732660	b'162.'	2018-12-13 23:31:00
53373	3813780600	b'129.'	2020-11-07 23:30:00
