	date_time	sensor_id	date_time_conv
0	1304238600	b'W_P '	1941-05-01 08:30:00
13503	1999382400	b'IF2 '	1963-05-12 00:00:00
18467	2245795200	b'IA1 '	1971-03-03 00:00:00
39691	2902906800	b'IA7 '	1991-12-28 11:00:00
47248	3105561600	b'I31 '	1998-05-31 00:00:00
52827	3316330800	b'MI1 '	2005-02-02 11:00:00
55754	3449476800	b'FGC '	2009-04-23 12:00:00
57606	3565573200	b'nan'	2012-12-27 05:00:00
59063	3651523200	b'34.0'	2015-09-18 00:00:00
59066	3651609600	b'9.0'	2015-09-19 00:00:00
59076	3652041600	b'6.0'	2015-09-24 00:00:00
59079	3652128000	b'14.0'	2015-09-25 00:00:00
59089	3652646400	b'19.0'	2015-10-01 00:00:00
59100	3652905600	b'8.0'	2015-10-04 00:00:00
59115	3653510400	b'29.0'	2015-10-11 00:00:00
59119	3653596800	b'23.0'	2015-10-12 00:00:00
59124	3653769600	b'12.0'	2015-10-14 00:00:00
59138	3654288000	b'0.0'	2015-10-20 00:00:00
59148	3654633600	b'5.0'	2015-10-24 00:00:00
59153	3654979200	b'13.0'	2015-10-28 00:00:00
59166	3655584000	b'22.0'	2015-11-04 00:00:00
59179	3656188800	b'24.0'	2015-11-11 00:00:00
59181	3656275200	b'11.0'	2015-11-12 00:00:00
59184	3656448000	b'7.0'	2015-11-14 00:00:00
59189	3656620800	b'25.0'	2015-11-16 00:00:00
59193	3656707200	b'30.0'	2015-11-17 00:00:00
59203	3656966400	b'21.0'	2015-11-20 00:00:00
59214	3657225600	b'10.0'	2015-11-23 00:00:00
59447	3663878400	b'4.0'	2016-02-08 00:00:00
59512	3665692800	b'26.0'	2016-02-29 00:00:00
59516	3665779200	b'33.0'	2016-03-01 00:00:00
59547	3666556800	b'17.0'	2016-03-10 00:00:00
59571	3667161600	b'18.0'	2016-03-17 00:00:00
59582	3667507200	b'31.0'	2016-03-21 00:00:00
59586	3667593600	b'15.0'	2016-03-22 00:00:00
59590	3667680000	b'36.0'	2016-03-23 00:00:00
59676	3670012800	b'27.0'	2016-04-19 00:00:00
59694	3670531200	b'16.0'	2016-04-25 00:00:00
59716	3671222400	b'32.0'	2016-05-03 00:00:00
59719	3671308800	b'20.0'	2016-05-04 00:00:00
60018	3696624000	b'35.0'	2017-02-21 00:00:00
60112	3699734400	b'3.0'	2017-03-29 00:00:00
60186	3712608000	b'1.0'	2017-08-25 00:00:00
60274	3723667200	b'28.0'	2017-12-31 00:00:00
