	date_time	sensor_id	date_time_conv
0	1767232800	b'XXX '	1956-01-02 02:00:00
126	1798772400	b'RS6 '	1957-01-01 03:00:00
30556	2672632800	b'RK2 '	1984-09-10 06:00:00
30557	2672654400	b'RA4 '	1984-09-10 12:00:00
34827	2817547200	b'MRz '	1989-04-14 12:00:00
34964	2820636000	b'RZ1 '	1989-05-20 06:00:00
35245	2826921600	b'RZ3 '	1989-08-01 00:00:00
39892	3048796800	b'V8A '	1996-08-12 00:00:00
41979	3284668800	b'Ru3 '	2004-02-02 00:00:00
45489	3470126400	b'RPK '	2009-12-18 12:00:00
45562	3473366400	b'RHM '	2010-01-25 00:00:00
