	date_time	sensor_id	date_time_conv
0	986036400	b'W_P '	1931-04-01 11:00:00
10773	1247778000	b'U?? '	1939-07-17 21:00:00
49036	2280355200	b'ZF1 '	1972-04-06 00:00:00
59913	2559427200	b'ZJA '	1981-02-08 00:00:00
66501	2800612800	b'ZKB '	1988-09-30 12:00:00
66799	2813702400	b'US2c'	1989-03-01 00:00:00
67533	2845238400	b'USHc'	1990-03-01 00:00:00
70224	2958422400	b'USH '	1993-10-01 00:00:00
72720	3067614000	b'ZK2 '	1997-03-17 19:00:00
80827	3418113600	b'XXX '	2008-04-25 12:00:00
80828	3418977600	b'ZRg '	2008-05-05 12:00:00
84259	3565944000	b'87.0'	2012-12-31 12:00:00
84561	3578990400	b'nan'	2013-05-31 12:00:00
84701	3584973600	b'82.0'	2013-08-08 18:00:00
87631	3711223042	b'182.'	2017-08-08 23:17:22
