	date_time	sensor_id	date_time_conv
0	1893412800	b'V18 '	1960-01-01 12:00:00
4299	2782987200	b'XXX '	1988-03-10 12:00:00
4301	3105093600	b'??? '	1998-05-25 14:00:00
8748	3565944000	b'79.0'	2012-12-31 12:00:00
8758	3566808000	b'nan'	2013-01-10 12:00:00
8999	3588148800	b'80.0'	2013-09-14 12:00:00
10107	3753777600	b'14.0'	2018-12-14 12:00:00
10169	3761552823	b'114.'	2019-03-14 11:47:03
10510	3797149415	b'141.'	2020-04-29 11:43:35
10513	3797409035	b'123.'	2020-05-02 11:50:35
10630	3807950400	b'23.0'	2020-09-01 12:00:00
